Evid,Magnitude,Magnitude Type,Epoch(UTC),Time UTC,Time Local,Distance From,Lat,Lon,Depth Km,Depth Mi
61983581,0.3,l,1708330946.28,2024/02/19 08:22:26,2024/02/19 00:22:26 PST,"14.1 km from Mt Rainier, WA",46.817,-121.9365,8.2,5.1
61983496,0.1,l,1708263379.26,2024/02/18 13:36:19,2024/02/18 05:36:19 PST,"0.7 km from Mt Rainier, WA",46.8477,-121.7647,0.8,0.5
61983411,0.5,l,1708195784.59,2024/02/17 18:49:44,2024/02/17 10:49:44 PST,"12.5 km from Mt Rainier, WA",46.8365,-121.9218,10.3,6.4
61983401,0.8,l,1708169474.68,2024/02/17 11:31:14,2024/02/17 03:31:14 PST,"15.0 km from Mt Rainier, WA",46.9028,-121.9427,11.9,7.4
61983321,1.0,l,1708080186.76,2024/02/16 10:43:06,2024/02/16 02:43:06 PST,"18.7 km from Mt Rainier, WA",46.7485,-121.9513,4.4,2.7
61983296,0.5,l,1708061518.92,2024/02/16 05:31:58,2024/02/15 21:31:58 PST,"13.6 km from Mt Rainier, WA",46.8492,-121.9382,10.8,6.7
61983201,0.9,l,1708000757.29,2024/02/15 12:39:17,2024/02/15 04:39:17 PST,"14.4 km from Mt Rainier, WA",46.881,-121.9450,9.4,5.8
61983191,0.6,l,1707981929.75,2024/02/15 07:25:29,2024/02/14 23:25:29 PST,"14.2 km from Mt Rainier, WA",46.848,-121.9465,10.1,6.2
61983186,1.8,l,1707981580.22,2024/02/15 07:19:40,2024/02/14 23:19:40 PST,"13.5 km from Mt Rainier, WA",46.8508,-121.9372,10.0,6.2
61983146,1.0,l,1707965809.61,2024/02/15 02:56:49,2024/02/14 18:56:49 PST,"14.6 km from Mt Rainier, WA",46.923,-121.9230,12.9,8.0
61983071,0.0,l,1707903587.83,2024/02/14 09:39:47,2024/02/14 01:39:47 PST,"0.3 km from Mt Rainier, WA",46.8547,-121.7640,0.9,0.6
61982951,0.4,l,1707839854.97,2024/02/13 15:57:34,2024/02/13 07:57:34 PST,"16.4 km from Mt Rainier, WA",46.9635,-121.9038,10.4,6.4
61982886,0.7,l,1707779967.86,2024/02/12 23:19:27,2024/02/12 15:19:27 PST,"26.5 km from Goat Rocks, WA",46.7515,-121.5125,3.4,2.1
61982666,1.0,l,1707621306.83,2024/02/11 03:15:06,2024/02/10 19:15:06 PST,"26.5 km from Goat Rocks, WA",46.751,-121.5132,3.6,2.3
61982646,2.1,l,1707608265.69,2024/02/10 23:37:45,2024/02/10 15:37:45 PST,"26.0 km from Goat Rocks, WA",46.7457,-121.5178,4.3,2.7
61982621,0.4,l,1707599811.34,2024/02/10 21:16:51,2024/02/10 13:16:51 PST,"15.1 km from Mt Rainier, WA",46.8835,-121.9533,10.4,6.4
61982521,0.5,l,1707563947.14,2024/02/10 11:19:07,2024/02/10 03:19:07 PST,"26.6 km from Goat Rocks, WA",46.752,-121.5127,3.3,2.1
61982396,0.8,l,1707502152.05,2024/02/09 18:09:12,2024/02/09 10:09:12 PST,"13.4 km from Mt Rainier, WA",46.9185,-121.9077,12.4,7.7
61982266,0.8,l,1707390054.44,2024/02/08 11:00:54,2024/02/08 03:00:54 PST,"26.8 km from Goat Rocks, WA",46.7537,-121.5112,3.7,2.3
61502983,0.2,d,1707356488.63,2024/02/08 01:41:28,2024/02/07 17:41:28 PST,"27.0 km from Goat Rocks, WA",46.7567,-121.5043,2.5,1.6
61982211,0.4,l,1707351224.89,2024/02/08 00:13:44,2024/02/07 16:13:44 PST,"26.1 km from Goat Rocks, WA",46.7477,-121.5122,4.1,2.6
61982191,0.8,l,1707346164.51,2024/02/07 22:49:24,2024/02/07 14:49:24 PST,"15.1 km from Mt Rainier, WA",46.9195,-121.9323,12.9,8.0
61982166,0.7,l,1707338005.92,2024/02/07 20:33:25,2024/02/07 12:33:25 PST,"26.2 km from Goat Rocks, WA",46.7477,-121.5195,3.9,2.4
61982161,0.9,l,1707336646.29,2024/02/07 20:10:46,2024/02/07 12:10:46 PST,"26.5 km from Goat Rocks, WA",46.7515,-121.5120,3.4,2.1
61982146,3.1,l,1707333089.07,2024/02/07 19:11:29,2024/02/07 11:11:29 PST,"25.8 km from Goat Rocks, WA",46.7445,-121.5163,4.7,2.9
61982001,0.1,l,1707224075.51,2024/02/06 12:54:35,2024/02/06 04:54:35 PST,"0.2 km from Mt Rainier, WA",46.854,-121.7572,1.3,0.8
61981871,0.4,l,1707144927.97,2024/02/05 14:55:27,2024/02/05 06:55:27 PST,"0.7 km from Mt Rainier, WA",46.8478,-121.7650,0.2,0.1
61981786,0.3,l,1707066441.5,2024/02/04 17:07:21,2024/02/04 09:07:21 PST,"1.5 km from Mt Rainier, WA",46.8432,-121.7475,-0.5,-0.3
61981586,1.5,l,1706769074.86,2024/02/01 06:31:14,2024/01/31 22:31:14 PST,"17.3 km from Mt Rainier, WA",46.7472,-121.9257,4.2,2.6
61981546,0.7,l,1706707689.24,2024/01/31 13:28:09,2024/01/31 05:28:09 PST,"18.9 km from Mt Rainier, WA",46.9055,-121.9965,10.8,6.7
61981526,1.1,l,1706679754.34,2024/01/31 05:42:34,2024/01/30 21:42:34 PST,"15.4 km from Mt Rainier, WA",46.8222,-121.9570,7.2,4.5
61981341,1.2,l,1706434592.26,2024/01/28 09:36:32,2024/01/28 01:36:32 PST,"12.0 km from Mt Rainier, WA",46.8467,-121.9170,11.1,6.9
61981206,0.9,l,1706322013.22,2024/01/27 02:20:13,2024/01/26 18:20:13 PST,"18.7 km from Mt Rainier, WA",46.9088,-121.9912,11.2,6.9
61981051,1.1,l,1706172040.43,2024/01/25 08:40:40,2024/01/25 00:40:40 PST,"17.1 km from Mt Rainier, WA",46.7987,-121.5505,1.6,1.0
61980906,0.6,l,1706095975.43,2024/01/24 11:32:55,2024/01/24 03:32:55 PST,"16.1 km from Mt Rainier, WA",46.8113,-121.9618,2.5,1.5
61980811,1.0,l,1706040569.41,2024/01/23 20:09:29,2024/01/23 12:09:29 PST,"12.3 km from Mt Rainier, WA",46.8712,-121.9188,10.4,6.4
61980756,1.0,l,1705999717.9,2024/01/23 08:48:37,2024/01/23 00:48:37 PST,"10.9 km from Mt Rainier, WA",46.8708,-121.9000,9.4,5.8
61980656,0.4,l,1705874317.13,2024/01/21 21:58:37,2024/01/21 13:58:37 PST,"18.4 km from Mt Rainier, WA",46.7553,-121.9535,5.3,3.3
61980631,0.0,l,1705856809.9,2024/01/21 17:06:49,2024/01/21 09:06:49 PST,"1.0 km from Mt Rainier, WA",46.845,-121.7637,-0.4,-0.2
61980376,0.3,l,1705583217.65,2024/01/18 13:06:57,2024/01/18 05:06:57 PST,"0.7 km from Mt Rainier, WA",46.848,-121.7653,-2.0,-1.2
61980361,0.5,l,1705563799.69,2024/01/18 07:43:19,2024/01/17 23:43:19 PST,"0.2 km from Mt Rainier, WA",46.8542,-121.7627,0.9,0.6
61979946,0.4,l,1705272061.04,2024/01/14 22:41:01,2024/01/14 14:41:01 PST,"13.3 km from Mt Rainier, WA",46.865,-121.9330,6.9,4.3
61979916,0.4,l,1705252584.48,2024/01/14 17:16:24,2024/01/14 09:16:24 PST,"14.0 km from Mt Rainier, WA",46.7975,-121.9242,6.6,4.1
61979846,0.3,l,1705126674.87,2024/01/13 06:17:54,2024/01/12 22:17:54 PST,"13.3 km from Mt Rainier, WA",46.862,-121.9337,4.4,2.7
61979791,0.4,l,1705087838.72,2024/01/12 19:30:38,2024/01/12 11:30:38 PST,"0.3 km from Mt Rainier, WA",46.8523,-121.7640,0.4,0.2
61979646,0.6,l,1705014452.08,2024/01/11 23:07:32,2024/01/11 15:07:32 PST,"0.4 km from Mt Rainier, WA",46.8495,-121.7615,0.0,0.0
61979636,1.1,l,1705013817.34,2024/01/11 22:56:57,2024/01/11 14:56:57 PST,"0.3 km from Mt Rainier, WA",46.8527,-121.7638,0.8,0.5
61979386,1.4,l,1704821923.19,2024/01/09 17:38:43,2024/01/09 09:38:43 PST,"13.3 km from Mt Rainier, WA",46.8638,-121.9338,7.2,4.4
61979356,1.0,l,1704816286.01,2024/01/09 16:04:46,2024/01/09 08:04:46 PST,"17.0 km from Mt Rainier, WA",46.8533,-121.9832,7.7,4.8
61979346,2.4,l,1704813438.72,2024/01/09 15:17:18,2024/01/09 07:17:18 PST,"13.2 km from Mt Rainier, WA",46.8628,-121.9323,6.4,3.9
61979331,0.9,l,1704807410.99,2024/01/09 13:36:50,2024/01/09 05:36:50 PST,"13.7 km from Mt Rainier, WA",46.8608,-121.9398,7.2,4.5
61979296,0.9,l,1704793887.63,2024/01/09 09:51:27,2024/01/09 01:51:27 PST,"17.9 km from Mt Rainier, WA",46.8503,-121.9943,6.8,4.2
61979216,0.8,l,1704738713.2,2024/01/08 18:31:53,2024/01/08 10:31:53 PST,"17.4 km from Mt Rainier, WA",46.8517,-121.9878,6.8,4.2
61979206,1.3,l,1704710006.43,2024/01/08 10:33:26,2024/01/08 02:33:26 PST,"17.9 km from Mt Rainier, WA",46.8493,-121.9947,7.4,4.6
61979191,0.4,l,1704693662.54,2024/01/08 06:01:02,2024/01/07 22:01:02 PST,"14.8 km from Enumclaw, WA",47.0722,-122.0020,14.3,8.8
61979096,1.3,l,1704568847.27,2024/01/06 19:20:47,2024/01/06 11:20:47 PST,"13.2 km from Mt Rainier, WA",46.8598,-121.9330,4.6,2.9
61979046,0.7,l,1704549543.15,2024/01/06 13:59:03,2024/01/06 05:59:03 PST,"17.9 km from Mt Rainier, WA",46.8473,-121.9950,7.1,4.4
61978961,1.0,l,1704462684.58,2024/01/05 13:51:24,2024/01/05 05:51:24 PST,"17.8 km from Mt Rainier, WA",46.8522,-121.9937,7.5,4.6
61978951,0.5,l,1704450970.15,2024/01/05 10:36:10,2024/01/05 02:36:10 PST,"14.9 km from Enumclaw, WA",47.0713,-122.0013,14.2,8.8
61978941,1.7,l,1704437177.1,2024/01/05 06:46:17,2024/01/04 22:46:17 PST,"17.6 km from Mt Rainier, WA",46.8538,-121.9912,6.8,4.2
61978936,0.6,l,1704435350.04,2024/01/05 06:15:50,2024/01/04 22:15:50 PST,"18.2 km from Mt Rainier, WA",46.8475,-121.9978,6.7,4.2
61978931,2.8,l,1704434555.79,2024/01/05 06:02:35,2024/01/04 22:02:35 PST,"17.7 km from Mt Rainier, WA",46.8533,-121.9918,6.7,4.1
61978926,0.6,l,1704432798.37,2024/01/05 05:33:18,2024/01/04 21:33:18 PST,"17.0 km from Mt Rainier, WA",46.8532,-121.9823,7.1,4.4
61978911,0.7,l,1704427947.08,2024/01/05 04:12:27,2024/01/04 20:12:27 PST,"19.3 km from Mt Rainier, WA",46.7075,-121.8972,0.1,0.0
61978886,2.0,l,1704423159.3,2024/01/05 02:52:39,2024/01/04 18:52:39 PST,"17.7 km from Mt Rainier, WA",46.8532,-121.9925,6.8,4.2
61978816,1.0,l,1704329932.58,2024/01/04 00:58:52,2024/01/03 16:58:52 PST,"17.7 km from Mt Rainier, WA",46.8498,-121.9915,7.2,4.5
61978811,2.2,l,1704329761.33,2024/01/04 00:56:01,2024/01/03 16:56:01 PST,"17.7 km from Mt Rainier, WA",46.8517,-121.9915,7.0,4.4
61978766,0.6,l,1704281724.87,2024/01/03 11:35:24,2024/01/03 03:35:24 PST,"13.3 km from Mt Rainier, WA",46.8598,-121.9345,4.6,2.8
61978761,0.5,l,1704277915.89,2024/01/03 10:31:55,2024/01/03 02:31:55 PST,"0.2 km from Mt Rainier, WA",46.8548,-121.7597,0.4,0.3
61978306,0.7,l,1703895352.56,2023/12/30 00:15:52,2023/12/29 16:15:52 PST,"18.5 km from Mt Rainier, WA",46.7353,-121.9303,0.2,0.1
61978096,0.7,l,1703619583.27,2023/12/26 19:39:43,2023/12/26 11:39:43 PST,"17.2 km from Mt Rainier, WA",46.9148,-121.9675,7.2,4.4
61978036,0.7,l,1703556572.3,2023/12/26 02:09:32,2023/12/25 18:09:32 PST,"0.2 km from Mt Rainier, WA",46.8532,-121.7577,0.5,0.3
61977981,0.8,l,1703519124.12,2023/12/25 15:45:24,2023/12/25 07:45:24 PST,"25.4 km from Mt Rainier, WA",46.6265,-121.7232,14.4,8.9
61977906,0.6,l,1703457818.95,2023/12/24 22:43:38,2023/12/24 14:43:38 PST,"13.5 km from Mt Rainier, WA",46.8963,-121.9255,8.7,5.4
61977866,0.6,l,1703426744.75,2023/12/24 14:05:44,2023/12/24 06:05:44 PST,"0.3 km from Mt Rainier, WA",46.855,-121.7568,1.4,0.9
61977636,0.0,l,1703215412.67,2023/12/22 03:23:32,2023/12/21 19:23:32 PST,"13.8 km from Mt Rainier, WA",46.8805,-121.9370,8.9,5.5
61977481,0.5,l,1703124862.1,2023/12/21 02:14:22,2023/12/20 18:14:22 PST,"17.1 km from Enumclaw, WA",47.0525,-121.9588,-0.6,-0.3
61977406,0.8,l,1703089957.56,2023/12/20 16:32:37,2023/12/20 08:32:37 PST,"1.3 km from Mt Rainier, WA",46.8563,-121.7437,-1.7,-1.1
61977356,0.6,l,1703061127.12,2023/12/20 08:32:07,2023/12/20 00:32:07 PST,"20.0 km from Mt Rainier, WA",46.6988,-121.8948,6.7,4.2
61977311,0.5,l,1703045158.35,2023/12/20 04:05:58,2023/12/19 20:05:58 PST,"16.5 km from Mt Rainier, WA",46.8538,-121.9765,6.4,4.0
61977146,0.5,l,1702968183.52,2023/12/19 06:43:03,2023/12/18 22:43:03 PST,"14.0 km from Mt Rainier, WA",46.7812,-121.9112,6.4,4.0
61977041,0.3,l,1702878475.94,2023/12/18 05:47:55,2023/12/17 21:47:55 PST,"13.3 km from Mt Rainier, WA",46.8645,-121.9342,10.7,6.6
61976931,0.7,l,1702819387.94,2023/12/17 13:23:07,2023/12/17 05:23:07 PST,"15.9 km from Mt Rainier, WA",46.8012,-121.9540,8.6,5.3
61976816,1.1,l,1702742387.91,2023/12/16 15:59:47,2023/12/16 07:59:47 PST,"14.8 km from Mt Rainier, WA",46.8722,-121.9520,9.9,6.1
61976766,0.3,l,1702704033.66,2023/12/16 05:20:33,2023/12/15 21:20:33 PST,"0.3 km from Mt Rainier, WA",46.8562,-121.7595,1.5,1.0
61976741,1.6,l,1702679879.52,2023/12/15 22:37:59,2023/12/15 14:37:59 PST,"14.5 km from Mt Rainier, WA",46.8748,-121.9478,8.5,5.3
61976711,0.7,l,1702664311.82,2023/12/15 18:18:31,2023/12/15 10:18:31 PST,"0.5 km from Mt Rainier, WA",46.8573,-121.7587,-2.2,-1.4
61976591,0.6,l,1702526468.27,2023/12/14 04:01:08,2023/12/13 20:01:08 PST,"18.9 km from Mt Rainier, WA",46.9517,-121.9625,12.5,7.7
61976366,0.4,l,1702422690.01,2023/12/12 23:11:30,2023/12/12 15:11:30 PST,"13.2 km from Mt Rainier, WA",46.8555,-121.5870,4.3,2.7
61976276,1.0,l,1702397551.58,2023/12/12 16:12:31,2023/12/12 08:12:31 PST,"14.9 km from Mt Rainier, WA",46.8777,-121.9522,9.8,6.1
61976271,0.7,l,1702392684.33,2023/12/12 14:51:24,2023/12/12 06:51:24 PST,"13.7 km from Enumclaw, WA",47.107,-121.8790,17.3,10.7
61976246,0.3,l,1702374734.68,2023/12/12 09:52:14,2023/12/12 01:52:14 PST,"13.0 km from Mt Rainier, WA",46.8475,-121.9300,10.3,6.4
61976226,0.5,l,1702346667.64,2023/12/12 02:04:27,2023/12/11 18:04:27 PST,"0.3 km from Mt Rainier, WA",46.8545,-121.7633,1.1,0.7
61976161,0.2,l,1702330982.76,2023/12/11 21:43:02,2023/12/11 13:43:02 PST,"0.3 km from Mt Rainier, WA",46.854,-121.7637,1.2,0.8
61976156,0.4,l,1702330391.88,2023/12/11 21:33:11,2023/12/11 13:33:11 PST,"0.4 km from Mt Rainier, WA",46.8555,-121.7645,1.0,0.6
61976151,0.2,l,1702330304.81,2023/12/11 21:31:44,2023/12/11 13:31:44 PST,"0.4 km from Mt Rainier, WA",46.8563,-121.7618,1.7,1.1
61976116,0.4,l,1702325007.66,2023/12/11 20:03:27,2023/12/11 12:03:27 PST,"0.2 km from Mt Rainier, WA",46.8527,-121.7625,1.5,0.9
61976031,0.5,l,1702294819.6,2023/12/11 11:40:19,2023/12/11 03:40:19 PST,"21.7 km from Mt Rainier, WA",46.6767,-121.8805,6.3,3.9
61966737,0.5,l,1702012049.04,2023/12/08 05:07:29,2023/12/07 21:07:29 PST,"15.6 km from Mt Rainier, WA",46.9215,-121.9383,13.1,8.1
61966627,0.2,l,1701975928.93,2023/12/07 19:05:28,2023/12/07 11:05:28 PST,"0.2 km from Mt Rainier, WA",46.8532,-121.7570,1.3,0.8
61966017,1.0,l,1701595712.26,2023/12/03 09:28:32,2023/12/03 01:28:32 PST,"14.7 km from Enumclaw, WA",47.0733,-121.9995,13.8,8.6
61965807,0.6,l,1701505365.52,2023/12/02 08:22:45,2023/12/02 00:22:45 PST,"9.4 km from Mt Rainier, WA",46.918,-121.8402,1.7,1.1
61965527,0.2,l,1701315407.36,2023/11/30 03:36:47,2023/11/29 19:36:47 PST,"0.7 km from Mt Rainier, WA",46.848,-121.7657,-2.1,-1.3
61965522,0.2,l,1701315249.29,2023/11/30 03:34:09,2023/11/29 19:34:09 PST,"0.4 km from Mt Rainier, WA",46.8497,-121.7578,0.0,0.0
61965387,0.1,l,1701267380.67,2023/11/29 14:16:20,2023/11/29 06:16:20 PST,"17.2 km from Mt Rainier, WA",46.9392,-121.9483,10.9,6.8
61965292,0.2,l,1701212972.89,2023/11/28 23:09:32,2023/11/28 15:09:32 PST,"0.4 km from Mt Rainier, WA",46.8503,-121.7573,-0.1,-0.1
61973951,0.1,l,1701109937.83,2023/11/27 18:32:17,2023/11/27 10:32:17 PST,"0.2 km from Mt Rainier, WA",46.8542,-121.7573,1.4,0.9
61973891,0.2,l,1701064585.16,2023/11/27 05:56:25,2023/11/26 21:56:25 PST,"0.8 km from Mt Rainier, WA",46.8458,-121.7615,1.6,1.0
61973811,0.4,l,1700959181.12,2023/11/26 00:39:41,2023/11/25 16:39:41 PST,"11.8 km from Mt Rainier, WA",46.823,-121.9085,9.2,5.7
61973701,1.4,l,1700869703.9,2023/11/24 23:48:23,2023/11/24 15:48:23 PST,"16.0 km from Mt Rainier, WA",46.7105,-121.7868,-1.1,-0.7
61973626,0.4,l,1700843138.78,2023/11/24 16:25:38,2023/11/24 08:25:38 PST,"17.5 km from Mt Rainier, WA",46.8515,-121.9897,7.6,4.7
61973601,0.5,l,1700824390.9,2023/11/24 11:13:10,2023/11/24 03:13:10 PST,"17.7 km from Mt Rainier, WA",46.8518,-121.9915,8.1,5.0
61973496,0.1,l,1700764201.17,2023/11/23 18:30:01,2023/11/23 10:30:01 PST,"0.6 km from Mt Rainier, WA",46.8583,-121.7610,1.1,0.7
61973376,1.5,l,1700650670.1,2023/11/22 10:57:50,2023/11/22 02:57:50 PST,"18.0 km from Mt Rainier, WA",46.8525,-121.9960,8.0,5.0
61973296,0.4,l,1700531788.54,2023/11/21 01:56:28,2023/11/20 17:56:28 PST,"18.1 km from Mt Rainier, WA",46.7708,-121.9638,9.3,5.8
61973271,1.1,l,1700512964.31,2023/11/20 20:42:44,2023/11/20 12:42:44 PST,"17.7 km from Mt Rainier, WA",46.8515,-121.9927,7.5,4.7
61973191,0.6,l,1700443570.14,2023/11/20 01:26:10,2023/11/19 17:26:10 PST,"15.4 km from Mt Rainier, WA",46.927,-121.9313,14.1,8.8
61972871,0.4,l,1700345458.88,2023/11/18 22:10:58,2023/11/18 14:10:58 PST,"17.9 km from Mt Rainier, WA",46.7745,-121.9638,9.1,5.7
61972856,0.6,l,1700340838.03,2023/11/18 20:53:58,2023/11/18 12:53:58 PST,"17.4 km from Mt Rainier, WA",46.7872,-121.9667,10.4,6.5
61972851,0.6,l,1700340092.33,2023/11/18 20:41:32,2023/11/18 12:41:32 PST,"17.8 km from Mt Rainier, WA",46.7697,-121.9592,9.1,5.6
61972846,1.2,l,1700339978.87,2023/11/18 20:39:38,2023/11/18 12:39:38 PST,"17.8 km from Mt Rainier, WA",46.772,-121.9610,9.4,5.8
61972841,0.4,l,1700339876.09,2023/11/18 20:37:56,2023/11/18 12:37:56 PST,"18.3 km from Mt Rainier, WA",46.7648,-121.9627,8.1,5.0
61972771,0.1,l,1700290387.57,2023/11/18 06:53:07,2023/11/17 22:53:07 PST,"14.6 km from Mt Rainier, WA",46.796,-121.9323,4.3,2.7
61972721,0.4,l,1700256818.62,2023/11/17 21:33:38,2023/11/17 13:33:38 PST,"4.2 km from Mt Rainier, WA",46.8897,-121.7435,1.5,0.9
61972606,0.4,l,1700213715.6,2023/11/17 09:35:15,2023/11/17 01:35:15 PST,"1.4 km from Mt Rainier, WA",46.8598,-121.7443,1.7,1.1
61972541,0.5,l,1700169166.87,2023/11/16 21:12:46,2023/11/16 13:12:46 PST,"17.1 km from Mt Rainier, WA",46.9628,-121.9183,6.5,4.0
61972416,1.3,l,1700096586.77,2023/11/16 01:03:06,2023/11/15 17:03:06 PST,"18.2 km from Mt Rainier, WA",46.8475,-121.9982,8.2,5.1
61972321,0.0,l,1700072120.25,2023/11/15 18:15:20,2023/11/15 10:15:20 PST,"14.1 km from Mt Rainier, WA",46.8775,-121.9418,8.9,5.5
61972136,0.4,l,1699914040.25,2023/11/13 22:20:40,2023/11/13 14:20:40 PST,"19.5 km from Eatonville, WA",46.8993,-122.0128,10.9,6.8
61972101,0.6,l,1699906018.03,2023/11/13 20:06:58,2023/11/13 12:06:58 PST,"19.8 km from Mt Rainier, WA",46.9068,-122.0072,11.7,7.2
61972001,1.5,l,1699793199.76,2023/11/12 12:46:39,2023/11/12 04:46:39 PST,"17.8 km from Mt Rainier, WA",46.8517,-121.9937,7.6,4.7
61971996,0.5,l,1699792110.12,2023/11/12 12:28:30,2023/11/12 04:28:30 PST,"18.2 km from Mt Rainier, WA",46.847,-121.9990,7.0,4.3
61971986,1.4,l,1699778415.87,2023/11/12 08:40:15,2023/11/12 00:40:15 PST,"17.6 km from Mt Rainier, WA",46.8493,-121.9905,6.9,4.3
61971541,0.6,l,1699567583.59,2023/11/09 22:06:23,2023/11/09 14:06:23 PST,"0.2 km from Mt Rainier, WA",46.8548,-121.7577,1.1,0.7
61971496,0.9,l,1699553974.51,2023/11/09 18:19:34,2023/11/09 10:19:34 PST,"20.3 km from Mt Rainier, WA",46.6987,-121.9023,3.4,2.1
61971251,1.6,l,1699467325.41,2023/11/08 18:15:25,2023/11/08 10:15:25 PST,"20.1 km from Mt Rainier, WA",46.7012,-121.9032,7.3,4.5
61970971,0.8,l,1699343596.58,2023/11/07 07:53:16,2023/11/06 23:53:16 PST,"13.8 km from Mt Rainier, WA",46.829,-121.9375,9.2,5.7
61970526,0.9,l,1699204826.52,2023/11/05 17:20:26,2023/11/05 09:20:26 PST,"16.0 km from Mt Rainier, WA",46.7608,-121.9198,3.2,2.0
61970521,1.7,l,1699204109.75,2023/11/05 17:08:29,2023/11/05 09:08:29 PST,"15.7 km from Mt Rainier, WA",46.762,-121.9175,3.1,1.9
61970456,1.0,l,1699134620.16,2023/11/04 21:50:20,2023/11/04 14:50:20 PDT,"17.0 km from Mt Rainier, WA",46.747,-121.9210,2.0,1.2
61970301,0.7,l,1699115417.12,2023/11/04 16:30:17,2023/11/04 09:30:17 PDT,"0.3 km from Mt Rainier, WA",46.855,-121.7635,1.1,0.7
61961227,1.0,l,1699006069.34,2023/11/03 10:07:49,2023/11/03 03:07:49 PDT,"27.0 km from Mt Rainier, WA",46.6107,-121.7482,12.9,8.0
61961172,0.6,l,1698968296.02,2023/11/02 23:38:16,2023/11/02 16:38:16 PDT,"12.4 km from Mt Rainier, WA",46.8495,-121.9227,4.0,2.5
61961132,0.7,l,1698961019.53,2023/11/02 21:36:59,2023/11/02 14:36:59 PDT,"0.2 km from Mt Rainier, WA",46.8545,-121.7615,1.5,0.9
61960992,0.4,l,1698890354.81,2023/11/02 01:59:14,2023/11/01 18:59:14 PDT,"15.2 km from Mt Rainier, WA",46.8713,-121.9582,9.0,5.6
61960887,0.7,l,1698853471.83,2023/11/01 15:44:31,2023/11/01 08:44:31 PDT,"0.6 km from Mt Rainier, WA",46.8487,-121.7645,-0.1,0.0
61960867,0.6,l,1698836969.01,2023/11/01 11:09:29,2023/11/01 04:09:29 PDT,"14.5 km from Mt Rainier, WA",46.9007,-121.9367,6.2,3.9
61960852,0.7,l,1698822419.55,2023/11/01 07:06:59,2023/11/01 00:06:59 PDT,"19.4 km from Mt Rainier, WA",46.8355,-122.0125,7.1,4.4
61960702,0.3,l,1698779907.32,2023/10/31 19:18:27,2023/10/31 12:18:27 PDT,"0.9 km from Mt Rainier, WA",46.846,-121.7663,0.3,0.2
61960497,0.0,l,1698711325.15,2023/10/31 00:15:25,2023/10/30 17:15:25 PDT,"12.2 km from Mt Rainier, WA",46.8258,-121.9143,2.7,1.6
61960472,0.5,l,1698701878.61,2023/10/30 21:37:58,2023/10/30 14:37:58 PDT,"15.2 km from Mt Rainier, WA",46.8898,-121.9522,9.5,5.9
61960277,0.2,l,1698603819.86,2023/10/29 18:23:39,2023/10/29 11:23:39 PDT,"0.8 km from Mt Rainier, WA",46.8458,-121.7592,1.1,0.7
61960077,0.2,l,1698525800.46,2023/10/28 20:43:20,2023/10/28 13:43:20 PDT,"14.5 km from Mt Rainier, WA",46.7635,-121.8983,6.6,4.1
61959957,1.1,l,1698497765.46,2023/10/28 12:56:05,2023/10/28 05:56:05 PDT,"0.9 km from Mt Rainier, WA",46.8452,-121.7588,0.2,0.1
61959627,0.3,l,1698406284.6,2023/10/27 11:31:24,2023/10/27 04:31:24 PDT,"15.4 km from Mt Rainier, WA",46.87,-121.9603,9.0,5.6
61959612,0.5,l,1698402701.1,2023/10/27 10:31:41,2023/10/27 03:31:41 PDT,"14.2 km from Mt Rainier, WA",46.7532,-121.8758,2.8,1.7
61959567,0.8,l,1698377665.2,2023/10/27 03:34:25,2023/10/26 20:34:25 PDT,"25.1 km from Mt Rainier, WA",46.9802,-122.0325,13.0,8.1
61959522,0.2,l,1698357537.02,2023/10/26 21:58:57,2023/10/26 14:58:57 PDT,"17.4 km from Mt Rainier, WA",46.7613,-121.9440,7.4,4.6
61959327,1.2,l,1698313096.51,2023/10/26 09:38:16,2023/10/26 02:38:16 PDT,"0.5 km from Mt Rainier, WA",46.8507,-121.7548,1.4,0.8
61959317,0.4,l,1698310117.21,2023/10/26 08:48:37,2023/10/26 01:48:37 PDT,"22.0 km from Eatonville, WA",46.734,-122.0518,13.2,8.2
61959312,0.3,l,1698306194,2023/10/26 07:43:14,2023/10/26 00:43:14 PDT,"0.6 km from Mt Rainier, WA",46.8542,-121.7528,1.5,1.0
61959307,0.3,l,1698305235.91,2023/10/26 07:27:15,2023/10/26 00:27:15 PDT,"0.4 km from Mt Rainier, WA",46.8542,-121.7545,1.3,0.8
61959297,1.7,l,1698303603.6,2023/10/26 07:00:03,2023/10/26 00:00:03 PDT,"0.4 km from Mt Rainier, WA",46.8532,-121.7548,0.7,0.5
61959292,0.8,l,1698303012.22,2023/10/26 06:50:12,2023/10/25 23:50:12 PDT,"0.5 km from Mt Rainier, WA",46.8507,-121.7545,1.6,1.0
61959287,0.1,l,1698302583.61,2023/10/26 06:43:03,2023/10/25 23:43:03 PDT,"0.8 km from Mt Rainier, WA",46.8463,-121.7585,0.8,0.5
61959162,0.4,l,1698255922.82,2023/10/25 17:45:22,2023/10/25 10:45:22 PDT,"0.9 km from Mt Rainier, WA",46.8527,-121.7488,1.9,1.2
61959152,1.0,l,1698250676.57,2023/10/25 16:17:56,2023/10/25 09:17:56 PDT,"14.7 km from Mt Rainier, WA",46.8983,-121.9417,6.7,4.1
