Evid,Magnitude,Magnitude Type,Epoch(UTC),Time UTC,Time Local,Distance From,Lat,Lon,Depth Km,Depth Mi
61959107,1.3,l,1698182392.73,2023/10/24 21:19:52,2023/10/24 14:19:52 PDT,"20.2 km from Mt Rainier, WA",46.701,-121.9033,6.0,3.7
61958722,0.5,l,1698013960.22,2023/10/22 22:32:40,2023/10/22 15:32:40 PDT,"17.6 km from Mt Rainier, WA",46.7772,-121.9628,9.1,5.6
61958687,0.3,l,1698002848.88,2023/10/22 19:27:28,2023/10/22 12:27:28 PDT,"0.6 km from Mt Rainier, WA",46.8523,-121.7527,0.8,0.5
61958592,0.1,l,1697949038.28,2023/10/22 04:30:38,2023/10/21 21:30:38 PDT,"13.5 km from Mt Rainier, WA",46.8882,-121.9298,7.7,4.8
61958587,0.3,l,1697944963.8,2023/10/22 03:22:43,2023/10/21 20:22:43 PDT,"16.1 km from Mt Rainier, WA",46.928,-121.9412,8.7,5.4
61958387,0.3,l,1697904034.23,2023/10/21 16:00:34,2023/10/21 09:00:34 PDT,"1.8 km from Mt Rainier, WA",46.8685,-121.7525,-0.4,-0.3
61958342,0.8,l,1697898345.22,2023/10/21 14:25:45,2023/10/21 07:25:45 PDT,"17.9 km from Mt Rainier, WA",46.7708,-121.9620,9.5,5.9
61958227,0.8,l,1697827287.06,2023/10/20 18:41:27,2023/10/20 11:41:27 PDT,"14.4 km from Mt Rainier, WA",46.7553,-121.8842,3.0,1.8
61958212,1.7,l,1697823610.71,2023/10/20 17:40:10,2023/10/20 10:40:10 PDT,"14.5 km from Mt Rainier, WA",46.7548,-121.8848,3.2,2.0
61958202,0.6,l,1697820839.1,2023/10/20 16:53:59,2023/10/20 09:53:59 PDT,"1.9 km from Mt Rainier, WA",46.8695,-121.7525,-0.7,-0.4
61957867,0.6,l,1697650949.01,2023/10/18 17:42:29,2023/10/18 10:42:29 PDT,"14.5 km from Mt Rainier, WA",46.8637,-121.9497,2.4,1.5
61957807,0.7,l,1697620671.98,2023/10/18 09:17:51,2023/10/18 02:17:51 PDT,"11.0 km from Mt Rainier, WA",46.8993,-121.8878,5.3,3.3
61966426,0.3,l,1697513548.6,2023/10/17 03:32:28,2023/10/16 20:32:28 PDT,"6.5 km from Mt Rainier, WA",46.8937,-121.8213,0.5,0.3
61966416,0.7,l,1697510356.77,2023/10/17 02:39:16,2023/10/16 19:39:16 PDT,"21.4 km from Mt Rainier, WA",46.6835,-121.8933,5.5,3.4
61966356,0.7,l,1697467993.54,2023/10/16 14:53:13,2023/10/16 07:53:13 PDT,"15.2 km from Enumclaw, WA",47.0687,-121.9983,15.0,9.3
61966206,0.7,l,1697399012.12,2023/10/15 19:43:32,2023/10/15 12:43:32 PDT,"21.8 km from Eatonville, WA",46.735,-122.0537,13.5,8.3
61966171,0.1,l,1697392662.61,2023/10/15 17:57:42,2023/10/15 10:57:42 PDT,"0.3 km from Mt Rainier, WA",46.8508,-121.7593,0.8,0.5
61966066,1.1,l,1697321626.87,2023/10/14 22:13:46,2023/10/14 15:13:46 PDT,"0.3 km from Mt Rainier, WA",46.8517,-121.7628,-0.4,-0.2
61965996,0.5,l,1697300094.74,2023/10/14 16:14:54,2023/10/14 09:14:54 PDT,"17.7 km from Mt Rainier, WA",46.694,-121.7718,6.8,4.2
61965961,0.3,l,1697269780.27,2023/10/14 07:49:40,2023/10/14 00:49:40 PDT,"14.5 km from Mt Rainier, WA",46.899,-121.9375,6.5,4.0
61965901,0.5,l,1697236050.46,2023/10/13 22:27:30,2023/10/13 15:27:30 PDT,"1.4 km from Mt Rainier, WA",46.8408,-121.7625,0.0,0.0
61965786,0.5,l,1697217408.89,2023/10/13 17:16:48,2023/10/13 10:16:48 PDT,"16.0 km from Mt Rainier, WA",46.7675,-121.9287,5.0,3.1
61965561,0.7,l,1697111040.09,2023/10/12 11:44:00,2023/10/12 04:44:00 PDT,"15.2 km from Enumclaw, WA",47.0687,-122.0077,15.1,9.4
61965151,0.8,l,1696870493.82,2023/10/09 16:54:53,2023/10/09 09:54:53 PDT,"1.0 km from Mt Rainier, WA",46.8598,-121.7505,0.3,0.2
61964926,0.8,l,1696772725.2,2023/10/08 13:45:25,2023/10/08 06:45:25 PDT,"1.1 km from Mt Rainier, WA",46.8437,-121.7608,0.4,0.3
61964671,0.4,l,1696660551.79,2023/10/07 06:35:51,2023/10/06 23:35:51 PDT,"0.6 km from Mt Rainier, WA",46.848,-121.7622,0.2,0.1
61964646,0.2,l,1696644995.79,2023/10/07 02:16:35,2023/10/06 19:16:35 PDT,"13.2 km from Mt Rainier, WA",46.7663,-121.8787,7.6,4.7
61964636,0.3,l,1696641914.2,2023/10/07 01:25:14,2023/10/06 18:25:14 PDT,"0.7 km from Mt Rainier, WA",46.8473,-121.7628,-0.4,-0.2
61964631,0.6,l,1696640930.72,2023/10/07 01:08:50,2023/10/06 18:08:50 PDT,"0.7 km from Mt Rainier, WA",46.847,-121.7623,-0.1,-0.1
61964606,0.4,l,1696635196.88,2023/10/06 23:33:16,2023/10/06 16:33:16 PDT,"21.8 km from Mt Rainier, WA",46.9687,-121.9915,9.3,5.7
61964541,0.6,l,1696623245.5,2023/10/06 20:14:05,2023/10/06 13:14:05 PDT,"13.3 km from Mt Rainier, WA",46.9652,-121.8235,1.2,0.7
61964191,0.0,l,1696487445.62,2023/10/05 06:30:45,2023/10/04 23:30:45 PDT,"0.3 km from Mt Rainier, WA",46.855,-121.7575,1.0,0.6
61964091,0.5,l,1696453497.64,2023/10/04 21:04:57,2023/10/04 14:04:57 PDT,"13.7 km from Mt Rainier, WA",46.858,-121.9397,11.2,6.9
61963881,0.2,l,1696392424.14,2023/10/04 04:07:04,2023/10/03 21:07:04 PDT,"15.1 km from Mt Rainier, WA",46.8632,-121.9572,9.0,5.6
61963656,0.7,l,1696287513.51,2023/10/02 22:58:33,2023/10/02 15:58:33 PDT,"0.5 km from Mt Rainier, WA",46.8528,-121.7528,0.9,0.6
61963341,0.2,l,1696142849.67,2023/10/01 06:47:29,2023/09/30 23:47:29 PDT,"2.0 km from Mt Rainier, WA",46.8448,-121.7370,-1.6,-1.0
61963321,0.8,l,1696129945.29,2023/10/01 03:12:25,2023/09/30 20:12:25 PDT,"2.1 km from Mt Rainier, WA",46.8437,-121.7362,-1.3,-0.8
61963136,0.3,l,1696082156.78,2023/09/30 13:55:56,2023/09/30 06:55:56 PDT,"19.3 km from Mt Rainier, WA",46.7123,-121.9072,4.1,2.5
61963131,1.3,l,1696081206.58,2023/09/30 13:40:06,2023/09/30 06:40:06 PDT,"18.6 km from Mt Rainier, WA",46.7143,-121.8945,4.3,2.6
61963101,0.9,l,1696060332.83,2023/09/30 07:52:12,2023/09/30 00:52:12 PDT,"25.7 km from Mt Rainier, WA",46.6243,-121.8087,7.7,4.8
61963041,0.5,l,1696026104.24,2023/09/29 22:21:44,2023/09/29 15:21:44 PDT,"13.7 km from Mt Rainier, WA",46.856,-121.9400,9.5,5.9
61962756,0.7,l,1695923396.04,2023/09/28 17:49:56,2023/09/28 10:49:56 PDT,"16.4 km from Mt Rainier, WA",46.7585,-121.9245,3.9,2.4
61953867,0.5,l,1695886968.75,2023/09/28 07:42:48,2023/09/28 00:42:48 PDT,"1.6 km from Mt Rainier, WA",46.8445,-121.7432,0.3,0.2
61962256,0.3,l,1695712194.81,2023/09/26 07:09:54,2023/09/26 00:09:54 PDT,"11.4 km from Mt Rainier, WA",46.8285,-121.9057,8.7,5.4
61962131,0.8,l,1695627691.09,2023/09/25 07:41:31,2023/09/25 00:41:31 PDT,"24.4 km from Mt Rainier, WA",46.642,-121.6727,7.4,4.6
61962126,1.2,l,1695627046.52,2023/09/25 07:30:46,2023/09/25 00:30:46 PDT,"0.5 km from Mt Rainier, WA",46.8518,-121.7542,1.3,0.8
61962121,1.9,l,1695620065.79,2023/09/25 05:34:25,2023/09/24 22:34:25 PDT,"1.0 km from Mt Rainier, WA",46.852,-121.7477,-2.1,-1.3
61961786,0.1,l,1695441937.07,2023/09/23 04:05:37,2023/09/22 21:05:37 PDT,"1.4 km from Mt Rainier, WA",46.855,-121.7423,-1.4,-0.9
61961491,0.9,l,1695394683.42,2023/09/22 14:58:03,2023/09/22 07:58:03 PDT,"3.4 km from Mt Rainier, WA",46.8255,-121.7797,-2.4,-1.5
61961451,0.6,l,1695382239.76,2023/09/22 11:30:39,2023/09/22 04:30:39 PDT,"21.9 km from Goat Rocks, WA",46.7132,-121.4777,4.4,2.7
61961261,0.2,l,1695315568.2,2023/09/21 16:59:28,2023/09/21 09:59:28 PDT,"8.2 km from Mt Rainier, WA",46.8263,-121.8595,3.0,1.8
61961161,0.4,l,1695271860.04,2023/09/21 04:51:00,2023/09/20 21:51:00 PDT,"14.7 km from Mt Rainier, WA",46.7402,-121.6610,8.6,5.3
61961146,0.6,l,1695265822.68,2023/09/21 03:10:22,2023/09/20 20:10:22 PDT,"17.8 km from Mt Rainier, WA",46.775,-121.9640,8.8,5.5
61961141,0.5,l,1695265448.5,2023/09/21 03:04:08,2023/09/20 20:04:08 PDT,"15.4 km from Mt Rainier, WA",46.8613,-121.9618,9.7,6.0
61961021,0.5,l,1695225588.88,2023/09/20 15:59:48,2023/09/20 08:59:48 PDT,"17.8 km from Mt Rainier, WA",46.7745,-121.9630,8.9,5.5
61960991,0.7,l,1695196035.07,2023/09/20 07:47:15,2023/09/20 00:47:15 PDT,"0.9 km from Mt Rainier, WA",46.8457,-121.7585,0.6,0.4
61960926,0.4,l,1695169062.7,2023/09/20 00:17:42,2023/09/19 17:17:42 PDT,"0.2 km from Mt Rainier, WA",46.8525,-121.7582,0.6,0.4
61960821,0.6,l,1695139207.54,2023/09/19 16:00:07,2023/09/19 09:00:07 PDT,"0.4 km from Mt Rainier, WA",46.8517,-121.7548,1.5,0.9
61960801,0.1,l,1695126488.73,2023/09/19 12:28:08,2023/09/19 05:28:08 PDT,"1.8 km from Mt Rainier, WA",46.8568,-121.7832,-2.7,-1.7
61960776,0.2,l,1695112318.81,2023/09/19 08:31:58,2023/09/19 01:31:58 PDT,"1.8 km from Mt Rainier, WA",46.8673,-121.7495,-2.7,-1.7
61960621,0.3,l,1695051022.28,2023/09/18 15:30:22,2023/09/18 08:30:22 PDT,"0.3 km from Mt Rainier, WA",46.8517,-121.7570,1.5,0.9
61960381,0.1,l,1694920476.4,2023/09/17 03:14:36,2023/09/16 20:14:36 PDT,"0.4 km from Mt Rainier, WA",46.855,-121.7645,1.1,0.7
61960331,1.4,l,1694895024.37,2023/09/16 20:10:24,2023/09/16 13:10:24 PDT,"18.0 km from Mt Rainier, WA",46.7738,-121.9652,9.6,5.9
61960321,0.3,l,1694893129.94,2023/09/16 19:38:49,2023/09/16 12:38:49 PDT,"0.6 km from Mt Rainier, WA",46.8478,-121.7612,0.2,0.1
61959971,0.4,l,1694770872.81,2023/09/15 09:41:12,2023/09/15 02:41:12 PDT,"1.0 km from Mt Rainier, WA",46.8447,-121.7615,0.1,0.1
61959941,0.1,l,1694759599.16,2023/09/15 06:33:19,2023/09/14 23:33:19 PDT,"13.4 km from Mt Rainier, WA",46.8037,-121.9203,3.6,2.2
61950972,1.1,l,1694716106.08,2023/09/14 18:28:26,2023/09/14 11:28:26 PDT,"27.0 km from Mt Rainier, WA",47.087,-121.8547,16.6,10.3
61950832,0.3,l,1694685612.92,2023/09/14 10:00:12,2023/09/14 03:00:12 PDT,"18.4 km from Mt Rainier, WA",46.964,-121.9402,4.3,2.6
61950672,0.4,l,1694634548.97,2023/09/13 19:49:08,2023/09/13 12:49:08 PDT,"15.1 km from Mt Rainier, WA",46.7893,-121.9342,9.7,6.0
61950572,0.8,l,1694606820.33,2023/09/13 12:07:00,2023/09/13 05:07:00 PDT,"17.7 km from Mt Rainier, WA",46.7757,-121.9630,9.6,6.0
61950522,0.5,l,1694584950.17,2023/09/13 06:02:30,2023/09/12 23:02:30 PDT,"17.4 km from Mt Rainier, WA",46.7795,-121.9613,9.2,5.7
61950372,1.3,l,1694544996.96,2023/09/12 18:56:36,2023/09/12 11:56:36 PDT,"21.3 km from Mt Rainier, WA",46.9642,-121.9875,8.4,5.2
61950337,1.1,l,1694536128.89,2023/09/12 16:28:48,2023/09/12 09:28:48 PDT,"10.2 km from Mt Rainier, WA",46.8643,-121.8927,8.4,5.2
61950312,0.9,l,1694530978.35,2023/09/12 15:02:58,2023/09/12 08:02:58 PDT,"0.2 km from Mt Rainier, WA",46.8517,-121.7620,1.0,0.6
61950187,0.4,l,1694472504.57,2023/09/11 22:48:24,2023/09/11 15:48:24 PDT,"0.1 km from Mt Rainier, WA",46.8535,-121.7593,0.6,0.4
61949532,0.4,l,1694234349.07,2023/09/09 04:39:09,2023/09/08 21:39:09 PDT,"5.6 km from Mt Rainier, WA",46.8502,-121.6862,-2.5,-1.5
61958141,1.0,l,1694176003.66,2023/09/08 12:26:43,2023/09/08 05:26:43 PDT,"6.8 km from Mt Rainier, WA",46.9143,-121.7650,2.5,1.5
61958136,0.9,l,1694174804.3,2023/09/08 12:06:44,2023/09/08 05:06:44 PDT,"12.5 km from Mt Rainier, WA",46.794,-121.8998,5.6,3.5
61958091,0.2,l,1694153293.45,2023/09/08 06:08:13,2023/09/07 23:08:13 PDT,"0.2 km from Mt Rainier, WA",46.8545,-121.7590,0.4,0.2
61958096,0.0,l,1694153240.51,2023/09/08 06:07:20,2023/09/07 23:07:20 PDT,"0.1 km from Mt Rainier, WA",46.853,-121.7587,0.4,0.3
61958081,1.1,l,1694153124.07,2023/09/08 06:05:24,2023/09/07 23:05:24 PDT,"0.3 km from Mt Rainier, WA",46.8503,-121.7602,0.2,0.1
61502768,1.5,l,1694153097.52,2023/09/08 06:04:57,2023/09/07 23:04:57 PDT,"0.1 km from Mt Rainier, WA",46.8527,-121.7583,0.9,0.5
61958076,1.3,l,1694153091.61,2023/09/08 06:04:51,2023/09/07 23:04:51 PDT,"0.4 km from Mt Rainier, WA",46.8552,-121.7645,0.2,0.1
61957831,0.2,l,1694070515.8,2023/09/07 07:08:35,2023/09/07 00:08:35 PDT,"11.3 km from Mt Rainier, WA",46.8197,-121.8992,6.2,3.8
61957821,0.1,l,1694063808.97,2023/09/07 05:16:48,2023/09/06 22:16:48 PDT,"0.6 km from Mt Rainier, WA",46.8482,-121.7605,-2.3,-1.4
61957556,0.6,l,1693995188.17,2023/09/06 10:13:08,2023/09/06 03:13:08 PDT,"15.7 km from Mt Rainier, WA",46.7295,-121.8597,8.7,5.4
61957321,0.5,l,1693910050.87,2023/09/05 10:34:10,2023/09/05 03:34:10 PDT,"0.2 km from Mt Rainier, WA",46.8533,-121.7575,1.2,0.7
61957276,0.5,l,1693898315.52,2023/09/05 07:18:35,2023/09/05 00:18:35 PDT,"20.8 km from Mt Rainier, WA",46.7518,-121.9885,10.3,6.4
61957271,0.2,l,1693897802.38,2023/09/05 07:10:02,2023/09/05 00:10:02 PDT,"1.3 km from Mt Rainier, WA",46.85,-121.7765,-0.1,-0.1
61957001,0.4,l,1693820060.61,2023/09/04 09:34:20,2023/09/04 02:34:20 PDT,"17.8 km from Mt Rainier, WA",46.7748,-121.9637,9.8,6.1
61956996,0.6,l,1693819853.61,2023/09/04 09:30:53,2023/09/04 02:30:53 PDT,"17.6 km from Mt Rainier, WA",46.7738,-121.9590,9.6,6.0
61956961,0.4,l,1693794236.08,2023/09/04 02:23:56,2023/09/03 19:23:56 PDT,"12.9 km from Mt Rainier, WA",46.807,-121.9147,9.8,6.1
61956816,0.6,l,1693747648.74,2023/09/03 13:27:28,2023/09/03 06:27:28 PDT,"0.0 km from Mt Rainier, WA",46.853,-121.7598,1.2,0.7
61956621,0.5,l,1693682114.31,2023/09/02 19:15:14,2023/09/02 12:15:14 PDT,"25.4 km from Mt Rainier, WA",46.6543,-121.9242,7.6,4.7
61956591,0.3,l,1693676794.58,2023/09/02 17:46:34,2023/09/02 10:46:34 PDT,"11.7 km from Mt Rainier, WA",46.8613,-121.9125,10.0,6.2
61956566,0.6,l,1693667667.9,2023/09/02 15:14:27,2023/09/02 08:14:27 PDT,"17.8 km from Mt Rainier, WA",46.7752,-121.9635,9.2,5.7
61956551,0.2,l,1693662393.15,2023/09/02 13:46:33,2023/09/02 06:46:33 PDT,"0.1 km from Mt Rainier, WA",46.8527,-121.7590,1.7,1.0
61956546,0.4,l,1693662309.83,2023/09/02 13:45:09,2023/09/02 06:45:09 PDT,"3.5 km from Mt Rainier, WA",46.826,-121.7838,-2.3,-1.5
61956516,1.3,l,1693640234.65,2023/09/02 07:37:14,2023/09/02 00:37:14 PDT,"12.3 km from Mt Rainier, WA",46.8622,-121.9202,10.0,6.2
61947457,0.6,l,1693582804.43,2023/09/01 15:40:04,2023/09/01 08:40:04 PDT,"0.4 km from Mt Rainier, WA",46.8542,-121.7545,-2.3,-1.4
61947452,0.8,l,1693582471.71,2023/09/01 15:34:31,2023/09/01 08:34:31 PDT,"2.7 km from Mt Rainier, WA",46.8297,-121.7540,1.1,0.7
61947397,0.2,l,1693565746.78,2023/09/01 10:55:46,2023/09/01 03:55:46 PDT,"16.5 km from Mt Rainier, WA",46.7805,-121.9485,9.2,5.7
61947367,0.8,l,1693555555.8,2023/09/01 08:05:55,2023/09/01 01:05:55 PDT,"17.2 km from Mt Rainier, WA",46.7812,-121.9593,9.2,5.7
61947357,0.8,l,1693546090.79,2023/09/01 05:28:10,2023/08/31 22:28:10 PDT,"0.3 km from Mt Rainier, WA",46.8533,-121.7563,-0.1,-0.1
61947077,1.1,l,1693507227.51,2023/08/31 18:40:27,2023/08/31 11:40:27 PDT,"0.4 km from Mt Rainier, WA",46.8507,-121.7573,1.1,0.7
61947072,0.4,l,1693506327.16,2023/08/31 18:25:27,2023/08/31 11:25:27 PDT,"18.1 km from Mt Rainier, WA",46.768,-121.9613,8.0,4.9
61947002,0.5,l,1693494856.13,2023/08/31 15:14:16,2023/08/31 08:14:16 PDT,"18.2 km from Mt Rainier, WA",46.7712,-121.9665,8.9,5.5
61946917,0.6,l,1693460044.72,2023/08/31 05:34:04,2023/08/30 22:34:04 PDT,"5.4 km from Mt Rainier, WA",46.8337,-121.6953,8.5,5.2
61946722,0.7,l,1693411086.05,2023/08/30 15:58:06,2023/08/30 08:58:06 PDT,"17.4 km from Mt Rainier, WA",46.779,-121.9608,8.9,5.5
61946637,0.0,l,1693391534.98,2023/08/30 10:32:14,2023/08/30 03:32:14 PDT,"12.8 km from Mt Rainier, WA",46.8613,-121.9273,10.6,6.6
61946592,0.5,l,1693376006.14,2023/08/30 06:13:26,2023/08/29 23:13:26 PDT,"17.3 km from Mt Rainier, WA",46.78,-121.9600,9.3,5.8
61946587,0.6,l,1693375189.67,2023/08/30 05:59:49,2023/08/29 22:59:49 PDT,"17.3 km from Mt Rainier, WA",46.78,-121.9602,9.4,5.8
61946512,0.2,l,1693356670.05,2023/08/30 00:51:10,2023/08/29 17:51:10 PDT,"16.5 km from Mt Rainier, WA",46.7862,-121.9528,8.9,5.5
61945652,0.4,l,1693304504.84,2023/08/29 10:21:44,2023/08/29 03:21:44 PDT,"17.8 km from Mt Rainier, WA",46.7718,-121.9607,10.0,6.2
61945622,0.9,l,1693295099.43,2023/08/29 07:44:59,2023/08/29 00:44:59 PDT,"17.4 km from Mt Rainier, WA",46.7765,-121.9583,9.5,5.9
61945612,0.8,l,1693288472.04,2023/08/29 05:54:32,2023/08/28 22:54:32 PDT,"18.1 km from Mt Rainier, WA",46.7173,-121.8905,4.5,2.8
61945607,0.3,l,1693288188.53,2023/08/29 05:49:48,2023/08/28 22:49:48 PDT,"17.7 km from Mt Rainier, WA",46.775,-121.9620,9.0,5.6
61945602,0.6,l,1693286749.6,2023/08/29 05:25:49,2023/08/28 22:25:49 PDT,"16.2 km from Mt Rainier, WA",46.7848,-121.9478,9.2,5.7
61945592,0.2,l,1693285629.16,2023/08/29 05:07:09,2023/08/28 22:07:09 PDT,"0.5 km from Mt Rainier, WA",46.8498,-121.7560,3.1,1.9
61945557,0.3,l,1693278477.93,2023/08/29 03:07:57,2023/08/28 20:07:57 PDT,"17.4 km from Mt Rainier, WA",46.7777,-121.9597,9.9,6.2
61945447,0.4,l,1693260663.59,2023/08/28 22:11:03,2023/08/28 15:11:03 PDT,"15.8 km from Mt Rainier, WA",46.7837,-121.9410,8.6,5.4
61954276,1.2,l,1693259519.67,2023/08/28 21:51:59,2023/08/28 14:51:59 PDT,"16.7 km from Mt Rainier, WA",46.7817,-121.9517,9.2,5.7
61954221,0.7,l,1693248479.2,2023/08/28 18:47:59,2023/08/28 11:47:59 PDT,"17.6 km from Mt Rainier, WA",46.7757,-121.9612,9.4,5.8
61954136,0.5,l,1693227511.74,2023/08/28 12:58:31,2023/08/28 05:58:31 PDT,"17.4 km from Mt Rainier, WA",46.7765,-121.9580,9.2,5.7
61954116,0.2,l,1693218321.18,2023/08/28 10:25:21,2023/08/28 03:25:21 PDT,"17.2 km from Mt Rainier, WA",46.7763,-121.9555,9.3,5.8
61954106,1.3,l,1693210482.96,2023/08/28 08:14:42,2023/08/28 01:14:42 PDT,"18.0 km from Mt Rainier, WA",46.7723,-121.9635,9.4,5.8
61954071,0.7,l,1693196900.74,2023/08/28 04:28:20,2023/08/27 21:28:20 PDT,"18.5 km from Mt Rainier, WA",46.7683,-121.9677,9.5,5.9
61954041,0.3,l,1693190696.29,2023/08/28 02:44:56,2023/08/27 19:44:56 PDT,"18.5 km from Mt Rainier, WA",46.7687,-121.9680,9.1,5.6
61954031,0.5,l,1693187936.49,2023/08/28 01:58:56,2023/08/27 18:58:56 PDT,"16.6 km from Mt Rainier, WA",46.7825,-121.9510,9.3,5.8
61954021,0.6,l,1693185908.29,2023/08/28 01:25:08,2023/08/27 18:25:08 PDT,"18.1 km from Mt Rainier, WA",46.7732,-121.9663,9.9,6.1
61953926,0.7,l,1693166867.16,2023/08/27 20:07:47,2023/08/27 13:07:47 PDT,"17.2 km from Mt Rainier, WA",46.778,-121.9573,8.7,5.4
61953821,0.6,l,1693144940.4,2023/08/27 14:02:20,2023/08/27 07:02:20 PDT,"18.0 km from Mt Rainier, WA",46.7742,-121.9665,9.2,5.7
61953806,0.8,l,1693142763.39,2023/08/27 13:26:03,2023/08/27 06:26:03 PDT,"16.8 km from Mt Rainier, WA",46.7802,-121.9530,9.8,6.1
61953791,0.3,l,1693140623.5,2023/08/27 12:50:23,2023/08/27 05:50:23 PDT,"18.0 km from Mt Rainier, WA",46.7698,-121.9625,9.2,5.7
61953781,0.7,l,1693140080.95,2023/08/27 12:41:20,2023/08/27 05:41:20 PDT,"17.6 km from Mt Rainier, WA",46.7753,-121.9608,9.5,5.9
61953776,0.7,l,1693139818.5,2023/08/27 12:36:58,2023/08/27 05:36:58 PDT,"17.6 km from Mt Rainier, WA",46.7772,-121.9625,9.4,5.8
61953771,0.3,l,1693137315.91,2023/08/27 11:55:15,2023/08/27 04:55:15 PDT,"17.1 km from Mt Rainier, WA",46.7792,-121.9565,9.9,6.1
61953766,0.2,l,1693136776.91,2023/08/27 11:46:16,2023/08/27 04:46:16 PDT,"17.1 km from Mt Rainier, WA",46.7765,-121.9547,9.8,6.1
61953756,0.5,l,1693136279.61,2023/08/27 11:37:59,2023/08/27 04:37:59 PDT,"18.1 km from Mt Rainier, WA",46.7738,-121.9672,9.7,6.0
61953751,0.5,l,1693136257.23,2023/08/27 11:37:37,2023/08/27 04:37:37 PDT,"16.4 km from Mt Rainier, WA",46.7832,-121.9490,9.0,5.6
61953746,1.5,l,1693136113.5,2023/08/27 11:35:13,2023/08/27 04:35:13 PDT,"17.5 km from Mt Rainier, WA",46.7758,-121.9597,9.1,5.6
61953736,1.8,l,1693134992.73,2023/08/27 11:16:32,2023/08/27 04:16:32 PDT,"17.7 km from Mt Rainier, WA",46.7737,-121.9602,9.1,5.6
61953731,1.1,l,1693133857.06,2023/08/27 10:57:37,2023/08/27 03:57:37 PDT,"18.2 km from Mt Rainier, WA",46.7705,-121.9652,9.4,5.8
61953721,0.4,l,1693132606.98,2023/08/27 10:36:46,2023/08/27 03:36:46 PDT,"17.1 km from Mt Rainier, WA",46.7787,-121.9563,9.8,6.1
61953716,1.0,l,1693132428.93,2023/08/27 10:33:48,2023/08/27 03:33:48 PDT,"17.8 km from Mt Rainier, WA",46.7733,-121.9623,9.4,5.8
61953711,0.6,l,1693131975.07,2023/08/27 10:26:15,2023/08/27 03:26:15 PDT,"16.8 km from Mt Rainier, WA",46.7805,-121.9535,9.1,5.6
61953701,2.7,l,1693131023.74,2023/08/27 10:10:23,2023/08/27 03:10:23 PDT,"17.6 km from Mt Rainier, WA",46.7722,-121.9578,9.5,5.9
61953696,1.0,l,1693130288.48,2023/08/27 09:58:08,2023/08/27 02:58:08 PDT,"17.9 km from Mt Rainier, WA",46.7738,-121.9635,9.4,5.8
61953676,0.6,l,1693119293.62,2023/08/27 06:54:53,2023/08/26 23:54:53 PDT,"17.4 km from Mt Rainier, WA",46.778,-121.9595,9.6,5.9
61953671,0.7,l,1693117802.09,2023/08/27 06:30:02,2023/08/26 23:30:02 PDT,"17.4 km from Mt Rainier, WA",46.7782,-121.9600,9.4,5.8
61953661,1.2,l,1693115907.61,2023/08/27 05:58:27,2023/08/26 22:58:27 PDT,"17.5 km from Mt Rainier, WA",46.7762,-121.9600,9.8,6.1
61953651,2.1,l,1693114565.44,2023/08/27 05:36:05,2023/08/26 22:36:05 PDT,"17.6 km from Mt Rainier, WA",46.774,-121.9590,9.5,5.9
61953626,0.4,l,1693098733.3,2023/08/27 01:12:13,2023/08/26 18:12:13 PDT,"1.2 km from Mt Rainier, WA",46.8478,-121.7728,-2.6,-1.6
61953456,0.2,l,1693034299.88,2023/08/26 07:18:19,2023/08/26 00:18:19 PDT,"4.3 km from Mt Rainier, WA",46.8452,-121.7048,-1.6,-1.0
61953341,0.4,l,1692994921.54,2023/08/25 20:22:01,2023/08/25 13:22:01 PDT,"11.2 km from Mt Rainier, WA",46.8647,-121.9055,9.7,6.0
61944157,1.4,l,1692948196.24,2023/08/25 07:23:16,2023/08/25 00:23:16 PDT,"20.0 km from Mt Rainier, WA",46.9705,-121.9587,14.6,9.1
61944147,1.5,l,1692943299.13,2023/08/25 06:01:39,2023/08/24 23:01:39 PDT,"20.4 km from Mt Rainier, WA",46.9702,-121.9660,14.9,9.2
