matched_file,longitude,latitude,distance_km,magnitude,depth,original_date,DAS_visibility
decimator_2023-10-08_12.18.00_UTC.h5,-122.1853333,46.2025,63.20068169,-0.19,4.15,2023-10-08 12:18:58,n
decimator_2023-10-08_13.45.00_UTC.h5,-121.7608333,46.84366667,6.626284113,0.82,0.42,2023-10-08 13:45:25,y
decimator_2023-10-09_10.28.00_UTC.h5,-122.1736667,46.1985,63.33164422,0.72,2.28,2023-10-09 10:28:48,n
decimator_2023-10-09_16.54.00_UTC.h5,-121.7505,46.85983333,8.289911675,0.79,0.31,2023-10-09 16:54:54,y
decimator_2023-10-10_01.32.00_UTC.h5,-122.1816667,46.19916667,63.45849694,0.02,2.13,2023-10-10 1:32:39,n
decimator_2023-10-10_02.04.00_UTC.h5,-122.1816667,46.2045,62.89785786,0.33,3.18,2023-10-10 2:04:36,n
decimator_2023-10-10_05.16.00_UTC.h5,-122.1813333,46.19966667,63.39758304,0.01,2.38,2023-10-10 5:16:12,n
decimator_2023-10-10_07.50.00_UTC.h5,-122.18,46.20083333,63.24160121,-0.02,2.55,2023-10-10 7:50:43,n
decimator_2023-10-11_06.07.00_UTC.h5,-121.959,47.41033333,71.30320796,1.22,12.14,2023-10-11 6:07:04,n
decimator_2023-10-11_06.26.00_UTC.h5,-122.0563333,46.27033333,53.24288349,0.63,9.12,2023-10-11 6:26:06,n
decimator_2023-10-11_08.41.00_UTC.h5,-122.1796667,46.203,63.00536771,0.18,2.59,2023-10-11 8:41:21,n
decimator_2023-10-11_10.12.00_UTC.h5,-122.1801667,46.20016667,63.31589354,0.42,0.87,2023-10-11 10:12:28,n
decimator_2023-10-11_18.56.00_UTC.h5,-122.1748333,46.205,62.67493138,0.29,5.67,2023-10-11 18:56:56,n
decimator_2023-10-11_23.21.00_UTC.h5,-122.185,46.199,63.55972893,0.42,7.16,2023-10-11 23:21:56,n
decimator_2023-10-12_02.12.00_UTC.h5,-122.1798333,46.19866667,63.46546643,0.9,6.15,2023-10-12 2:12:16,n
decimator_2023-10-12_02.53.00_UTC.h5,-122.1748333,46.19916667,63.28973277,0.27,3.14,2023-10-12 2:53:28,n
decimator_2023-10-12_04.51.00_UTC.h5,-122.178,46.21133333,62.08752635,0.37,5.66,2023-10-12 4:51:20,n
decimator_2023-10-12_04.55.00_UTC.h5,-122.1851667,46.204,63.03902916,-0.04,2.85,2023-10-12 4:55:45,n
decimator_2023-10-12_07.19.00_UTC.h5,-122.0565,47.08783333,40.04400986,0.57,14.99,2023-10-12 7:19:19,n
decimator_2023-10-12_09.21.00_UTC.h5,-122.1756667,46.20216667,62.99393906,0.28,3.63,2023-10-12 9:21:55,n
decimator_2023-10-12_10.38.00_UTC.h5,-122.1698333,46.20333333,62.72865658,-0.2,3.54,2023-10-12 10:38:37,n
decimator_2023-10-12_11.44.00_UTC.h5,-122.0076667,47.06866667,36.39633657,0.71,15.11,2023-10-12 11:44:00,y
decimator_2023-10-12_12.48.00_UTC.h5,-121.62,47.42683333,71.82036528,1.21,14.34,2023-10-12 12:48:57,n
decimator_2023-10-13_17.16.00_UTC.h5,-121.9286667,46.7675,3.13069504,0.54,4.99,2023-10-13 17:16:49,y
decimator_2023-10-13_20.54.00_UTC.h5,-122.1816667,46.20166667,63.19562373,0.3,6.27,2023-10-13 20:54:28,n
decimator_2023-10-13_20.56.00_UTC.h5,-122.188,46.20566667,62.93687343,0.27,3.04,2023-10-13 20:56:15,n
decimator_2023-10-13_21.49.00_UTC.h5,-122.1858333,46.20016667,63.4583036,0.12,3.04,2023-10-13 21:49:49,n
decimator_2023-10-13_22.01.00_UTC.h5,-122.1855,46.199,63.57236321,0.93,6.62,2023-10-13 22:01:34,n
decimator_2023-10-13_22.18.00_UTC.h5,-122.1818333,46.19316667,64.09403698,0.62,5.91,2023-10-13 22:18:08,n
decimator_2023-10-13_22.27.00_UTC.h5,-121.7625,46.84083333,6.344590847,0.53,-0.04,2023-10-13 22:27:30,y
decimator_2023-10-14_00.30.00_UTC.h5,-122.1856667,46.19983333,63.48907489,0.1,6.98,2023-10-14 0:30:16,n
decimator_2023-10-14_03.56.00_UTC.h5,-122.1938333,46.198,63.89063467,0.56,6.63,2023-10-14 3:56:12,n
decimator_2023-10-14_05.24.00_UTC.h5,-122.1978333,46.20183333,63.59448053,0.13,1.52,2023-10-14 5:24:08,n
decimator_2023-10-14_07.04.00_UTC.h5,-121.9433333,47.18033333,46.12870271,0.86,16.31,2023-10-14 7:04:16,n
decimator_2023-10-14_07.49.00_UTC.h5,-121.9375,46.899,17.65352514,0.28,6.52,2023-10-14 7:49:40,n
decimator_2023-10-14_12.30.00_UTC.h5,-122.1793333,46.19983333,63.33025929,0.17,3.39,2023-10-14 12:30:05,n
decimator_2023-10-14_13.00.00_UTC.h5,-122.189,46.19516667,64.06355772,0.09,5.35,2023-10-14 13:00:23,n
decimator_2023-10-14_13.43.00_UTC.h5,-122.1826667,46.205,62.87059119,0.13,2.52,2023-10-14 13:43:14,n
decimator_2023-10-14_15.17.00_UTC.h5,-122.4726667,46.29366667,65.49388312,0.56,19.8,2023-10-14 15:17:24,n
decimator_2023-10-14_16.14.00_UTC.h5,-121.7718333,46.694,6.167188514,0.51,6.8,2023-10-14 16:14:55,y
decimator_2023-10-14_17.24.00_UTC.h5,-122.1885,46.19633333,63.92839959,0.21,5.08,2023-10-14 17:24:55,n
decimator_2023-10-14_20.34.00_UTC.h5,-122.1795,46.20033333,63.2817737,0.53,3.68,2023-10-14 20:34:16,n
decimator_2023-10-15_03.17.00_UTC.h5,-122.177,46.20166667,63.07947398,0.48,2.49,2023-10-15 3:17:56,n
decimator_2023-10-15_07.53.00_UTC.h5,-122.1755,46.1995,63.27088617,0.36,3.67,2023-10-15 7:53:56,n
decimator_2023-10-15_08.45.00_UTC.h5,-122.1823333,46.22116667,61.1670947,0.04,4.52,2023-10-15 8:45:45,n
decimator_2023-10-15_11.15.00_UTC.h5,-122.1803333,46.20433333,62.88185155,0.37,2.97,2023-10-15 11:15:47,n
decimator_2023-10-15_11.41.00_UTC.h5,-122.1838333,46.19966667,63.46027382,0.15,2.71,2023-10-15 11:41:47,n
decimator_2023-10-15_12.03.00_UTC.h5,-122.1856667,46.20583333,62.85948021,0.87,2.18,2023-10-15 12:03:52,n
decimator_2023-10-15_14.27.00_UTC.h5,-122.4536667,46.52583333,47.53600915,0.89,23.08,2023-10-15 14:27:27,n
decimator_2023-10-15_14.49.00_UTC.h5,-122.1898333,46.198,63.78757148,0.7,2.18,2023-10-15 14:49:42,n
decimator_2023-10-15_17.30.00_UTC.h5,-122.1771667,46.2155,61.62880817,0.1,3.52,2023-10-15 17:30:56,n
decimator_2023-10-15_17.57.00_UTC.h5,-121.7593333,46.85083333,7.390635917,0.13,0.76,2023-10-15 17:57:43,y
decimator_2023-10-15_18.36.00_UTC.h5,-120.5436667,46.91216667,91.82645397,1.04,-0.89,2023-10-15 18:36:03,n
decimator_2023-10-15_19.43.00_UTC.h5,-122.0536667,46.735,10.54594907,0.71,13.46,2023-10-15 19:43:32,n
decimator_2023-10-15_20.32.00_UTC.h5,-122.177,46.19816667,63.44819889,0.35,4.26,2023-10-15 20:32:39,n
decimator_2023-10-15_23.26.00_UTC.h5,-122.1786667,46.20333333,62.94536544,0.12,5.32,2023-10-15 23:26:48,n
decimator_2023-10-15_23.56.00_UTC.h5,-122.1885,46.1945,64.12084894,0.29,4.22,2023-10-15 23:56:24,n
decimator_2023-10-16_01.31.00_UTC.h5,-122.1748333,46.19983333,63.21943553,0.32,4.41,2023-10-16 1:31:54,n
decimator_2023-10-16_06.26.00_UTC.h5,-122.1935,46.1925,64.45822486,0.34,4.09,2023-10-16 6:26:01,n
decimator_2023-10-16_07.46.00_UTC.h5,-122.1978333,46.19316667,64.50046903,0.72,1.99,2023-10-16 7:46:02,n
decimator_2023-10-16_10.41.00_UTC.h5,-122.1935,46.2075,62.88826475,0.47,5.85,2023-10-16 10:41:08,n
decimator_2023-10-16_13.08.00_UTC.h5,-121.801,47.60966667,91.73088561,1.73,16.93,2023-10-16 13:08:05,y
decimator_2023-10-16_14.53.00_UTC.h5,-121.9983333,47.06866667,36.06453072,0.71,15.02,2023-10-16 14:53:14,y
decimator_2023-10-16_22.54.00_UTC.h5,-122.199,46.18983333,64.879653,0.42,4.91,2023-10-16 22:54:18,n
decimator_2023-10-17_02.39.00_UTC.h5,-121.8933333,46.6835,5.833797775,0.74,5.47,2023-10-17 2:39:17,y
decimator_2023-10-17_03.32.00_UTC.h5,-121.8213333,46.89366667,12.9438511,0.3,0.48,2023-10-17 3:32:29,y
decimator_2023-10-17_03.36.00_UTC.h5,-122.244,46.35483333,49.68359808,0.74,8.35,2023-10-17 3:36:40,n
decimator_2023-10-17_07.35.00_UTC.h5,-122.1856667,46.199,63.57657921,0.3,3.53,2023-10-17 7:35:50,n
decimator_2023-10-17_09.46.00_UTC.h5,-122.1888333,46.20566667,62.9583807,0.31,6.88,2023-10-17 9:46:38,n
decimator_2023-10-17_09.47.00_UTC.h5,-122.196,46.19183333,64.59247956,0.31,3,2023-10-17 9:47:52,n
decimator_2023-10-17_10.50.00_UTC.h5,-122.1911667,46.209,62.67023846,0.5,5.84,2023-10-17 10:50:31,n
decimator_2023-10-17_11.39.00_UTC.h5,-122.185,46.2015,63.2971909,1.56,3.11,2023-10-17 11:39:16,m
decimator_2023-10-17_18.44.00_UTC.h5,-122.2045,46.1915,64.84986787,0.03,2.87,2023-10-17 18:44:25,n
decimator_2023-10-17_18.45.00_UTC.h5,-122.1891667,46.19883333,63.68312018,0.2,5.43,2023-10-17 18:45:18,n
decimator_2023-10-17_19.02.00_UTC.h5,-122.1978333,46.19,64.83191836,0.3,5.84,2023-10-17 19:02:02,n
decimator_2023-10-17_23.09.00_UTC.h5,-122.1925,46.19683333,63.97835979,0.54,1.95,2023-10-17 23:09:46,n
decimator_2023-10-17_23.15.00_UTC.h5,-122.1855,46.1965,63.83498066,1.38,0.72,2023-10-17 23:15:19,n
decimator_2023-10-17_23.38.00_UTC.h5,-120.9143333,46.39666667,76.05444262,1.45,0.72,2023-10-17 23:38:35,n
decimator_2023-10-18_00.13.00_UTC.h5,-122.5883333,47.458,94.61950126,1.32,24.19,2023-10-18 0:13:55,n
decimator_2023-10-18_01.42.00_UTC.h5,-122.1061667,46.07883333,74.87251266,0.65,8.02,2023-10-18 1:42:33,n
decimator_2023-10-18_03.55.00_UTC.h5,-122.189,46.195,64.08105086,0.35,3.64,2023-10-18 3:55:47,n
decimator_2023-10-18_04.27.00_UTC.h5,-122.1925,46.18916667,64.78227415,0.39,5.16,2023-10-18 4:27:24,n
decimator_2023-10-18_07.05.00_UTC.h5,-122.1928333,46.1985,63.81238091,0.55,1.25,2023-10-18 7:05:33,n
decimator_2023-10-18_09.17.00_UTC.h5,-121.8878333,46.89933333,15.54138678,0.73,5.3,2023-10-18 9:17:52,y
decimator_2023-10-18_13.16.00_UTC.h5,-122.394,46.5465,42.43770974,1.14,18.54,2023-10-18 13:16:36,y
decimator_2023-10-18_15.01.00_UTC.h5,-122.1896667,46.20333333,63.22431001,0.49,5.24,2023-10-18 15:01:54,n
decimator_2023-10-18_15.40.00_UTC.h5,-122.186,46.20316667,63.14770144,0.19,6.22,2023-10-18 15:40:44,n
decimator_2023-10-18_16.57.00_UTC.h5,-122.1836667,46.19816667,63.6137256,0.02,2.91,2023-10-18 16:57:50,n
decimator_2023-10-18_17.20.00_UTC.h5,-122.1785,46.197,63.60801393,0.86,2.79,2023-10-18 17:20:15,n
decimator_2023-10-18_17.42.00_UTC.h5,-121.9496667,46.86366667,13.90470568,0.58,2.44,2023-10-18 17:42:29,y
decimator_2023-10-18_19.58.00_UTC.h5,-122.183,46.19833333,63.57948465,0.58,2.73,2023-10-18 19:58:12,n
decimator_2023-10-18_21.33.00_UTC.h5,-122.1781667,46.19983333,63.30136568,-0.06,2.49,2023-10-18 21:33:40,n
decimator_2023-10-19_03.33.00_UTC.h5,-122.0595,46.26583333,53.78303714,0.21,8,2023-10-19 3:33:14,n
decimator_2023-10-19_06.42.00_UTC.h5,-122.2125,46.27966667,55.99757278,0.04,4.35,2023-10-19 6:42:56,n
decimator_2023-10-19_08.35.00_UTC.h5,-122.1841667,46.195,63.95918635,0.29,4.56,2023-10-19 8:35:18,n
decimator_2023-10-19_20.17.00_UTC.h5,-122.2646667,46.47383333,39.90774292,0.41,16.39,2023-10-19 20:17:33,n
decimator_2023-10-19_21.37.00_UTC.h5,-122.3896667,46.54266667,42.37449839,0.87,19.04,2023-10-19 21:37:10,n
decimator_2023-10-20_00.15.00_UTC.h5,-122.373,47.30616667,71.79295372,1.29,19.78,2023-10-20 0:15:35,n
decimator_2023-10-20_00.18.00_UTC.h5,-122.3765,47.31166667,72.45575216,1.18,20.12,2023-10-20 0:18:57,n
decimator_2023-10-20_02.32.00_UTC.h5,-122.3765,47.30683333,71.98616263,1.1,19.91,2023-10-20 2:32:04,n
decimator_2023-10-20_03.25.00_UTC.h5,-122.3806667,47.31,72.44688135,1.29,19.14,2023-10-20 3:25:20,n
decimator_2023-10-20_07.54.00_UTC.h5,-122.1751667,46.21,62.15679654,-0.12,4.43,2023-10-20 7:55:00,n
decimator_2023-10-20_13.18.00_UTC.h5,-122.1905,46.19633333,63.97941225,0.94,7.41,2023-10-20 13:18:57,m
decimator_2023-10-20_13.21.00_UTC.h5,-122.1895,46.1905,64.56620822,0.38,6.39,2023-10-20 13:21:22,n
decimator_2023-10-20_13.23.00_UTC.h5,-122.1913333,46.1925,64.40279077,0.06,4.77,2023-10-20 13:23:22,n
decimator_2023-10-20_13.27.00_UTC.h5,-122.1908333,46.19233333,64.40754217,0.36,4.08,2023-10-20 13:27:37,n
decimator_2023-10-20_13.28.00_UTC.h5,-122.195,46.195,64.23497704,0.53,6.77,2023-10-20 13:28:44,n
decimator_2023-10-20_13.36.00_UTC.h5,-122.186,46.19516667,63.98767248,1.13,6.45,2023-10-20 13:36:39,y
decimator_2023-10-20_13.38.00_UTC.h5,-122.1911667,46.19116667,64.5384598,0.31,5.39,2023-10-20 13:38:48,n
decimator_2023-10-20_13.40.00_UTC.h5,-122.1881667,46.19433333,64.12990487,0.38,5.05,2023-10-20 13:40:07,n
decimator_2023-10-20_13.42.00_UTC.h5,-122.1895,46.1925,64.35618191,0.36,4.13,2023-10-20 13:42:01,n
decimator_2023-10-20_13.47.00_UTC.h5,-121.7306667,47.61233333,91.90086377,2.66,14.39,2023-10-20 13:47:55,y
decimator_2023-10-20_14.15.00_UTC.h5,-122.1908333,46.195,64.12777371,-0.1,3.77,2023-10-20 14:15:11,n
decimator_2023-10-20_16.04.00_UTC.h5,-122.1951667,46.19433333,64.30910253,0.07,0.89,2023-10-20 16:04:56,n
decimator_2023-10-20_16.53.00_UTC.h5,-121.7525,46.8695,9.375379887,0.61,-0.71,2023-10-20 16:53:59,n
decimator_2023-10-20_17.40.00_UTC.h5,-121.8848333,46.75483333,1.442132221,1.71,3.18,2023-10-20 17:40:11,y
decimator_2023-10-20_18.09.00_UTC.h5,-122.1885,46.18916667,64.68109903,0.26,5.13,2023-10-20 18:09:44,n
decimator_2023-10-20_18.41.00_UTC.h5,-121.8841667,46.75533333,1.504624613,0.76,2.98,2023-10-20 18:41:27,y
decimator_2023-10-20_19.59.00_UTC.h5,-122.181,46.204,62.93362465,-0.09,4.39,2023-10-20 19:59:36,n
decimator_2023-10-20_20.24.00_UTC.h5,-122.181,46.19833333,63.52953757,0.03,2.7,2023-10-20 20:24:50,n
decimator_2023-10-20_20.28.00_UTC.h5,-122.179,46.20016667,63.28690345,-0.12,1.88,2023-10-20 20:28:38,n
decimator_2023-10-20_20.29.00_UTC.h5,-122.1866667,46.19566667,63.95194852,0.16,3.89,2023-10-20 20:29:01,n
decimator_2023-10-20_20.51.00_UTC.h5,-122.1861667,46.19566667,63.93933496,0.03,2.9,2023-10-20 20:51:11,n
decimator_2023-10-20_22.03.00_UTC.h5,-122.1881667,46.20066667,63.46527205,0.3,0.58,2023-10-20 22:03:47,n
decimator_2023-10-20_22.25.00_UTC.h5,-122.1745,46.19916667,63.28159956,0.17,2.65,2023-10-20 22:25:40,n
decimator_2023-10-21_08.09.00_UTC.h5,-122.1803333,46.20316667,63.00450926,-0.16,3,2023-10-21 8:09:31,n
decimator_2023-10-21_14.25.00_UTC.h5,-121.962,46.77083333,4.864646696,0.78,9.45,2023-10-21 14:25:45,y
decimator_2023-10-21_15.18.00_UTC.h5,-122.1706667,46.201,62.99513088,0.18,3.8,2023-10-21 15:18:20,n
decimator_2023-10-21_15.37.00_UTC.h5,-122.1791667,46.206,62.67738867,0.14,4.77,2023-10-21 15:37:53,n
decimator_2023-10-21_15.39.00_UTC.h5,-122.1806667,46.20633333,62.68004063,0.17,4.92,2023-10-21 15:39:19,n
decimator_2023-10-21_16.00.00_UTC.h5,-121.7525,46.8685,9.26508696,0.31,-0.42,2023-10-21 16:00:34,y
decimator_2023-10-21_20.23.00_UTC.h5,-122.1966667,46.1925,64.53992575,-0.15,1.75,2023-10-21 20:23:01,n
decimator_2023-10-21_20.58.00_UTC.h5,-122.1833333,46.20016667,63.39514886,0.24,3.33,2023-10-21 20:58:45,n
decimator_2023-10-21_22.54.00_UTC.h5,-122.1873333,46.20283333,63.21673277,-0.06,3.98,2023-10-21 22:54:17,n
decimator_2023-10-22_03.22.00_UTC.h5,-121.9411667,46.928,20.41951256,0.25,8.71,2023-10-22 3:22:44,m
decimator_2023-10-22_04.30.00_UTC.h5,-121.9298333,46.88816667,16.37442058,0.07,7.69,2023-10-22 4:30:38,y
decimator_2023-10-22_07.18.00_UTC.h5,-122.1891667,46.19433333,64.1552609,0.08,4.77,2023-10-22 7:18:18,n
decimator_2023-10-22_07.40.00_UTC.h5,-121.7058333,47.17783333,43.64927852,0.82,16.07,2023-10-22 7:40:24,n
decimator_2023-10-22_09.22.00_UTC.h5,-122.1915,46.19366667,64.28466035,-0.01,3.96,2023-10-22 9:22:51,n
decimator_2023-10-22_19.27.00_UTC.h5,-121.7526667,46.85233333,7.487738562,0.27,0.82,2023-10-22 19:27:29,n
decimator_2023-10-22_22.32.00_UTC.h5,-121.9628333,46.77716667,5.414161789,0.52,9.05,2023-10-22 22:32:40,y
decimator_2023-10-23_02.41.00_UTC.h5,-122.6971667,47.4075,94.86292132,3.05,29.4,2023-10-23 2:41:46,y
decimator_2023-10-23_05.39.00_UTC.h5,-122.2108333,46.18083333,66.13131819,0.03,6.19,2023-10-23 5:39:08,n
decimator_2023-10-23_08.57.00_UTC.h5,-122.1898333,46.1955,64.04979414,0.04,3.55,2023-10-23 8:57:04,n
decimator_2023-10-23_12.13.00_UTC.h5,-122.199,46.19933333,63.88639961,0.21,2.4,2023-10-23 12:13:32,n
decimator_2023-10-23_12.13.00_UTC.h5,-122.1973333,46.204,63.35500475,0.32,2.57,2023-10-23 12:13:58,n
decimator_2023-10-23_12.36.00_UTC.h5,-122.1865,46.19816667,63.68518365,0.01,3.11,2023-10-23 12:36:55,n
decimator_2023-10-23_17.49.00_UTC.h5,-122.1768333,46.20666667,62.54900511,0.52,6.84,2023-10-23 17:49:28,n
decimator_2023-10-23_21.39.00_UTC.h5,-122.172,46.2015,62.97462784,0.2,7.07,2023-10-23 21:39:11,n
decimator_2023-10-24_11.56.00_UTC.h5,-122.0028333,47.07716667,37.06050069,2.44,15.14,2023-10-24 11:56:24,y
decimator_2023-10-24_13.15.00_UTC.h5,-122.1923333,46.176,66.16159374,0.39,9.79,2023-10-24 13:15:36,n
decimator_2023-10-24_14.56.00_UTC.h5,-122.2105,46.19133333,65.02773149,0.05,5.68,2023-10-24 14:56:38,n
decimator_2023-10-24_21.19.00_UTC.h5,-121.9033333,46.701,4.218745002,1.33,6.01,2023-10-24 21:19:53,y
decimator_2023-10-25_09.29.00_UTC.h5,-122.1945,46.19616667,64.09986501,0.05,6.5,2023-10-25 9:29:39,n
decimator_2023-10-25_14.25.00_UTC.h5,-122.1868333,46.1945,64.07871332,0.07,-1.57,2023-10-25 14:25:28,n
decimator_2023-10-25_16.17.00_UTC.h5,-121.9416667,46.89833333,17.6271448,1.04,6.65,2023-10-25 16:17:57,y
decimator_2023-10-25_17.45.00_UTC.h5,-121.7488333,46.85266667,7.483483001,0.41,1.88,2023-10-25 17:45:23,n
decimator_2023-10-25_20.37.00_UTC.h5,-122.1918333,46.21266667,62.30457467,0,7.99,2023-10-25 20:37:04,n
decimator_2023-10-25_22.44.00_UTC.h5,-122.1946667,46.19533333,64.19144163,0.11,2.58,2023-10-25 22:44:10,n
decimator_2023-10-25_22.46.00_UTC.h5,-122.1695,46.0335,80.86968778,0.43,12.49,2023-10-25 22:46:40,n
decimator_2023-10-26_04.03.00_UTC.h5,-122.1873333,46.19633333,63.89879295,0.22,1.79,2023-10-26 4:03:52,n
decimator_2023-10-26_04.14.00_UTC.h5,-122.2116667,46.17866667,66.37958609,-0.02,6.62,2023-10-26 4:14:23,n
decimator_2023-10-26_05.05.00_UTC.h5,-122.1956667,46.19866667,63.86856663,0.02,4.97,2023-10-26 5:05:59,n
decimator_2023-10-26_05.49.00_UTC.h5,-122.1898333,46.20533333,63.01916458,-0.01,7.95,2023-10-26 5:49:56,n
decimator_2023-10-26_06.14.00_UTC.h5,-122.1896667,46.19416667,64.18546092,0.55,6.97,2023-10-26 6:14:58,n
decimator_2023-10-26_06.43.00_UTC.h5,-121.7585,46.84633333,6.886564703,0.07,0.82,2023-10-26 6:43:04,n
decimator_2023-10-26_06.50.00_UTC.h5,-121.7545,46.85066667,7.322837388,0.81,1.6,2023-10-26 6:50:12,y
decimator_2023-10-26_07.00.00_UTC.h5,-121.7548333,46.85316667,7.601927936,1.66,0.73,2023-10-26 7:00:04,y
decimator_2023-10-26_07.27.00_UTC.h5,-121.7545,46.85416667,7.709776548,0.32,1.28,2023-10-26 7:27:16,n
decimator_2023-10-26_07.43.00_UTC.h5,-121.7528333,46.85416667,7.691025395,0.31,1.54,2023-10-26 7:43:14,n
decimator_2023-10-26_08.48.00_UTC.h5,-122.0518333,46.734,10.41410736,0.42,13.19,2023-10-26 8:48:37,n
decimator_2023-10-26_09.38.00_UTC.h5,-121.7548333,46.85066667,7.325669275,1.24,1.36,2023-10-26 9:38:17,y
decimator_2023-10-26_09.56.00_UTC.h5,-122.1826667,46.19483333,63.93929178,-0.16,4.5,2023-10-26 9:56:49,n
decimator_2023-10-26_10.18.00_UTC.h5,-120.9883333,46.72583333,57.41798315,1.27,6.72,2023-10-26 10:18:02,y
decimator_2023-10-26_12.35.00_UTC.h5,-121.9201667,46.8635,13.56002001,-0.25,10.18,2023-10-26 12:35:01,n
decimator_2023-10-26_17.50.00_UTC.h5,-122.2008333,46.197,64.17853067,0,7.94,2023-10-26 17:50:27,n
decimator_2023-10-26_21.24.00_UTC.h5,-122.2056667,46.18383333,65.68146659,-0.02,6.27,2023-10-26 21:24:57,n
decimator_2023-10-26_21.58.00_UTC.h5,-121.944,46.76133333,3.147118244,0.18,7.36,2023-10-26 21:58:57,n
decimator_2023-10-26_23.33.00_UTC.h5,-121.7895,46.86266667,9.104462794,-0.68,-2.61,2023-10-26 23:33:39,n
decimator_2023-10-26_23.43.00_UTC.h5,-122.1908333,46.19583333,64.04037698,0.09,2.02,2023-10-26 23:43:54,n
decimator_2023-10-27_03.34.00_UTC.h5,-122.0325,46.98016667,28.06052298,0.83,13.02,2023-10-27 3:34:25,y
decimator_2023-10-27_06.26.00_UTC.h5,-122.186,46.2335,59.97580253,-0.04,7.24,2023-10-27 6:26:13,n
decimator_2023-10-27_09.51.00_UTC.h5,-122.1886667,46.20133333,63.40817339,0.35,5.88,2023-10-27 9:51:05,n
decimator_2023-10-27_10.31.00_UTC.h5,-121.8758333,46.75316667,1.513174302,0.47,2.79,2023-10-27 10:31:41,y
decimator_2023-10-27_11.21.00_UTC.h5,-122.1933333,46.1905,64.66365954,-0.13,6.9,2023-10-27 11:21:20,n
decimator_2023-10-27_11.31.00_UTC.h5,-121.9603333,46.87,14.76319849,0.29,9.04,2023-10-27 11:31:25,n
decimator_2023-10-27_12.15.00_UTC.h5,-122.1823333,46.19333333,64.08887777,-0.02,-1.78,2023-10-27 12:15:32,n
decimator_2023-10-27_12.55.00_UTC.h5,-122.0625,46.25466667,55.04547643,0.65,12.5,2023-10-27 12:55:57,n
decimator_2023-10-27_19.28.00_UTC.h5,-122.1651667,46.21666667,61.20841387,0.24,7.26,2023-10-27 19:28:53,n
decimator_2023-10-27_20.01.00_UTC.h5,-122.14,46.19383333,63.06024855,-0.14,-1.45,2023-10-27 20:01:30,n
decimator_2023-10-27_20.52.00_UTC.h5,-122.1748333,46.19766667,63.44793346,0.03,6.82,2023-10-27 20:52:25,n
decimator_2023-10-27_20.52.00_UTC.h5,-122.1775,46.20066667,63.19713656,-0.14,5.22,2023-10-27 20:52:42,n
decimator_2023-10-27_21.23.00_UTC.h5,-122.1843333,46.199,63.5429152,0.11,0.48,2023-10-27 21:23:52,n
decimator_2023-10-27_23.25.00_UTC.h5,-122.1901667,46.1915,64.4780746,0.18,5.92,2023-10-27 23:25:46,n
decimator_2023-10-27_23.39.00_UTC.h5,-120.724,46.77583333,77.13807435,2.4,9.39,2023-10-27 23:39:49,y
decimator_2023-10-28_03.33.00_UTC.h5,-122.1868333,46.15133333,68.63181006,0.48,6.77,2023-10-28 3:33:30,n
decimator_2023-10-28_11.13.00_UTC.h5,-122.186,46.1955,63.95264691,-0.1,8.01,2023-10-28 11:13:48,n
decimator_2023-10-28_11.26.00_UTC.h5,-122.1968333,46.211,62.61132346,0,8.24,2023-10-28 11:26:16,n
decimator_2023-10-28_12.56.00_UTC.h5,-121.7588333,46.84516667,6.762776538,1.06,0.24,2023-10-28 12:56:05,y
decimator_2023-10-28_12.58.00_UTC.h5,-122.1936667,46.19866667,63.81651785,0.09,0.36,2023-10-28 12:58:05,n
decimator_2023-10-28_17.49.00_UTC.h5,-121.9578333,47.17016667,45.35767993,0.43,16.93,2023-10-28 17:49:03,y
decimator_2023-10-28_20.27.00_UTC.h5,-122.2141667,47.22516667,58.42714392,0.62,12.66,2023-10-28 20:27:35,n
decimator_2023-10-28_20.43.00_UTC.h5,-121.8983333,46.7635,2.351229382,0.17,6.57,2023-10-28 20:43:20,n
decimator_2023-10-28_23.17.00_UTC.h5,-122.1861667,46.19933333,63.55424431,0.94,5.67,2023-10-28 23:17:38,n
decimator_2023-10-28_23.18.00_UTC.h5,-122.1838333,46.206,62.79521718,0.79,4.74,2023-10-28 23:18:36,n
decimator_2023-10-28_23.25.00_UTC.h5,-122.1821667,46.20183333,63.19065869,-0.24,6.02,2023-10-28 23:25:54,n
decimator_2023-10-29_11.20.00_UTC.h5,-122.1893333,46.19266667,64.33445868,0.28,1.03,2023-10-29 11:20:15,n
decimator_2023-10-29_11.58.00_UTC.h5,-122.2045,46.19283333,64.71070024,0.29,0.31,2023-10-29 11:58:46,n
decimator_2023-10-29_12.18.00_UTC.h5,-122.1821667,46.192,64.22512757,0.51,3.42,2023-10-29 12:18:49,n
decimator_2023-10-29_14.35.00_UTC.h5,-122.2071667,46.19533333,64.52128928,0.24,2.01,2023-10-29 14:35:57,n
decimator_2023-10-29_15.13.00_UTC.h5,-122.1923333,46.1865,65.05796307,0.17,4.43,2023-10-29 15:13:58,n
decimator_2023-10-29_18.23.00_UTC.h5,-121.7591667,46.84583333,6.840122181,0.24,1.06,2023-10-29 18:23:40,y
decimator_2023-10-29_19.58.00_UTC.h5,-122.2058333,46.19783333,64.2249658,0.15,8.36,2023-10-29 19:58:50,n
decimator_2023-10-29_22.43.00_UTC.h5,-122.1525,46.197,62.99584473,-0.2,2.73,2023-10-29 22:43:50,n
