matched_file,longitude,latitude,distance_km,magnitude,depth,original_date,DAS_visibility
decimator_2023-09-10_23.07.00_UTC.h5,-120.5485,46.9225,91.63812055,0.99,-0.89,2023-09-10 23:07:54,n
decimator_2023-09-10_23.20.00_UTC.h5,-122.3385,46.495,42.31625974,0.42,19.92,2023-09-10 23:20:36,n
decimator_2023-09-11_09.36.00_UTC.h5,-122.2181667,46.18366667,66.03348824,-0.13,7.24,2023-09-11 9:36:39,n
decimator_2023-09-11_13.00.00_UTC.h5,-122.2006667,46.19183333,64.71397131,-0.21,3.07,2023-09-11 13:00:18,n
decimator_2023-09-11_14.42.00_UTC.h5,-121.8476667,47.24416667,51.63620235,1.8,14.02,2023-09-11 14:42:14,y
decimator_2023-09-11_16.39.00_UTC.h5,-122.1875,46.20633333,62.85413886,0,6.69,2023-09-11 16:39:07,n
decimator_2023-09-11_19.45.00_UTC.h5,-122.2061667,46.18133333,65.95591807,0.09,6.98,2023-09-11 19:45:32,n
decimator_2023-09-11_22.48.00_UTC.h5,-121.7593333,46.8535,7.683537869,0.37,0.57,2023-09-11 22:48:25,n
decimator_2023-09-11_23.37.00_UTC.h5,-122.113,47.30166667,63.18959079,1,22.25,2023-09-11 23:37:54,n
decimator_2023-09-12_04.46.00_UTC.h5,-122.196,46.19516667,64.24347032,-0.01,6.76,2023-09-12 4:46:43,n
decimator_2023-09-12_15.02.00_UTC.h5,-121.762,46.85166667,7.516615839,0.88,1.04,2023-09-12 15:02:58,y
decimator_2023-09-12_15.46.00_UTC.h5,-122.231,46.17733333,67.04525341,-0.11,6.7,2023-09-12 15:46:25,n
decimator_2023-09-12_16.25.00_UTC.h5,-122.1818333,46.21816667,61.46829421,0.03,8.08,2023-09-12 16:25:31,n
decimator_2023-09-12_16.28.00_UTC.h5,-121.8926667,46.86433333,12.5437597,1.05,8.43,2023-09-12 16:28:49,y
decimator_2023-09-12_18.56.00_UTC.h5,-121.9875,46.96416667,25.43072795,1.28,8.38,2023-09-12 18:56:37,y
decimator_2023-09-12_19.33.00_UTC.h5,-122.192,46.20466667,63.14524405,-0.03,7.05,2023-09-12 19:33:22,n
decimator_2023-09-12_21.50.00_UTC.h5,-122.1956667,46.1935,64.40931061,0.52,2.91,2023-09-12 21:50:28,n
decimator_2023-09-13_00.55.00_UTC.h5,-122.192,46.19916667,63.72101644,0.74,2.96,2023-09-13 0:55:51,n
decimator_2023-09-13_03.50.00_UTC.h5,-122.197,46.18983333,64.82780449,0.2,6.56,2023-09-13 3:50:55,n
decimator_2023-09-13_04.12.00_UTC.h5,-122.1968333,46.1915,64.64894893,0.15,6.69,2023-09-13 4:12:59,n
decimator_2023-09-13_06.02.00_UTC.h5,-121.9613333,46.7795,5.537770198,0.46,9.18,2023-09-13 6:02:30,y
decimator_2023-09-13_12.07.00_UTC.h5,-121.963,46.77566667,5.299506227,0.78,9.6,2023-09-13 12:07:00,y
decimator_2023-09-13_13.46.00_UTC.h5,-122.1893333,46.20833333,62.69214909,0.46,2.44,2023-09-13 13:46:00,n
decimator_2023-09-13_13.48.00_UTC.h5,-122.1965,46.19616667,64.15183865,-0.18,3.83,2023-09-13 13:48:33,n
decimator_2023-09-13_13.51.00_UTC.h5,-122.1921667,46.1915,64.52896019,-0.16,2.48,2023-09-13 13:51:11,n
decimator_2023-09-13_13.52.00_UTC.h5,-122.1936667,46.21833333,61.7620638,-0.5,1.07,2023-09-13 13:52:23,n
decimator_2023-09-13_13.55.00_UTC.h5,-122.4168333,46.51366667,45.86193373,0.38,16.12,2023-09-13 13:55:11,n
decimator_2023-09-13_19.48.00_UTC.h5,-122.1863333,46.20816667,62.63199122,0.26,6.82,2023-09-13 19:48:10,n
decimator_2023-09-13_19.49.00_UTC.h5,-121.9341667,46.78933333,5.577884019,0.41,9.66,2023-09-13 19:49:09,y
decimator_2023-09-13_21.10.00_UTC.h5,-122.175,46.19983333,63.22351008,0.62,3.5,2023-09-13 21:10:41,n
decimator_2023-09-14_08.08.00_UTC.h5,-122.188,46.19266667,64.30074162,0.5,6.76,2023-09-14 8:08:11,n
decimator_2023-09-14_08.10.00_UTC.h5,-122.1868333,46.19366667,64.16627039,0.02,6.09,2023-09-14 8:10:40,n
decimator_2023-09-14_08.46.00_UTC.h5,-122.1943333,46.1945,64.27010252,-0.1,3.17,2023-09-14 8:46:50,n
decimator_2023-09-14_10.00.00_UTC.h5,-121.9401667,46.964,23.74909879,0.33,4.27,2023-09-14 10:00:13,n
decimator_2023-09-14_12.30.00_UTC.h5,-121.9566667,47.157,43.93588708,0.65,20.07,2023-09-14 12:30:10,y
decimator_2023-09-14_14.51.00_UTC.h5,-122.2253333,46.17666667,66.95720535,-0.03,5.87,2023-09-14 14:51:16,n
decimator_2023-09-14_18.28.00_UTC.h5,-121.8546667,47.087,34.51834222,1.12,16.6,2023-09-14 18:28:26,y
decimator_2023-09-14_20.45.00_UTC.h5,-122.323,47.347,74.13834531,1.51,25.24,2023-09-14 20:45:04,n
decimator_2023-09-15_01.11.00_UTC.h5,-122.351,46.47233333,44.69739178,0.31,11.34,2023-09-15 1:11:27,n
decimator_2023-09-15_03.45.00_UTC.h5,-122.182,46.20966667,62.36378743,0.08,7.35,2023-09-15 3:45:38,n
decimator_2023-09-15_03.46.00_UTC.h5,-122.2076667,46.19066667,65.02111285,-0.11,5.54,2023-09-15 3:46:40,n
decimator_2023-09-15_04.37.00_UTC.h5,-121.8795,47.1855,45.63092076,0.56,17.6,2023-09-15 4:37:18,n
decimator_2023-09-15_05.58.00_UTC.h5,-122.1973333,46.20316667,63.44202188,-0.01,6.9,2023-09-15 5:58:33,n
decimator_2023-09-15_06.16.00_UTC.h5,-122.1998333,46.195,64.36109141,-0.11,3.19,2023-09-15 6:16:21,n
decimator_2023-09-15_06.33.00_UTC.h5,-121.9203333,46.80366667,6.994582376,0.07,3.61,2023-09-15 6:33:19,n
decimator_2023-09-15_09.41.00_UTC.h5,-121.7615,46.84466667,6.745271616,0.38,0.11,2023-09-15 9:41:13,y
decimator_2023-09-15_12.37.00_UTC.h5,-122.1901667,46.195,64.11075194,0.28,4.13,2023-09-15 12:37:37,n
decimator_2023-09-15_14.06.00_UTC.h5,-122.4296667,46.55283333,44.46517392,0.85,14.32,2023-09-15 14:06:48,n
decimator_2023-09-15_14.25.00_UTC.h5,-122.1941667,46.19616667,64.09123423,0.08,2.48,2023-09-15 14:25:32,n
decimator_2023-09-15_20.41.00_UTC.h5,-122.3813333,46.44716667,48.30006304,0.74,11.43,2023-09-15 20:41:12,n
decimator_2023-09-15_22.51.00_UTC.h5,-122.2105,46.21333333,62.74251287,0.13,-1.73,2023-09-15 22:51:20,n
decimator_2023-09-16_05.37.00_UTC.h5,-122.1896667,46.197,63.88818549,0.06,0.77,2023-09-16 5:37:13,n
decimator_2023-09-16_06.46.00_UTC.h5,-122.1738333,46.207,62.43960936,-0.04,1.48,2023-09-16 6:47:00,n
decimator_2023-09-16_13.42.00_UTC.h5,-122.1943333,46.2025,63.43280051,-0.04,5.54,2023-09-16 13:42:34,n
decimator_2023-09-16_19.38.00_UTC.h5,-121.7611667,46.84783333,7.085989097,0.28,0.18,2023-09-16 19:38:50,y
decimator_2023-09-16_20.10.00_UTC.h5,-121.9651667,46.77383333,5.269505547,1.4,9.56,2023-09-16 20:10:24,y
decimator_2023-09-16_22.42.00_UTC.h5,-122.1935,46.196,64.09145818,0.02,3.76,2023-09-16 22:42:53,n
decimator_2023-09-17_03.14.00_UTC.h5,-121.7645,46.855,7.91670929,0.08,1.14,2023-09-17 3:14:36,n
decimator_2023-09-17_05.27.00_UTC.h5,-122.1981667,46.19433333,64.38711536,-0.33,4.12,2023-09-17 5:27:53,n
decimator_2023-09-17_07.08.00_UTC.h5,-121.7608333,47.60316667,90.89828323,2.5,15.79,2023-09-17 7:08:54,y
decimator_2023-09-17_07.19.00_UTC.h5,-121.8331667,47.61516667,92.50079461,1.04,16.23,2023-09-17 7:19:01,n
decimator_2023-09-17_12.24.00_UTC.h5,-122.2278333,46.3025,54.2054091,0.6,3.55,2023-09-17 12:24:43,n
decimator_2023-09-19_14.19.00_UTC.h5,-122.2391667,46.19533333,65.42198054,0.33,-1.56,2023-09-19 14:19:13,n
decimator_2023-09-19_16.00.00_UTC.h5,-121.7548333,46.85166667,7.436157278,0.63,1.48,2023-09-19 16:00:08,y
decimator_2023-09-19_23.25.00_UTC.h5,-122.059,46.26383333,53.99247411,0.53,11.04,2023-09-19 23:25:25,n
decimator_2023-09-20_00.17.00_UTC.h5,-121.7581667,46.8525,7.560428306,0.41,0.62,2023-09-20 0:17:43,m
decimator_2023-09-20_00.56.00_UTC.h5,-122.3013333,47.52916667,92.09394458,1.43,31.65,2023-09-20 0:56:29,n
decimator_2023-09-20_01.59.00_UTC.h5,-122.192,46.2025,63.37198341,0.04,0.98,2023-09-20 1:59:25,n
decimator_2023-09-20_02.13.00_UTC.h5,-122.1996667,46.20066667,63.76481668,0.3,0.97,2023-09-20 2:13:07,n
decimator_2023-09-20_03.53.00_UTC.h5,-122.0586667,46.26516667,53.84212934,0.39,9.81,2023-09-20 3:53:19,n
decimator_2023-09-20_06.23.00_UTC.h5,-122.1935,46.20016667,63.65517826,0.62,2.9,2023-09-20 6:23:39,n
decimator_2023-09-20_07.47.00_UTC.h5,-121.7585,46.84566667,6.81341471,0.68,0.59,2023-09-20 7:47:15,y
decimator_2023-09-20_15.59.00_UTC.h5,-121.963,46.7745,5.205434673,0.49,8.94,2023-09-20 15:59:49,y
decimator_2023-09-20_17.09.00_UTC.h5,-122.4295,46.336,59.76297927,0.79,0.32,2023-09-20 17:09:15,n
decimator_2023-09-21_03.04.00_UTC.h5,-121.9618333,46.86133333,13.85601034,0.51,9.7,2023-09-21 3:04:09,m
decimator_2023-09-21_03.10.00_UTC.h5,-121.964,46.775,5.298356106,0.56,8.8,2023-09-21 3:10:23,y
decimator_2023-09-21_04.51.00_UTC.h5,-121.661,46.74016667,7.381204792,0.41,8.59,2023-09-21 4:51:00,y
decimator_2023-09-21_10.01.00_UTC.h5,-122.2988333,46.214,65.448894,-0.01,8.95,2023-09-21 10:01:49,n
decimator_2023-09-21_15.58.00_UTC.h5,-122.1948333,46.211,62.5580219,-0.01,6.94,2023-09-21 15:58:08,n
decimator_2023-09-21_16.21.00_UTC.h5,-122.199,46.18983333,64.879653,0.07,7.85,2023-09-21 16:21:39,n
decimator_2023-09-21_16.59.00_UTC.h5,-121.8595,46.82633333,7.712130142,0.17,2.97,2023-09-21 16:59:28,y
decimator_2023-09-21_19.32.00_UTC.h5,-121.9555,47.18133333,46.49259957,0.99,15.56,2023-09-21 19:32:06,y
decimator_2023-09-21_20.42.00_UTC.h5,-122.1946667,46.19616667,64.10418378,0.24,2.8,2023-09-21 20:42:42,n
decimator_2023-09-21_23.42.00_UTC.h5,-122.882,47.233,91.48317279,2,49.34,2023-09-21 23:42:02,n
decimator_2023-09-22_01.10.00_UTC.h5,-121.2766667,47.32033333,68.90490465,0.57,4.8,2023-09-22 1:10:31,n
decimator_2023-09-22_01.24.00_UTC.h5,-122.2666667,46.34333333,51.67774547,1.63,14.64,2023-09-22 1:24:19,y
decimator_2023-09-22_03.12.00_UTC.h5,-120.9078333,46.394,76.63333911,1,1.19,2023-09-22 3:12:39,n
decimator_2023-09-22_09.28.00_UTC.h5,-122.1951667,46.19266667,64.483665,-0.03,4.25,2023-09-22 9:28:18,n
decimator_2023-09-22_11.30.00_UTC.h5,-121.4776667,46.71316667,21.24982711,0.6,4.41,2023-09-22 11:30:40,n
decimator_2023-09-22_12.25.00_UTC.h5,-122.1933333,46.19466667,64.22685513,0.04,2.77,2023-09-22 12:25:43,n
decimator_2023-09-22_14.58.00_UTC.h5,-121.7796667,46.8255,4.909932178,0.92,-2.37,2023-09-22 14:58:03,y
decimator_2023-09-22_21.54.00_UTC.h5,-122.1931667,46.19566667,64.11778016,0.4,2.59,2023-09-22 21:54:19,n
decimator_2023-09-22_23.13.00_UTC.h5,-122.1891667,46.19166667,64.43524908,0,7.33,2023-09-22 23:13:34,n
decimator_2023-09-22_23.42.00_UTC.h5,-122.2083333,46.19,65.10845347,-0.1,2.7,2023-09-22 23:42:04,n
decimator_2023-09-23_00.27.00_UTC.h5,-121.1686667,46.82266667,43.44560135,0.74,-0.05,2023-09-23 0:27:27,n
decimator_2023-09-23_02.43.00_UTC.h5,-121.9141667,46.85916667,13.03496809,-0.17,6.8,2023-09-23 2:43:07,n
decimator_2023-09-23_03.10.00_UTC.h5,-122.1973333,46.18683333,65.15070078,-0.16,6.86,2023-09-23 3:10:59,n
decimator_2023-09-23_04.05.00_UTC.h5,-121.7423333,46.855,7.698962023,0.14,-1.42,2023-09-23 4:05:37,n
decimator_2023-09-23_05.05.00_UTC.h5,-122.1801667,46.1995,63.38604205,0.11,3.39,2023-09-23 5:05:50,n
decimator_2023-09-23_06.14.00_UTC.h5,-122.1931667,46.19633333,64.04793575,-0.01,6.41,2023-09-23 6:14:06,n
decimator_2023-09-23_07.38.00_UTC.h5,-122.1823333,46.19716667,63.68550526,0.64,2.84,2023-09-23 7:38:11,n
decimator_2023-09-23_07.59.00_UTC.h5,-122.1845,46.19783333,63.66970183,0.44,2.61,2023-09-23 7:59:23,n
decimator_2023-09-23_15.08.00_UTC.h5,-122.1876667,46.1985,63.6798173,1.08,0.24,2023-09-23 15:08:06,n
decimator_2023-09-23_18.48.00_UTC.h5,-122.1901667,46.20966667,62.57436913,0.2,7.78,2023-09-23 18:48:03,n
decimator_2023-09-23_22.00.00_UTC.h5,-122.1906667,46.19933333,63.66918444,0.11,1.82,2023-09-23 22:00:05,n
decimator_2023-09-23_22.41.00_UTC.h5,-122.1873333,46.1975,63.77630587,0,1.86,2023-09-23 22:41:29,n
decimator_2023-09-24_02.33.00_UTC.h5,-122.2208333,46.18716667,65.74301352,-0.11,3.63,2023-09-24 2:33:03,n
decimator_2023-09-24_03.13.00_UTC.h5,-122.2383333,46.308,54.02559595,-0.17,7,2023-09-24 3:13:22,n
decimator_2023-09-24_12.15.00_UTC.h5,-122.1876667,46.19633333,63.90724064,0.1,1.02,2023-09-24 12:15:14,n
decimator_2023-09-24_18.23.00_UTC.h5,-121.9758333,47.74766667,108.4413828,0.86,17.75,2023-09-24 18:23:28,n
decimator_2023-09-25_05.34.00_UTC.h5,-121.7476667,46.852,7.399585797,1.85,-2.06,2023-09-25 5:34:26,y
decimator_2023-09-25_07.30.00_UTC.h5,-121.7541667,46.85183333,7.449093636,1.19,1.3,2023-09-25 7:30:47,y
decimator_2023-09-25_07.41.00_UTC.h5,-121.6726667,46.642,15.68050265,0.84,7.42,2023-09-25 7:41:31,y
decimator_2023-09-26_06.20.00_UTC.h5,-122.37,46.49333333,44.2954715,0.76,13.73,2023-09-26 6:20:35,n
decimator_2023-09-26_07.09.00_UTC.h5,-121.9056667,46.8285,9.588721265,0.27,8.67,2023-09-26 7:09:55,n
decimator_2023-09-26_13.21.00_UTC.h5,-122.1865,46.206,62.86336075,0.14,0.83,2023-09-26 13:21:08,n
decimator_2023-09-26_14.22.00_UTC.h5,-121.8016667,47.7655,109.0403816,1.9,15.88,2023-09-26 14:22:07,n
decimator_2023-09-26_19.56.00_UTC.h5,-122.8276667,46.6815,69.85567474,1.5,55.05,2023-09-26 19:56:52,n
decimator_2023-09-26_21.34.00_UTC.h5,-122.0218333,47.32266667,62.98494325,1,18.96,2023-09-26 21:34:13,n
decimator_2023-09-26_22.15.00_UTC.h5,-121.9991667,47.34466667,64.86589824,1.32,19.27,2023-09-26 22:15:42,y
decimator_2023-09-27_01.26.00_UTC.h5,-122.1806667,46.20016667,63.32835239,0.03,2.26,2023-09-27 1:26:30,n
decimator_2023-09-27_02.32.00_UTC.h5,-122.0086667,47.34416667,65.00076873,1.05,19.45,2023-09-27 2:32:47,n
decimator_2023-09-27_08.12.00_UTC.h5,-122.207,46.18983333,65.09023902,0.57,3.59,2023-09-27 8:12:40,n
decimator_2023-09-27_08.46.00_UTC.h5,-120.554,46.93266667,91.41240508,1.89,-0.9,2023-09-27 8:46:08,n
decimator_2023-09-27_11.30.00_UTC.h5,-122.1911667,46.20166667,63.43763568,0.92,3.61,2023-09-27 11:30:20,n
decimator_2023-09-28_00.16.00_UTC.h5,-122.6246667,46.23883333,77.86369035,1.28,16.64,2023-09-28 0:16:25,n
decimator_2023-09-28_07.42.00_UTC.h5,-121.7431667,46.8445,6.537663885,0.48,0.26,2023-09-28 7:42:49,y
decimator_2023-09-28_08.42.00_UTC.h5,-121.177,46.82433333,42.83165572,0.89,4.59,2023-09-28 8:42:56,n
decimator_2023-09-28_10.58.00_UTC.h5,-122.1846667,46.1925,64.23461315,0.24,2.89,2023-09-28 10:58:21,n
decimator_2023-09-28_12.28.00_UTC.h5,-122.1905,46.198,63.8046581,-0.04,3.66,2023-09-28 12:28:34,n
decimator_2023-09-28_13.57.00_UTC.h5,-121.1853333,46.816,42.12001813,1.35,1.25,2023-09-28 13:57:48,y
decimator_2023-09-28_17.49.00_UTC.h5,-121.9245,46.7585,2.081078146,0.68,3.88,2023-09-28 17:49:56,m
decimator_2023-09-28_21.45.00_UTC.h5,-122.194,46.1945,64.26149941,0.5,3.55,2023-09-28 21:45:34,n
decimator_2023-09-28_23.10.00_UTC.h5,-121.1751667,46.82366667,42.96344298,1.4,0.82,2023-09-28 23:10:28,y
decimator_2023-09-29_03.47.00_UTC.h5,-122.1865,46.219,61.50247328,-0.06,7.37,2023-09-29 3:47:24,n
decimator_2023-09-29_03.57.00_UTC.h5,-122.2035,46.19383333,64.57977923,-0.05,3.21,2023-09-29 3:57:18,n
decimator_2023-09-29_05.54.00_UTC.h5,-122.186,46.19616667,63.88260268,0.68,2.81,2023-09-29 5:54:34,n
decimator_2023-09-29_07.00.00_UTC.h5,-122.1871667,46.19466667,64.0696149,0.84,3.15,2023-09-29 7:00:46,n
decimator_2023-09-29_08.57.00_UTC.h5,-121.7956667,47.6075,91.46987406,1.38,16.75,2023-09-29 8:57:38,n
decimator_2023-09-29_15.05.00_UTC.h5,-122.2101667,46.18866667,65.29656893,-0.25,6.04,2023-09-29 15:05:11,n
decimator_2023-09-29_22.21.00_UTC.h5,-121.94,46.856,12.94206289,0.45,9.51,2023-09-29 22:21:44,n
decimator_2023-09-30_07.52.00_UTC.h5,-121.8086667,46.62433333,11.95273607,0.87,7.73,2023-09-30 7:52:13,y
decimator_2023-09-30_11.22.00_UTC.h5,-122.0571667,47.6565,99.60174113,0.94,17.52,2023-09-30 11:22:05,n
decimator_2023-09-30_12.00.00_UTC.h5,-122.2036667,46.201,63.8367864,-0.14,7.75,2023-09-30 12:00:13,n
decimator_2023-09-30_13.40.00_UTC.h5,-121.8945,46.71433333,2.728083179,1.33,4.25,2023-09-30 13:40:07,y
decimator_2023-09-30_13.55.00_UTC.h5,-121.9071667,46.71233333,2.93477814,0.32,4.11,2023-09-30 13:55:57,n
decimator_2023-09-30_16.06.00_UTC.h5,-122.189,46.214,62.09071757,-0.01,7.48,2023-09-30 16:06:14,n
decimator_2023-09-30_22.07.00_UTC.h5,-122.2068333,46.1975,64.28661165,0.37,6.35,2023-09-30 22:07:17,n
decimator_2023-10-01_03.12.00_UTC.h5,-121.7361667,46.84366667,6.428077442,0.76,-1.27,2023-10-01 3:12:25,y
decimator_2023-10-01_06.47.00_UTC.h5,-121.737,46.84483333,6.557537063,0.22,-1.64,2023-10-01 6:47:30,n
decimator_2023-10-01_16.52.00_UTC.h5,-122.2308333,46.192,65.52372544,0.42,-1.26,2023-10-01 16:52:42,n
decimator_2023-10-01_23.25.00_UTC.h5,-122.2058333,46.18883333,65.16359521,0.29,3.12,2023-10-01 23:25:49,n
decimator_2023-10-02_01.27.00_UTC.h5,-122.1885,46.19966667,63.57867385,0.13,0.82,2023-10-02 1:27:35,n
decimator_2023-10-02_01.35.00_UTC.h5,-122.1861667,46.1935,64.16701992,0.55,4.28,2023-10-02 1:35:25,n
decimator_2023-10-02_07.32.00_UTC.h5,-122.1958333,46.18483333,65.32191612,0.43,6.38,2023-10-02 7:32:56,n
decimator_2023-10-02_08.14.00_UTC.h5,-122.2781667,46.47716667,40.33337885,1.17,14.93,2023-10-02 8:14:22,n
decimator_2023-10-02_10.40.00_UTC.h5,-122.1976667,46.18833333,65.00214561,0.15,7.55,2023-10-02 10:40:52,n
decimator_2023-10-02_11.31.00_UTC.h5,-122.2205,46.18983333,65.45707336,0.12,6.15,2023-10-02 11:31:38,n
decimator_2023-10-02_16.42.00_UTC.h5,-121.1788333,46.823,42.67874261,1.22,3.35,2023-10-02 16:42:36,y
decimator_2023-10-02_22.58.00_UTC.h5,-121.7528333,46.85283333,7.544648157,0.67,0.94,2023-10-02 22:58:34,y
decimator_2023-10-02_23.05.00_UTC.h5,-122.1838333,46.20633333,62.76023788,0.3,6.69,2023-10-02 23:05:28,n
decimator_2023-10-03_05.14.00_UTC.h5,-120.5943333,46.75133333,87.10762395,0.85,5.54,2023-10-03 5:14:20,n
decimator_2023-10-03_07.49.00_UTC.h5,-122.1935,46.204,63.25414027,0.25,7.64,2023-10-03 7:49:19,n
decimator_2023-10-03_08.05.00_UTC.h5,-121.8193333,47.6155,92.46151502,1.07,16.28,2023-10-03 8:05:23,n
decimator_2023-10-03_09.56.00_UTC.h5,-122.1935,46.19816667,63.8645451,0.19,5.38,2023-10-03 9:56:16,n
decimator_2023-10-03_18.19.00_UTC.h5,-122.1833333,46.1955,63.88577481,0.49,3.91,2023-10-03 18:19:36,n
decimator_2023-10-04_00.59.00_UTC.h5,-122.189,46.19833333,63.73129977,0.18,5.24,2023-10-04 0:59:35,n
decimator_2023-10-04_04.07.00_UTC.h5,-121.9571667,46.86316667,13.96841712,0.17,9.03,2023-10-04 4:07:04,n
decimator_2023-10-04_05.06.00_UTC.h5,-122.1935,46.204,63.25414027,0.62,2.99,2023-10-04 5:06:46,n
decimator_2023-10-04_06.13.00_UTC.h5,-122.1898333,46.21216667,62.30422493,0.24,7.25,2023-10-04 6:13:33,n
decimator_2023-10-04_07.42.00_UTC.h5,-120.6201667,46.75033333,85.14796402,0.68,10.5,2023-10-04 7:42:46,n
decimator_2023-10-04_16.09.00_UTC.h5,-122.1978333,46.1955,64.2563839,-0.02,4.88,2023-10-04 16:09:51,n
decimator_2023-10-04_17.35.00_UTC.h5,-122.597,47.53366667,102.122505,1.29,30.63,2023-10-04 17:35:23,n
decimator_2023-10-04_17.42.00_UTC.h5,-122.12,46.6505,18.54762098,1.51,5.93,2023-10-04 17:42:35,y
decimator_2023-10-04_19.11.00_UTC.h5,-120.547,46.94733333,92.22751802,1.68,-0.5,2023-10-04 19:11:28,n
decimator_2023-10-04_20.34.00_UTC.h5,-122.1993333,46.2055,63.25164513,0.58,2.97,2023-10-04 20:34:17,n
decimator_2023-10-04_20.36.00_UTC.h5,-122.2113333,46.19,65.18907025,0.18,3.44,2023-10-04 20:36:12,n
decimator_2023-10-04_21.04.00_UTC.h5,-121.9396667,46.858,13.1586081,0.52,11.19,2023-10-04 21:04:58,y
decimator_2023-10-04_22.05.00_UTC.h5,-122.1921667,46.19466667,64.19687002,0.09,1.28,2023-10-04 22:05:00,n
decimator_2023-10-04_23.06.00_UTC.h5,-122.1858333,46.1985,63.63330365,0.03,0.57,2023-10-04 23:06:10,n
decimator_2023-10-05_03.57.00_UTC.h5,-122.1805,46.2005,63.28913084,0.04,4.76,2023-10-05 3:57:16,n
decimator_2023-10-05_06.30.00_UTC.h5,-121.7575,46.855,7.828784504,0.01,0.99,2023-10-05 6:30:46,n
decimator_2023-10-05_10.00.00_UTC.h5,-122.1846667,46.19833333,63.62135895,-0.18,4.31,2023-10-05 10:00:34,n
decimator_2023-10-05_10.14.00_UTC.h5,-122.184,46.19866667,63.56955077,0.32,3.48,2023-10-05 10:14:06,n
decimator_2023-10-05_16.15.00_UTC.h5,-122.1771667,46.20116667,63.13624756,0.36,3.69,2023-10-05 16:15:16,n
decimator_2023-10-05_21.14.00_UTC.h5,-122.176,46.20166667,63.05482045,-0.13,5.92,2023-10-05 21:14:31,n
decimator_2023-10-05_23.02.00_UTC.h5,-122.4221667,46.25116667,66.83277199,0.26,8.46,2023-10-05 23:02:05,n
decimator_2023-10-06_01.10.00_UTC.h5,-122.0048333,47.072,36.6215683,1.02,15.25,2023-10-06 1:10:49,y
decimator_2023-10-06_03.22.00_UTC.h5,-122.1881667,46.19,64.58513724,0.12,7.46,2023-10-06 3:22:25,n
decimator_2023-10-06_04.37.00_UTC.h5,-120.5015,46.92516667,95.20982644,1.09,-0.87,2023-10-06 4:37:25,n
decimator_2023-10-06_11.42.00_UTC.h5,-121.7631667,46.585,17.03559201,0.6,9.13,2023-10-06 11:42:25,y
decimator_2023-10-06_14.46.00_UTC.h5,-122.2021667,46.22383333,61.42205207,0.59,0.4,2023-10-06 14:46:55,n
decimator_2023-10-06_16.09.00_UTC.h5,-122.3311667,46.44416667,45.78964967,0.37,16.33,2023-10-06 16:09:53,n
decimator_2023-10-06_18.48.00_UTC.h5,-122.5106667,47.22783333,70.50216814,1.44,21.66,2023-10-06 18:48:18,n
decimator_2023-10-06_20.14.00_UTC.h5,-121.8235,46.96516667,20.76706072,0.56,1.16,2023-10-06 20:14:06,n
decimator_2023-10-06_23.33.00_UTC.h5,-121.9915,46.96866667,25.9854713,0.4,9.26,2023-10-06 23:33:17,n
decimator_2023-10-07_01.08.00_UTC.h5,-121.7623333,46.847,7.01215146,0.59,-0.14,2023-10-07 1:08:51,y
decimator_2023-10-07_01.25.00_UTC.h5,-121.7628333,46.84733333,7.056133955,0.26,-0.37,2023-10-07 1:25:14,y
decimator_2023-10-07_02.16.00_UTC.h5,-121.8786667,46.76633333,2.787778004,0.18,7.64,2023-10-07 2:16:36,n
decimator_2023-10-07_04.37.00_UTC.h5,-122.1771667,46.20816667,62.39952006,0.06,5.51,2023-10-07 4:37:47,n
decimator_2023-10-07_04.59.00_UTC.h5,-122.1851667,46.1985,63.61645799,0.5,7.28,2023-10-07 4:59:46,n
decimator_2023-10-07_05.58.00_UTC.h5,-122.1945,46.1935,64.37916183,0.03,1.91,2023-10-07 5:58:10,n
decimator_2023-10-07_06.35.00_UTC.h5,-121.7621667,46.848,7.118651431,0.42,0.18,2023-10-07 6:35:52,y
decimator_2023-10-07_10.21.00_UTC.h5,-122.184,46.20283333,63.13185887,0.17,3.02,2023-10-07 10:21:04,n
decimator_2023-10-07_13.58.00_UTC.h5,-122.1896667,46.19066667,64.5529163,0.41,6.57,2023-10-07 13:58:07,n
decimator_2023-10-07_21.15.00_UTC.h5,-122.1763333,46.206,62.60673698,0.42,4.32,2023-10-07 21:15:29,n
decimator_2023-10-07_22.04.00_UTC.h5,-122.1771667,46.20066667,63.18890915,0.03,2.41,2023-10-07 22:04:57,n
decimator_2023-10-07_23.46.00_UTC.h5,-122.1821667,46.2,63.38337569,0.28,2,2023-10-07 23:46:51,n
decimator_2023-10-08_00.21.00_UTC.h5,-122.1758333,46.21366667,61.78784306,0.16,6.64,2023-10-08 0:21:48,n
decimator_2023-10-08_02.57.00_UTC.h5,-122.1841667,46.19566667,63.88908534,-0.04,4.44,2023-10-08 2:57:36,n
decimator_2023-10-08_03.53.00_UTC.h5,-122.1763333,46.20316667,62.90503866,-0.17,3.84,2023-10-08 3:53:23,n
decimator_2023-10-08_05.05.00_UTC.h5,-122.1823333,46.19983333,63.40507482,-0.06,2.39,2023-10-08 5:05:48,n
decimator_2023-10-08_06.58.00_UTC.h5,-121.9588333,46.9355,21.87895048,-0.02,13.22,2023-10-08 6:58:48,n
decimator_2023-10-08_10.49.00_UTC.h5,-122.189,46.199,63.66137793,0.49,4.8,2023-10-08 10:49:11,n
