Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology
600,5742.6,46.77459,-121.75204,1409,10.3,5063,322,TRUE,-1150.307755,-1252.722036,NW,NW,TRUE,,NW,Qra
601,5752.2,46.77465,-121.75211,1409,10.6,5071.7,322,TRUE,-1155.637255,-1246.05034,NW,NW,TRUE,,NW,Qra
602,5761.7,46.77472,-121.75218,1409,11,5080.3,322,TRUE,-1160.966527,-1238.266695,NW,NW,TRUE,,NW,Qra
603,5771.3,46.77478,-121.75225,1409,11,5089,322,TRUE,-1166.296002,-1231.595,NW,NW,TRUE,,NW,Qra
604,5780.9,46.77486,-121.75234,1409,9.7,5100.2,321,TRUE,-1173.148104,-1222.699406,NW,NW,TRUE,,NW,Qra
605,5790.5,46.77493,-121.75243,1408,10.8,5111.5,321,TRUE,-1180.000405,-1214.915761,NW,NW,TRUE,,NW,Qra
606,5800,46.77501,-121.75253,1408,12.1,5122.7,321,TRUE,-1187.614003,-1206.020167,NW,NW,TRUE,,NW,Qra
607,5809.6,46.77507,-121.75259,1408,10.5,5130.8,321,TRUE,-1192.181886,-1199.348472,NW,NW,TRUE,,NW,Qra
608,5819.2,46.77513,-121.75266,1409,10.3,5138.8,321,TRUE,-1197.511291,-1192.676776,NW,NW,TRUE,,NW,Qra
609,5828.7,46.77518,-121.75273,1410,11.9,5146.9,321,TRUE,-1202.840908,-1187.11703,NW,NW,TRUE,,NW,Qra
610,5838.3,46.77524,-121.75279,1410,11.9,5154.9,324,TRUE,-1207.408759,-1180.445335,NW,NW,TRUE,,NW,Qra
611,5847.9,46.77531,-121.75285,1410,11.5,5163.6,327,TRUE,-1211.976374,-1172.66169,NNW,NNW,TRUE,,NW,Qra
612,5857.5,46.77538,-121.7529,1409,11.2,5172.4,331,TRUE,-1215.782448,-1164.878045,NNW,NNW,TRUE,,NW,Qra
613,5867,46.77544,-121.75296,1409,10.8,5181.1,331,TRUE,-1220.350268,-1158.20635,NNW,NNW,TRUE,,NW,Qra
614,5876.6,46.77551,-121.75302,1408,10.8,5189.9,331,TRUE,-1224.917849,-1150.422705,NNW,NNW,TRUE,,NW,Qra
615,5886.2,46.77558,-121.75307,1408,10.8,5198.6,337,TRUE,-1228.723892,-1142.63906,NNW,NNW,TRUE,,NW,Qra
616,5895.7,46.77568,-121.7531,1408,9.8,5210.2,344,TRUE,-1231.006187,-1131.519568,NNW,NNW,TRUE,,NW,Qra
617,5905.3,46.77579,-121.75312,1408,11.2,5221.8,350,TRUE,-1232.526721,-1119.288126,N,NNW,TRUE,,NW,Qra
618,5914.9,46.77589,-121.75315,1409,12.6,5233.4,350,TRUE,-1234.809,-1108.168633,N,NNW,TRUE,,NW,Qra
619,5924.4,46.77599,-121.75317,1409,12.6,5245,346,TRUE,-1236.329749,-1097.049141,NNW,NNW,TRUE,,NW,Qra
620,5934,46.77608,-121.75322,1409,12,5255.3,343,TRUE,-1240.135283,-1087.041598,NNW,NNW,TRUE,,NW,Qra
621,5943.6,46.77616,-121.75327,1410,11.3,5265.6,339,TRUE,-1243.941035,-1078.146004,NNW,NNW,TRUE,,NW,Qra
622,5953.2,46.77625,-121.75332,1410,10.7,5275.9,328,TRUE,-1247.746543,-1068.13846,NNW,WNW,FALSE,,NW,Qra
623,5962.7,46.7763,-121.75341,1410,9.6,5284.1,318,TRUE,-1254.599036,-1062.578714,NW,WNW,FALSE,,NW,Qra
624,5972.3,46.77634,-121.7535,1410,10.5,5292.4,307,TRUE,-1261.451751,-1058.130917,NW,WNW,FALSE,,NW,Qra
625,5981.9,46.77639,-121.75358,1409,11.6,5300.6,307,TRUE,-1267.542704,-1052.571171,NW,WNW,FALSE,,NW,Qra
626,5991.4,46.77643,-121.75367,1409,11.6,5308.9,297,TRUE,-1274.395398,-1048.123374,WNW,WNW,FALSE,,NW,Qra
627,6001,46.77645,-121.75389,1409,12.1,5326.1,288,TRUE,-1291.148248,-1045.899475,WNW,WNW,FALSE,,NW,Qra
628,6010.6,46.77647,-121.75411,1409,16.5,5343.2,270,TRUE,-1307.901086,-1043.675577,W,WNW,FALSE,,W,Qra
629,6020.2,46.77647,-121.75416,1409,14.1,5346.6,262,FALSE,-1311.708659,-1043.675577,W,WSW,TRUE,,W,Qra
630,6029.7,46.77646,-121.7542,1408,12,5349.9,254,FALSE,-1314.754961,-1044.787526,WSW,WSW,TRUE,,W,Qra
631,6039.3,46.77645,-121.75424,1408,18.9,5353.3,254,FALSE,-1317.801264,-1045.899475,WSW,WSW,TRUE,,W,Qra
632,6048.9,46.77644,-121.75428,1408,18.9,5356.6,254,FALSE,-1320.847568,-1047.011425,WSW,WSW,TRUE,,W,Qra
633,6058.4,46.77643,-121.75433,1407,18.9,5360,254,FALSE,-1324.655388,-1048.123374,WSW,WSW,TRUE,,W,Qra
634,6068,46.77642,-121.75437,1407,18.9,5363.3,254,FALSE,-1327.701695,-1049.235323,WSW,WSW,TRUE,,W,Qra
635,6077.6,46.77642,-121.75441,1406,18.9,5366.7,254,FALSE,-1330.747755,-1049.235323,WSW,WSW,TRUE,,W,Qra
636,6087.2,46.77641,-121.75445,1406,18.9,5370,254,TRUE,-1333.794063,-1050.347272,WSW,WSW,TRUE,,W,Qra
637,6096.7,46.7764,-121.7545,1406,18.9,5373.4,254,TRUE,-1337.601888,-1051.459222,WSW,WSW,TRUE,,W,Qra
638,6106.3,46.77639,-121.75454,1405,18.9,5376.7,254,TRUE,-1340.648199,-1052.571171,WSW,WSW,TRUE,,W,Qra
639,6115.9,46.77638,-121.75458,1405,18.9,5380,251,TRUE,-1343.694511,-1053.68312,WSW,WSW,TRUE,,W,Qra
640,6125.4,46.77634,-121.75473,1404,14.4,5392.4,249,TRUE,-1355.118253,-1058.130917,WSW,WSW,TRUE,,W,Qra
641,6135,46.77629,-121.75488,1404,9.9,5404.8,246,TRUE,-1366.542266,-1063.690663,WSW,WSW,TRUE,,W,Qra
642,6144.6,46.77625,-121.75503,1403,13.8,5417.2,245,TRUE,-1377.966044,-1068.13846,WSW,WSW,TRUE,,W,Qra
643,6154.2,46.77622,-121.7551,1403,10.7,5423.4,245,TRUE,-1383.297438,-1071.474308,WSW,WSW,TRUE,,W,Qra
644,6163.7,46.7762,-121.75517,1403,11.5,5429.6,244,TRUE,-1388.628579,-1073.698207,WSW,WSW,TRUE,,W,Qra
645,6173.3,46.77617,-121.75525,1402,14.6,5435.8,244,TRUE,-1394.721502,-1077.034054,WSW,WSW,TRUE,,W,Qra
646,6182.9,46.77615,-121.75532,1402,14.6,5442,244,TRUE,-1400.052653,-1079.257953,WSW,WSW,TRUE,,W,Qra
647,6192.4,46.77613,-121.75539,1402,14.6,5448.2,244,FALSE,-1405.383808,-1081.481851,WSW,WSW,TRUE,,W,Qra
648,6202,46.7761,-121.75547,1402,14.6,5454.3,245,TRUE,-1411.476748,-1084.817699,WSW,WSW,TRUE,,W,Qra
649,6211.6,46.77604,-121.75566,1401,9.8,5471,245,TRUE,-1425.94721,-1091.489395,WSW,WSW,TRUE,,W,Qra
650,6221.1,46.77598,-121.75586,1400,15,5487.7,245,TRUE,-1441.179226,-1098.16109,WSW,WSW,TRUE,,W,Qra
651,6230.7,46.77591,-121.75606,1399,20.3,5504.4,250,TRUE,-1456.411547,-1105.944735,WSW,WSW,TRUE,,W,Qra
652,6240.3,46.7759,-121.7562,1399,17.1,5514.8,255,TRUE,-1467.073132,-1107.056684,WSW,WSW,TRUE,,W,Qra
653,6249.9,46.77588,-121.75633,1400,13.9,5525.1,260,TRUE,-1476.973473,-1109.280583,W,WSW,TRUE,,W,Qra
654,6259.4,46.77587,-121.75646,1400,10.7,5535.4,273,TRUE,-1486.873545,-1110.392532,W,WSW,TRUE,,W,Qra
655,6269,46.7759,-121.75656,1401,9.9,5544.2,285,TRUE,-1494.487942,-1107.056684,WNW,NNW,TRUE,,W,Qra
656,6278.6,46.77594,-121.75667,1401,10,5553,298,TRUE,-1502.863573,-1102.608887,WNW,NNW,TRUE,,W,Qra
657,6288.1,46.77598,-121.75677,1402,10.7,5561.8,298,TRUE,-1510.47767,-1098.16109,WNW,NNW,TRUE,,W,Qra
658,6297.7,46.77601,-121.75687,1402,10.7,5570.6,298,TRUE,-1518.092038,-1094.825242,WNW,NNW,TRUE,,W,Qra
659,6307.3,46.77605,-121.75697,1403,10.7,5579.5,308,TRUE,-1525.706114,-1090.377445,NW,NNW,TRUE,,W,Qra
660,6316.9,46.77614,-121.75706,1402,10,5591.4,318,TRUE,-1532.557236,-1080.369902,NW,NNW,TRUE,,W,Qra
661,6326.4,46.77623,-121.75714,1402,11.6,5603.3,327,TRUE,-1538.646817,-1070.362359,NNW,NNW,TRUE,,W,Qra
662,6336,46.77632,-121.75723,1401,13.1,5615.3,327,TRUE,-1545.497894,-1060.354816,NNW,NNW,TRUE,,W,Qra
663,6345.6,46.77641,-121.75731,1400,13.1,5627.2,328,TRUE,-1551.587433,-1050.347272,NNW,NNW,TRUE,,W,Qra
664,6355.1,46.77646,-121.75736,1400,10.5,5633.8,329,TRUE,-1555.393565,-1044.787526,NNW,NNW,TRUE,,W,Qra
665,6364.7,46.77651,-121.7574,1400,11.4,5640.4,329,TRUE,-1558.438177,-1039.22778,NNW,NNW,TRUE,,W,Qra
666,6374.3,46.77657,-121.75745,1399,14,5647,329,TRUE,-1562.244005,-1032.556084,NNW,NNW,TRUE,,W,Qra
667,6383.9,46.77662,-121.75749,1399,14,5653.6,329,TRUE,-1565.288604,-1026.996338,NNW,NNW,TRUE,,W,Qra
668,6393.4,46.77667,-121.75753,1399,14,5660.2,329,TRUE,-1568.333197,-1021.436592,NNW,NNW,TRUE,,W,Qra
669,6403,46.77679,-121.75764,1399,9.7,5676,329,TRUE,-1576.706311,-1008.093201,NNW,NNW,TRUE,,W,Qra
670,6412.6,46.77691,-121.75775,1399,14.3,5691.8,328,TRUE,-1585.079387,-994.7498097,NNW,NNW,TRUE,,W,Qra
671,6422.1,46.77703,-121.75786,1399,18.9,5707.6,331,TRUE,-1593.452426,-981.4064187,NNW,NNW,TRUE,,W,Qra
672,6431.7,46.7771,-121.75791,1399,15.6,5716.8,333,TRUE,-1597.257882,-973.6227739,NNW,NNW,TRUE,,W,Qra
673,6441.3,46.77718,-121.75796,1398,12.4,5726.1,335,TRUE,-1601.063031,-964.7271799,NNW,NNW,TRUE,,W,Qra
674,6450.9,46.77726,-121.75801,1398,10,5735.3,226,TRUE,-1604.868169,-955.8315859,SW,NNW,TRUE,,W,Qra
675,6460.4,46.77735,-121.75799,1398,9.6,5745.7,117,TRUE,-1603.342483,-945.8240426,ESE,NNE,FALSE,,W,Qra
676,6470,46.77744,-121.75798,1398,10.2,5756,8,TRUE,-1602.578302,-935.8164993,N,NNE,FALSE,,W,Qra
677,6479.6,46.77753,-121.75796,1397,10.7,5766.4,8,TRUE,-1601.052625,-925.808956,N,NNE,FALSE,,W,Qra
678,6489.1,46.77763,-121.75794,1397,10.7,5776.8,11,TRUE,-1599.526655,-914.6894634,N,NNE,FALSE,,W,Qra
679,6498.7,46.77772,-121.7579,1397,10.9,5787.5,14,TRUE,-1596.477995,-904.6819201,NNE,NNE,FALSE,,W,Qra
680,6508.3,46.77781,-121.75786,1398,11.2,5798.3,17,TRUE,-1593.429344,-894.6743768,NNE,NNE,FALSE,,W,Qra
681,6517.9,46.7779,-121.75782,1398,11.4,5809,125,TRUE,-1590.380704,-884.6668335,SE,NNW,FALSE,,W,Qra
682,6527.4,46.77796,-121.75785,1398,9.8,5815.8,233,TRUE,-1592.663412,-877.995138,SW,NNW,FALSE,,W,Qra
683,6537,46.77802,-121.75787,1398,11.8,5822.5,342,TRUE,-1594.184623,-871.3234425,NNW,NNW,FALSE,,W,Qra
684,6546.6,46.77808,-121.7579,1397,13.8,5829.2,342,TRUE,-1596.467321,-864.6517469,NNW,NNW,FALSE,,W,Qra
685,6556.1,46.77813,-121.75793,1397,13.8,5835.9,342,TRUE,-1598.750312,-859.0920007,NNW,NNW,FALSE,,W,Qra
686,6565.7,46.77819,-121.75796,1397,13.8,5842.7,327,TRUE,-1601.033,-852.4203051,NNW,NNW,FALSE,,W,Qra
687,6575.3,46.77825,-121.75812,1397,10.3,5856.5,312,TRUE,-1613.215044,-845.7486096,NW,NNW,FALSE,,W,Qra
688,6584.8,46.77831,-121.75828,1396,12.4,5870.4,298,TRUE,-1625.397061,-839.076914,WNW,NW,FALSE,,W,Qra
689,6594.4,46.77836,-121.75844,1396,16,5884.3,298,TRUE,-1637.579355,-833.5171678,WNW,NW,FALSE,,W,Qra
690,6604,46.77842,-121.7586,1396,16,5898.1,290,TRUE,-1649.761319,-826.8454722,WNW,NW,FALSE,,W,Qra
691,6613.6,46.77842,-121.75865,1396,10.9,5901.7,281,FALSE,-1653.568754,-826.8454722,W,W,FALSE,,W,Qra
692,6623.1,46.77843,-121.7587,1396,13.4,5905.3,273,FALSE,-1657.37588,-825.733523,W,W,FALSE,,W,Qra
693,6632.7,46.77843,-121.75874,1396,18.5,5908.9,273,FALSE,-1660.421827,-825.733523,W,W,FALSE,,W,Qra
694,6642.3,46.77843,-121.75879,1396,18.5,5912.6,273,FALSE,-1664.22926,-825.733523,W,W,FALSE,,W,Qra
695,6651.8,46.77843,-121.75884,1396,18.5,5916.2,273,FALSE,-1668.036694,-825.733523,W,W,FALSE,,W,Qra
696,6661.4,46.77843,-121.75888,1395,18.5,5919.8,273,FALSE,-1671.082641,-825.733523,W,W,FALSE,,W,Qra
697,6671,46.77844,-121.75893,1395,18.5,5923.4,273,FALSE,-1674.889763,-824.6215737,W,W,FALSE,,W,Qra
698,6680.6,46.77844,-121.75898,1395,18.5,5927,273,FALSE,-1678.697196,-824.6215737,W,W,FALSE,,W,Qra
699,6690.1,46.77844,-121.75903,1395,18.5,5930.6,273,TRUE,-1682.504629,-824.6215737,W,W,FALSE,,W,Qra
700,6699.7,46.77844,-121.75907,1395,18.5,5934.2,273,TRUE,-1685.550575,-824.6215737,W,W,FALSE,,W,Qra
701,6709.3,46.77844,-121.75912,1395,18.5,5937.8,267,TRUE,-1689.358008,-824.6215737,W,WSW,TRUE,,SW,Qra
702,6718.8,46.77841,-121.75927,1395,14.5,5949.5,260,TRUE,-1700.781254,-827.9574215,W,WSW,TRUE,,SW,Qra
703,6728.4,46.77838,-121.75942,1395,10.4,5961.2,254,TRUE,-1712.204512,-831.2932692,WSW,WSW,TRUE,,SW,Qra
704,6738,46.77835,-121.75956,1394,12.7,5972.8,254,TRUE,-1722.866296,-834.629117,WSW,WSW,TRUE,,SW,Qra
705,6747.6,46.77833,-121.75971,1394,12.7,5984.5,254,TRUE,-1734.289257,-836.8530155,WSW,WSW,TRUE,,SW,Qra
706,6757.1,46.7783,-121.75986,1394,12.7,5996.2,251,TRUE,-1745.712552,-840.1888633,WSW,WSW,TRUE,,SW,Qra
707,6766.7,46.77826,-121.75997,1394,11.8,6006.1,247,TRUE,-1754.090228,-844.6366603,WSW,WSW,TRUE,,SW,Qra
708,6776.3,46.77822,-121.76009,1394,10.9,6015.9,244,TRUE,-1763.229407,-849.0844573,WSW,WSW,TRUE,,SW,Qra
709,6785.8,46.77818,-121.76021,1393,10,6025.8,244,TRUE,-1772.3686,-853.5322544,WSW,WSW,TRUE,,SW,Qra
710,6795.4,46.77814,-121.76032,1393,10,6035.7,242,TRUE,-1780.746315,-857.9800514,WSW,WSW,TRUE,,SW,Qra
711,6805,46.77809,-121.76044,1393,10.1,6045.8,240,TRUE,-1789.885867,-863.5397977,WSW,WSW,TRUE,,SW,Qra
712,6814.6,46.77805,-121.76055,1393,10.2,6055.8,238,TRUE,-1798.263609,-867.9875947,WSW,WSW,TRUE,,SW,Qra
713,6824.1,46.778,-121.76066,1393,10.3,6065.9,238,TRUE,-1806.6417,-873.547341,WSW,WSW,TRUE,,SW,Qra
714,6833.7,46.77795,-121.76077,1393,10.3,6076,234,TRUE,-1815.019805,-879.1070873,SW,WSW,TRUE,,SW,Qra
715,6843.3,46.77791,-121.76084,1393,10.6,6082.5,229,TRUE,-1820.351612,-883.5548843,SW,WSW,TRUE,,SW,Qra
716,6852.8,46.77787,-121.7609,1393,12.3,6089.1,225,TRUE,-1824.921932,-888.0026813,SW,SW,TRUE,,SW,Qra
717,6862.4,46.77783,-121.76096,1393,14.1,6095.6,225,TRUE,-1829.492259,-892.4504783,SW,SW,TRUE,,SW,Qra
718,6872,46.77778,-121.76102,1393,14.1,6102.2,225,TRUE,-1834.062933,-898.0102246,SW,SW,TRUE,,SW,Qra
719,6881.5,46.77774,-121.76108,1393,14.1,6108.7,225,TRUE,-1838.633274,-902.4580216,SW,SW,TRUE,,SW,Qra
720,6891.1,46.7777,-121.76114,1393,14.1,6115.2,223,TRUE,-1843.203622,-906.9058187,SW,SW,TRUE,,SW,Qra
721,6900.7,46.77762,-121.76123,1392,11.5,6127,221,TRUE,-1850.059843,-915.8014127,SW,SW,TRUE,,SW,Qra
722,6910.3,46.77754,-121.76133,1392,10.2,6138.7,220,TRUE,-1857.677585,-924.6970067,SW,SW,TRUE,,SW,Qra
723,6919.8,46.77746,-121.76143,1391,12.8,6150.4,220,TRUE,-1865.295349,-933.5926008,SW,SW,TRUE,,SW,Qra
724,6929.4,46.77738,-121.76153,1391,12.8,6162.1,220,TRUE,-1872.913135,-942.4881948,SW,SW,TRUE,,SW,Qra
725,6939,46.77729,-121.76163,1390,12.8,6173.8,219,TRUE,-1880.531294,-952.4957381,SW,SW,TRUE,,SW,Qra
726,6948.5,46.77723,-121.76171,1390,11.8,6183.6,219,TRUE,-1886.625418,-959.1674336,SW,SW,TRUE,,SW,Qra
727,6958.1,46.77716,-121.76179,1389,10.8,6193.3,219,TRUE,-1892.719908,-966.9510784,SW,SW,TRUE,,SW,Qra
728,6967.7,46.77709,-121.76187,1388,9.8,6203.1,219,TRUE,-1898.814414,-974.7347232,SW,SW,TRUE,,SW,Qra
729,6977.3,46.77702,-121.76195,1388,9.8,6212.8,219,TRUE,-1904.908935,-982.5183679,SW,SW,TRUE,,SW,Qra
730,6986.8,46.77695,-121.76203,1388,9.9,6222.6,219,FALSE,-1911.003472,-990.3020127,SW,SW,TRUE,,SW,Qra
731,6996.4,46.77688,-121.76211,1387,9.9,6232.4,219,TRUE,-1917.098025,-998.0856575,SW,SW,TRUE,,SW,Qra
732,7006,46.77682,-121.76219,1386,9.9,6242.2,219,TRUE,-1923.192237,-1004.757353,SW,SW,TRUE,,SW,Qra
733,7015.5,46.77675,-121.76227,1386,9.9,6252,218,TRUE,-1929.286821,-1012.540998,SW,SW,TRUE,,SW,Qra
734,7025.1,46.7767,-121.76232,1386,10.8,6258.7,218,TRUE,-1933.096168,-1018.100744,SW,SW,TRUE,,SW,Qra
735,7034.7,46.77665,-121.76238,1386,12.3,6265.4,217,TRUE,-1937.667034,-1023.66049,SW,SW,TRUE,,SW,Qra
736,7044.3,46.7766,-121.76243,1386,13.9,6272.1,217,TRUE,-1941.476396,-1029.220237,SW,SW,TRUE,,SW,Qra
737,7053.8,46.77655,-121.76248,1385,13.9,6278.8,217,TRUE,-1945.285765,-1034.779983,SW,SW,TRUE,,SW,Qra
738,7063.4,46.77651,-121.76253,1385,13.9,6285.5,217,TRUE,-1949.094779,-1039.22778,SW,SW,TRUE,,SW,Qra
739,7073,46.77646,-121.76259,1385,13.9,6292.2,211,TRUE,-1953.665676,-1044.787526,SSW,SW,TRUE,,SW,Qra
740,7082.5,46.77636,-121.76264,1385,11.2,6304.2,206,TRUE,-1957.476884,-1055.907019,SSW,SW,TRUE,,SW,Qra
741,7092.1,46.77625,-121.7627,1384,10.6,6316.3,201,TRUE,-1962.049988,-1068.13846,SSW,SW,TRUE,,SW,Qra
742,7101.7,46.77615,-121.76275,1384,13.3,6328.3,201,TRUE,-1965.861226,-1079.257953,SSW,S,TRUE,,SW,Qra
743,7111.3,46.77605,-121.76281,1383,13.3,6340.3,201,TRUE,-1970.433998,-1090.377445,SSW,S,TRUE,,SW,Qra
744,7120.8,46.77595,-121.76287,1383,13.3,6352.4,197,TRUE,-1975.006788,-1101.496938,SSW,S,TRUE,,SW,Qra
745,7130.4,46.77586,-121.76289,1382,12.3,6362.5,193,TRUE,-1976.533135,-1111.504481,SSW,S,TRUE,,SW,Qra
746,7140,46.77577,-121.76291,1382,11.3,6372.6,189,TRUE,-1978.059487,-1121.512024,S,S,TRUE,,SW,Qra
747,7149.5,46.77568,-121.76293,1382,10.3,6382.7,189,TRUE,-1979.585844,-1131.519568,S,S,TRUE,,SW,Qra
748,7159.1,46.77559,-121.76295,1381,10.3,6392.7,189,TRUE,-1981.112206,-1141.527111,S,S,TRUE,,SW,Qra
749,7168.7,46.77552,-121.76297,1381,9.9,6400.6,189,TRUE,-1982.637837,-1149.310756,S,S,TRUE,,SW,Qra
750,7178.2,46.77545,-121.76298,1380,11,6408.5,188,TRUE,-1983.401943,-1157.0944,S,S,TRUE,,SW,Qra
751,7187.8,46.77538,-121.763,1380,12.1,6416.4,188,TRUE,-1984.927581,-1164.878045,S,S,TRUE,,SW,Qra
752,7197.4,46.77531,-121.76301,1379,12.1,6424.3,188,TRUE,-1985.691692,-1172.66169,S,S,TRUE,,SW,Qra
753,7207,46.77524,-121.76303,1379,12.1,6432.2,188,TRUE,-1987.217337,-1180.445335,S,S,TRUE,,SW,Qra
754,7216.5,46.77516,-121.76305,1378,11.3,6441.7,189,TRUE,-1988.743355,-1189.340928,S,S,TRUE,,SW,Qra
755,7226.1,46.77507,-121.76307,1378,10.4,6451.2,189,TRUE,-1990.269747,-1199.348472,S,S,TRUE,,SW,Qra
756,7235.7,46.77499,-121.76308,1377,9.6,6460.8,189,TRUE,-1991.034239,-1208.244066,S,S,TRUE,,SW,Qra
757,7245.2,46.7749,-121.7631,1376,9.6,6470.3,189,TRUE,-1992.56064,-1218.251609,S,S,TRUE,,SW,Qra
758,7254.8,46.77473,-121.76314,1376,14.2,6489.3,189,TRUE,-1995.613086,-1237.154746,S,S,TRUE,,SW,Qra
759,7264.4,46.77457,-121.76318,1375,19,6508.3,192,TRUE,-1998.66518,-1254.945934,SSW,S,TRUE,,SW,Qra
760,7274,46.77452,-121.7632,1375,16.7,6513.2,195,FALSE,-2000.19012,-1260.50568,SSW,S,TRUE,,SW,Qra
761,7283.5,46.77448,-121.76322,1374,9.7,6518.2,198,FALSE,-2001.71469,-1264.953477,SSW,S,TRUE,,SW,Qra
762,7293.1,46.77444,-121.76324,1374,16.5,6523.2,198,FALSE,-2003.239263,-1269.401274,SSW,S,TRUE,,SW,Qra
763,7302.7,46.7744,-121.76326,1374,16.5,6528.1,198,FALSE,-2004.763839,-1273.849071,SSW,S,TRUE,,SW,Qra
764,7312.2,46.77435,-121.76328,1374,16.5,6533.1,198,FALSE,-2006.288789,-1279.408817,SSW,S,TRUE,,SW,Qra
765,7321.8,46.77431,-121.7633,1373,16.5,6538.1,198,FALSE,-2007.813369,-1283.856614,SSW,S,TRUE,,SW,Qra
766,7331.4,46.77427,-121.76332,1373,16.5,6543,198,FALSE,-2009.337951,-1288.304411,SSW,S,TRUE,,SW,Qra
767,7341,46.77423,-121.76335,1373,16.5,6548,198,TRUE,-2011.624082,-1292.752208,SSW,S,TRUE,,SW,Qra
768,7350.5,46.77418,-121.76337,1373,16.5,6553,198,FALSE,-2013.149043,-1298.311955,SSW,S,TRUE,,SW,Qra
769,7360.1,46.77414,-121.76339,1372,16.5,6557.9,198,TRUE,-2014.673633,-1302.759751,SSW,S,TRUE,,SW,Qra
770,7369.7,46.7741,-121.76341,1372,16.5,6562.9,206,TRUE,-2016.198225,-1307.207548,SSW,S,TRUE,,SW,Qra
771,7379.2,46.77405,-121.76347,1372,15.4,6569.9,213,TRUE,-2020.769389,-1312.767295,SSW,SW,TRUE,,SW,Qra
772,7388.8,46.774,-121.76353,1372,14.4,6577,221,TRUE,-2025.340561,-1318.327041,SW,SW,TRUE,,SW,Qra
773,7398.4,46.77396,-121.76359,1371,13.4,6584,221,TRUE,-2029.911365,-1322.774838,SW,SW,TRUE,,SW,Qra
774,7408,46.77391,-121.76365,1371,13.4,6591,221,TRUE,-2034.482553,-1328.334584,SW,SW,TRUE,,SW,Qra
775,7417.5,46.77386,-121.76371,1371,13.4,6598.1,225,TRUE,-2039.05375,-1333.89433,SW,SW,TRUE,,SW,Qra
776,7427.1,46.7738,-121.76383,1371,11.3,6609.2,230,TRUE,-2048.194647,-1340.566026,SW,SW,TRUE,,SW,Qra
777,7436.7,46.77374,-121.76395,1370,9.9,6620.3,234,TRUE,-2057.335565,-1347.237721,SW,SW,TRUE,,SW,Qra
778,7446.2,46.77369,-121.76407,1370,11.9,6631.5,234,TRUE,-2066.47612,-1352.797467,SW,SW,TRUE,,SW,Qra
779,7455.8,46.77363,-121.76418,1369,11.9,6642.6,234,TRUE,-2074.855522,-1359.469163,SW,SW,TRUE,,SW,Qra
780,7465.4,46.77357,-121.7643,1369,11.9,6653.8,235,TRUE,-2083.996498,-1366.140858,SW,SW,TRUE,,SW,Qra
781,7475,46.77352,-121.76441,1368,11.3,6663.7,235,TRUE,-2092.37555,-1371.700604,SW,SW,TRUE,,SW,Qra
782,7484.5,46.77347,-121.76452,1368,10.7,6673.7,235,TRUE,-2100.754618,-1377.260351,SW,SW,TRUE,,SW,Qra
783,7494.1,46.77342,-121.76463,1368,10.2,6683.6,235,TRUE,-2109.133701,-1382.820097,SW,SW,TRUE,,SW,Qra
784,7503.7,46.77337,-121.76473,1367,10.2,6693.6,235,TRUE,-2116.751241,-1388.379843,SW,SW,TRUE,,SW,Qra
785,7513.2,46.77333,-121.76481,1367,10.6,6700.2,235,TRUE,-2122.845284,-1392.82764,SW,SW,TRUE,,SW,Qra
786,7522.8,46.7733,-121.76488,1366,12.3,6706.9,235,TRUE,-2128.177381,-1396.163488,SW,SW,TRUE,,SW,Qra
787,7532.4,46.77326,-121.76495,1366,14,6713.5,235,TRUE,-2133.50988,-1400.611285,SW,SW,TRUE,,SW,Qra
788,7541.9,46.77323,-121.76502,1366,14,6720.2,235,TRUE,-2138.84199,-1403.947132,SW,SW,TRUE,,SW,Qra
789,7551.5,46.7732,-121.76509,1365,14,6726.8,235,TRUE,-2144.174106,-1407.28298,SW,SW,TRUE,,SW,Qra
790,7561.1,46.77316,-121.76516,1365,14,6733.4,235,TRUE,-2149.506626,-1411.730777,SW,SW,TRUE,,SW,Qra
791,7570.7,46.77308,-121.76531,1364,10.2,6747.7,234,TRUE,-2160.933254,-1420.626371,SW,SW,TRUE,,SW,Qra
792,7580.2,46.77301,-121.76546,1364,12.8,6762,233,TRUE,-2172.359513,-1428.410016,SW,SW,TRUE,,SW,Qra
793,7589.8,46.77293,-121.76561,1364,16.6,6776.2,233,TRUE,-2183.786206,-1437.30561,SW,SW,TRUE,,SW,Qra
794,7599.4,46.77285,-121.76576,1363,16.6,6790.5,228,TRUE,-2195.212934,-1446.201204,SW,SW,TRUE,,SW,Qra
795,7608.9,46.77279,-121.76584,1363,14.2,6799.9,224,TRUE,-2201.307911,-1452.872899,SW,SW,TRUE,,SW,Qra
796,7618.5,46.77272,-121.76592,1362,11.7,6809.2,219,TRUE,-2207.403311,-1460.656544,SW,SSW,TRUE,,SW,Qra
797,7628.1,46.77266,-121.76599,1362,9.9,6818.6,219,TRUE,-2212.736748,-1467.328239,SW,SSW,TRUE,,SW,Qra
798,7637.7,46.77259,-121.76607,1362,9.9,6827.9,214,TRUE,-2218.832178,-1475.111884,SW,SSW,TRUE,,SW,Qra
799,7647.2,46.77253,-121.76611,1362,11,6835,208,TRUE,-2221.88093,-1481.783579,SSW,SSW,TRUE,,SW,Qra
