Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology
3105,29718,46.73957,-121.90805,635,9.7,27353.4,248,FALSE,-13039.56212,-5146.767815,WSW,WSW,TRUE,,W,To
3106,29727.5,46.73953,-121.90816,635,9.7,27362.9,245,FALSE,-13047.95416,-5151.21561,WSW,WSW,TRUE,,W,To
3107,29737.1,46.73949,-121.90827,635,9.7,27372.4,242,FALSE,-13056.34621,-5155.663406,WSW,WSW,TRUE,,W,To
3108,29746.7,46.73945,-121.90838,634,9.7,27382,240,FALSE,-13064.73828,-5160.111202,WSW,WSW,TRUE,,W,To
3109,29756.2,46.7394,-121.90848,634,9.6,27391.5,240,FALSE,-13072.37074,-5165.670946,WSW,WSW,TRUE,,W,To
3110,29765.8,46.73936,-121.90859,633,9.6,27401.1,239,FALSE,-13080.76283,-5170.118742,WSW,WSW,TRUE,,W,To
3111,29775.4,46.73932,-121.9087,633,9.6,27410.6,238,FALSE,-13089.15494,-5174.566537,WSW,WSW,TRUE,,W,To
3112,29785,46.73927,-121.9088,633,9.6,27420.1,237,FALSE,-13096.78744,-5180.126282,WSW,WSW,TRUE,,W,To
3113,29794.5,46.73922,-121.90891,632,9.6,27429.7,236,FALSE,-13105.182,-5185.686026,SW,WSW,TRUE,,W,To
3114,29804.1,46.73917,-121.90901,632,9.6,27439.2,236,FALSE,-13112.81454,-5191.245771,SW,WSW,TRUE,,W,To
3115,29813.7,46.73913,-121.90912,632,9.6,27448.7,236,FALSE,-13121.20669,-5195.693566,SW,WSW,TRUE,,W,To
3116,29823.2,46.73908,-121.90921,632,9.8,27458,236,FALSE,-13128.07722,-5201.253311,SW,WSW,TRUE,,W,To
3117,29832.8,46.73903,-121.90931,632,10,27467,235,FALSE,-13135.7098,-5206.813055,SW,WSW,TRUE,,W,To
3118,29842.4,46.73898,-121.90941,631,10.2,27476.1,235,FALSE,-13143.34239,-5212.3728,SW,WSW,TRUE,,W,To
3119,29851.9,46.73894,-121.90951,631,10.3,27485.2,235,FALSE,-13150.97255,-5216.820595,SW,WSW,TRUE,,W,To
3120,29861.5,46.73889,-121.9096,631,10.3,27494.3,237,TRUE,-13157.84313,-5222.38034,WSW,WSW,TRUE,,W,To
3121,29871.1,46.73885,-121.90972,631,9.9,27504.1,239,TRUE,-13166.9974,-5226.828136,WSW,WSW,TRUE,,W,To
3122,29880.7,46.7388,-121.90983,631,9.6,27514,241,TRUE,-13175.39209,-5232.38788,WSW,WSW,TRUE,,W,To
3123,29890.2,46.73876,-121.90994,630,10,27523.9,241,TRUE,-13183.78435,-5236.835676,WSW,WSW,TRUE,,W,To
3124,29899.8,46.73872,-121.91006,630,10,27533.7,241,TRUE,-13192.93867,-5241.283471,WSW,WSW,TRUE,,W,To
3125,29909.4,46.73868,-121.91017,630,10,27543.6,241,TRUE,-13201.33095,-5245.731267,WSW,WSW,TRUE,,W,To
3126,29918.9,46.73864,-121.91028,630,10,27553.4,250,TRUE,-13209.72325,-5250.179062,WSW,WSW,TRUE,,W,To
3127,29928.5,46.73863,-121.91046,630,11.7,27566.8,258,FALSE,-13223.44253,-5251.291011,WSW,WSW,TRUE,,W,To
3128,29938.1,46.73862,-121.91063,629,13.5,27580.1,266,TRUE,-13236.39976,-5252.40296,W,WSW,TRUE,RIVER,NW,To
3129,29947.7,46.73861,-121.91081,628,15.2,27593.4,266,TRUE,-13250.11905,-5253.514909,W,WSW,TRUE,RIVER,NW,To
3130,29957.2,46.7386,-121.91098,628,15.2,27606.7,270,TRUE,-13263.0763,-5254.626858,W,WSW,TRUE,RIVER,NW,To
3131,29966.8,46.73861,-121.91108,628,12.4,27614.5,275,TRUE,-13270.6943,-5253.514909,W,NW,TRUE,RIVER,NW,To
3132,29976.4,46.73862,-121.91118,628,9.7,27622.4,280,TRUE,-13278.3123,-5252.40296,W,NW,TRUE,RIVER,NW,To
3133,29985.9,46.73864,-121.91128,627,12.2,27630.2,280,TRUE,-13285.92783,-5250.179062,W,NW,TRUE,RIVER,NW,To
3134,29995.5,46.73865,-121.91139,627,12.2,27638,287,TRUE,-13294.30787,-5249.067113,WNW,NW,TRUE,RIVER,NW,To
3135,30005.1,46.73868,-121.91146,627,12.9,27644.5,295,TRUE,-13299.63479,-5245.731267,WNW,NW,TRUE,RIVER,NW,To
3136,30014.7,46.73871,-121.91153,627,13.5,27651,303,TRUE,-13304.9617,-5242.39542,WNW,NW,TRUE,RIVER,NW,To
3137,30024.2,46.73874,-121.9116,627,14.2,27657.5,303,TRUE,-13310.28861,-5239.059573,WNW,NW,TRUE,RIVER,NW,To
3138,30033.8,46.73877,-121.91167,626,14.2,27664,303,TRUE,-13315.61551,-5235.723727,WNW,NW,TRUE,RIVER,NW,To
3139,30043.4,46.73881,-121.91174,626,14.2,27670.4,303,TRUE,-13320.93994,-5231.275931,WNW,NW,TRUE,,NW,To
3140,30052.9,46.73884,-121.91181,626,14.2,27676.9,303,TRUE,-13326.26682,-5227.940084,WNW,NW,TRUE,,NW,To
3141,30062.5,46.73887,-121.91189,626,14.2,27683.4,310,TRUE,-13332.35575,-5224.604238,NW,NW,TRUE,,NW,To
3142,30072.1,46.73895,-121.91197,626,12,27694.4,317,FALSE,-13338.4323,-5215.708647,NW,NW,TRUE,,NW,To
3143,30081.7,46.73903,-121.91206,626,9.7,27705.3,324,FALSE,-13345.27087,-5206.813055,NW,NW,TRUE,,NW,To
3144,30091.2,46.73911,-121.91214,625,11.6,27716.3,324,FALSE,-13351.34738,-5197.917464,NW,NW,TRUE,,NW,To
3145,30100.8,46.73919,-121.91223,625,11.6,27727.2,325,TRUE,-13358.18592,-5189.021873,NW,NW,TRUE,,NW,To
3146,30110.4,46.73922,-121.91226,625,10.9,27731.4,326,FALSE,-13360.4646,-5185.686026,NW,NW,TRUE,,NW,To
3147,30119.9,46.73925,-121.91229,625,14.2,27735.6,327,FALSE,-13362.74327,-5182.35018,NNW,NW,TRUE,,NW,To
3148,30129.5,46.73928,-121.91232,624,17.6,27739.9,327,FALSE,-13365.02195,-5179.014333,NNW,NW,TRUE,,NW,To
3149,30139.1,46.73931,-121.91235,624,17.6,27744.1,327,FALSE,-13367.30062,-5175.678486,NNW,NW,TRUE,,NW,To
3150,30148.6,46.73935,-121.91238,624,17.6,27748.3,327,FALSE,-13369.57681,-5171.230691,NNW,NW,TRUE,,NW,To
3151,30158.2,46.73938,-121.91241,624,17.6,27752.5,327,FALSE,-13371.85548,-5167.894844,NNW,NW,TRUE,,NW,To
3152,30167.8,46.73941,-121.91244,624,17.6,27756.7,327,FALSE,-13374.13414,-5164.558997,NNW,NW,TRUE,,NW,To
3153,30177.4,46.73944,-121.91247,624,17.6,27760.9,327,FALSE,-13376.4128,-5161.223151,NNW,NW,TRUE,,NW,To
3154,30186.9,46.73947,-121.9125,623,17.6,27765.1,327,FALSE,-13378.69146,-5157.887304,NNW,NW,TRUE,,NW,To
3155,30196.5,46.73951,-121.91253,623,17.6,27769.4,327,FALSE,-13380.96764,-5153.439508,NNW,NW,TRUE,,NW,To
3156,30206.1,46.73954,-121.91256,623,17.6,27773.6,325,TRUE,-13383.24629,-5150.103662,NW,NW,TRUE,,NW,To
3157,30215.6,46.73959,-121.91263,623,15.8,27781.5,323,TRUE,-13388.56811,-5144.543917,NW,NW,TRUE,,NW,To
3158,30225.2,46.73965,-121.91269,622,13.9,27789.4,321,TRUE,-13393.1254,-5137.872224,NW,NW,TRUE,,NW,To
3159,30234.8,46.7397,-121.91276,622,12,27797.3,321,TRUE,-13398.44719,-5132.312479,NW,NW,TRUE,,NW,To
3160,30244.4,46.73976,-121.91282,622,12,27805.3,316,TRUE,-13403.00446,-5125.640786,NW,NW,TRUE,,NW,To
3161,30253.9,46.7398,-121.91291,622,12,27813.2,312,TRUE,-13409.85278,-5121.19299,NW,NW,TRUE,,NW,To
3162,30263.5,46.73984,-121.91299,622,12,27821.1,307,TRUE,-13415.93906,-5116.745194,NW,NW,TRUE,,NW,To
3163,30273.1,46.73989,-121.91307,621,12,27829,307,TRUE,-13422.02285,-5111.18545,NW,NW,TRUE,,NW,To
3164,30282.6,46.73993,-121.91316,621,12,27836.9,303,TRUE,-13428.87114,-5106.737654,WNW,NW,TRUE,,NW,To
3165,30292.2,46.73997,-121.91328,621,10.8,27847.3,298,TRUE,-13438.0055,-5102.289859,WNW,NW,TRUE,,NW,To
3166,30301.8,46.74001,-121.91341,621,9.6,27857.7,294,TRUE,-13447.90187,-5097.842063,WNW,NW,TRUE,,NW,To
3167,30311.4,46.74004,-121.91353,621,10.8,27868.1,293,TRUE,-13457.0387,-5094.506216,WNW,NW,TRUE,,NW,To
3168,30320.9,46.74007,-121.91362,621,9.9,27875.3,292,TRUE,-13463.88944,-5091.170369,WNW,NW,TRUE,,NW,To
3169,30330.5,46.74009,-121.91371,620,11.5,27882.5,292,TRUE,-13470.74267,-5088.946472,WNW,NW,TRUE,,NW,To
3170,30340.1,46.74012,-121.91379,620,13.1,27889.7,292,TRUE,-13476.83137,-5085.610625,WNW,NW,TRUE,,NW,To
3171,30349.6,46.74014,-121.91388,620,13.1,27897,297,TRUE,-13483.6846,-5083.386727,WNW,NW,TRUE,,NW,To
3172,30359.2,46.74017,-121.91394,621,13.9,27902.6,302,TRUE,-13488.24924,-5080.05088,WNW,NW,TRUE,,NW,To
3173,30368.8,46.7402,-121.914,621,14.7,27908.3,307,TRUE,-13492.81387,-5076.715034,NW,NW,TRUE,,NW,To
3174,30378.4,46.74023,-121.91406,622,15.4,27914,307,TRUE,-13497.37851,-5073.379187,NW,NW,TRUE,,NW,To
3175,30387.9,46.74026,-121.91412,622,15.4,27919.6,307,TRUE,-13501.94313,-5070.04334,NW,NW,TRUE,,NW,To
3176,30397.5,46.74029,-121.91418,623,15.4,27925.3,312,TRUE,-13506.50775,-5066.707493,NW,NW,TRUE,,NW,To
3177,30407.1,46.74039,-121.91429,623,11.4,27939,316,TRUE,-13514.86493,-5055.588004,NW,NW,TRUE,,NW,To
3178,30416.6,46.74048,-121.91441,622,11.8,27952.8,320,TRUE,-13523.98661,-5045.580464,NW,NW,TRUE,,NW,To
3179,30426.2,46.74058,-121.91452,622,15.8,27966.5,315,TRUE,-13532.34373,-5034.460975,NW,NW,TRUE,,NW,To
3180,30435.8,46.74062,-121.91462,622,13.1,27974.8,309,TRUE,-13539.95386,-5030.013179,NW,NW,TRUE,,NW,To
3181,30445.4,46.74066,-121.91471,621,10.4,27983.1,303,TRUE,-13546.80197,-5025.565383,WNW,NW,TRUE,,NW,To
3182,30454.9,46.7407,-121.9148,621,11.5,27991.4,297,TRUE,-13553.65007,-5021.117588,WNW,NW,TRUE,,NW,To
3183,30464.5,46.74072,-121.91491,620,11.1,28000.4,290,TRUE,-13562.02722,-5018.89369,WNW,NW,TRUE,,NW,To
3184,30474.1,46.74074,-121.91503,620,10.8,28009.4,284,TRUE,-13571.16638,-5016.669792,WNW,NW,TRUE,,NW,To
3185,30483.6,46.74076,-121.91514,620,10.4,28018.4,284,TRUE,-13579.54352,-5014.445894,WNW,NW,TRUE,,NW,To
3186,30493.2,46.74078,-121.91526,619,10.4,28027.4,283,TRUE,-13588.68266,-5012.221996,WNW,NW,TRUE,,NW,To
3187,30502.8,46.74079,-121.91533,619,12.1,28032.9,282,TRUE,-13594.01425,-5011.110047,WNW,NW,TRUE,,NW,To
3188,30512.3,46.7408,-121.9154,619,13.9,28038.5,281,TRUE,-13599.34583,-5009.998099,W,NW,TRUE,,NW,To
3189,30521.9,46.74081,-121.91547,619,15.6,28044,281,TRUE,-13604.67742,-5008.88615,W,NW,TRUE,,NW,To
3190,30531.5,46.74082,-121.91554,619,15.6,28049.6,,TRUE,-13610.009,-5007.774201,-,,,,,
3191,30541.1,,,,,,,FALSE,,,-,,,,,
3192,30550.6,,,,,,,FALSE,,,-,,,,,
3193,30560.2,,,,,,,FALSE,,,-,,,,,
3194,30569.8,,,,,,,FALSE,,,-,,,,,
3195,30579.3,,,,,,,FALSE,,,-,,,,,
3196,30588.9,,,,,,,FALSE,,,-,,,,,
3197,30598.5,,,,,,,FALSE,,,-,,,,,
3198,30608.1,,,,,,,FALSE,,,-,,,,,
3199,30617.6,,,,,,,FALSE,,,-,,,,,
3200,30627.2,,,,,,,FALSE,,,-,,,,,
3201,30636.8,,,,,,,FALSE,,,-,,,,,
3202,30646.3,,,,,,,FALSE,,,-,,,,,
3203,30655.9,,,,,,,FALSE,,,-,,,,,
3204,30665.5,,,,,,,FALSE,,,-,,,,,
3205,30675.1,,,,,,,FALSE,,,-,,,,,
3206,30684.6,,,,,,,FALSE,,,-,,,,,
3207,30694.2,,,,,,,FALSE,,,-,,,,,
3208,30703.8,,,,,,,FALSE,,,-,,,,,
3209,30713.3,,,,,,,FALSE,,,-,,,,,
3210,30722.9,,,,,,,FALSE,,,-,,,,,
3211,30732.5,,,,,,,FALSE,,,-,,,,,
3212,30742.1,,,,,,,FALSE,,,-,,,,,
3213,30751.6,,,,,,,FALSE,,,-,,,,,
3214,30761.2,,,,,,,FALSE,,,-,,,,,
3215,30770.8,,,,,,,FALSE,,,-,,,,,
3216,30780.3,,,,,,,FALSE,,,-,,,,,
3217,30789.9,,,,,,,FALSE,,,-,,,,,
3218,30799.5,,,,,,,FALSE,,,-,,,,,
3219,30809,,,,,,,FALSE,,,-,,,,,
3220,30818.6,,,,,,,FALSE,,,-,,,,,
3221,30828.2,,,,,,,FALSE,,,-,,,,,
3222,30837.8,,,,,,,FALSE,,,-,,,,,
3223,30847.3,,,,,,,FALSE,,,-,,,,,
3224,30856.9,,,,,,,FALSE,,,-,,,,,
3225,30866.5,,,,,,,FALSE,,,-,,,,,
3226,30876,,,,,,,FALSE,,,-,,,,,
3227,30885.6,,,,,,,FALSE,,,-,,,,,
3228,30895.2,,,,,,,FALSE,,,-,,,,,
3229,30904.8,,,,,,,FALSE,,,-,,,,,
3230,30914.3,,,,,,,FALSE,,,-,,,,,
3231,30923.9,,,,,,,FALSE,,,-,,,,,
3232,30933.5,,,,,,,FALSE,,,-,,,,,
3233,30943,,,,,,,FALSE,,,-,,,,,
3234,30952.6,,,,,,,FALSE,,,-,,,,,
3235,30962.2,,,,,,,FALSE,,,-,,,,,
3236,30971.8,,,,,,,FALSE,,,-,,,,,
3237,30981.3,,,,,,,FALSE,,,-,,,,,
3238,30990.9,,,,,,,FALSE,,,-,,,,,
3239,31000.5,,,,,,,FALSE,,,-,,,,,
3240,31010,,,,,,,FALSE,,,-,,,,,
3241,31019.6,,,,,,,FALSE,,,-,,,,,
3242,31029.2,,,,,,,FALSE,,,-,,,,,
3243,31038.8,,,,,,,FALSE,,,-,,,,,
3244,31048.3,,,,,,,FALSE,,,-,,,,,
3245,31057.9,,,,,,,FALSE,,,-,,,,,
3246,31067.5,,,,,,,FALSE,,,-,,,,,
3247,31077,,,,,,,FALSE,,,-,,,,,
3248,31086.6,,,,,,,FALSE,,,-,,,,,
3249,31096.2,,,,,,,FALSE,,,-,,,,,
3250,31105.8,,,,,,,FALSE,,,-,,,,,
3251,31115.3,,,,,,,FALSE,,,-,,,,,
3252,31124.9,,,,,,,FALSE,,,-,,,,,
3253,31134.5,,,,,,,FALSE,,,-,,,,,
3254,31144,,,,,,,FALSE,,,-,,,,,
3255,31153.6,,,,,,,FALSE,,,-,,,,,
3256,31163.2,,,,,,,FALSE,,,-,,,,,
3257,31172.7,,,,,,,FALSE,,,-,,,,,
3258,31182.3,,,,,,,FALSE,,,-,,,,,
3259,31191.9,,,,,,,FALSE,,,-,,,,,
3260,31201.5,,,,,,,FALSE,,,-,,,,,
3261,31211,,,,,,,FALSE,,,-,,,,,
3262,31220.6,,,,,,,FALSE,,,-,,,,,
3263,31230.2,,,,,,,FALSE,,,-,,,,,
3264,31239.7,,,,,,,FALSE,,,-,,,,,
3265,31249.3,,,,,,,FALSE,,,-,,,,,
3266,31258.9,,,,,,,FALSE,,,-,,,,,
3267,31268.5,,,,,,,FALSE,,,-,,,,,
3268,31278,,,,,,,FALSE,,,-,,,,,
3269,31287.6,,,,,,,FALSE,,,-,,,,,
3270,31297.2,,,,,,,FALSE,,,-,,,,,
3271,31306.7,,,,,,,FALSE,,,-,,,,,
3272,31316.3,,,,,,,FALSE,,,-,,,,,
3273,31325.9,,,,,,,FALSE,,,-,,,,,
3274,31335.5,,,,,,,FALSE,,,-,,,,,
3275,31345,,,,,,,FALSE,,,-,,,,,
3276,31354.6,,,,,,,FALSE,,,-,,,,,
3277,31364.2,,,,,,,FALSE,,,-,,,,,
3278,31373.7,,,,,,,FALSE,,,-,,,,,
3279,31383.3,,,,,,,FALSE,,,-,,,,,
3280,31392.9,,,,,,,FALSE,,,-,,,,,
3281,31402.5,,,,,,,FALSE,,,-,,,,,
3282,31412,,,,,,,FALSE,,,-,,,,,
3283,31421.6,,,,,,,FALSE,,,-,,,,,
3284,31431.2,,,,,,,FALSE,,,-,,,,,
3285,31440.7,,,,,,,FALSE,,,-,,,,,
3286,31450.3,,,,,,,FALSE,,,-,,,,,
3287,31459.9,,,,,,,FALSE,,,-,,,,,
3288,31469.4,,,,,,,FALSE,,,-,,,,,
3289,31479,,,,,,,FALSE,,,-,,,,,
3290,31488.6,,,,,,,FALSE,,,-,,,,,
3291,31498.2,,,,,,,FALSE,,,-,,,,,
3292,31507.7,,,,,,,FALSE,,,-,,,,,
3293,31517.3,,,,,,,FALSE,,,-,,,,,
3294,31526.9,,,,,,,FALSE,,,-,,,,,
3295,31536.4,,,,,,,FALSE,,,-,,,,,
3296,31546,,,,,,,FALSE,,,-,,,,,
3297,31555.6,,,,,,,FALSE,,,-,,,,,
3298,31565.2,,,,,,,FALSE,,,-,,,,,
3299,31574.7,,,,,,,FALSE,,,-,,,,,
3300,31584.3,,,,,,,FALSE,,,-,,,,,
3301,31593.9,,,,,,,FALSE,,,-,,,,,
3302,31603.4,,,,,,,FALSE,,,-,,,,,
3303,31613,,,,,,,FALSE,,,-,,,,,
3304,31622.6,,,,,,,FALSE,,,-,,,,,
3305,31632.2,,,,,,,FALSE,,,-,,,,,
3306,31641.7,,,,,,,FALSE,,,-,,,,,
3307,31651.3,,,,,,,FALSE,,,-,,,,,
3308,31660.9,,,,,,,FALSE,,,-,,,,,
3309,31670.4,,,,,,,FALSE,,,-,,,,,
3310,31680,,,,,,,FALSE,,,-,,,,,
3311,31689.6,,,,,,,FALSE,,,-,,,,,
3312,31699.2,,,,,,,FALSE,,,-,,,,,
3313,31708.7,,,,,,,FALSE,,,-,,,,,
3314,31718.3,,,,,,,FALSE,,,-,,,,,
3315,31727.9,,,,,,,FALSE,,,-,,,,,
3316,31737.4,,,,,,,FALSE,,,-,,,,,
3317,31747,,,,,,,FALSE,,,-,,,,,
3318,31756.6,,,,,,,FALSE,,,-,,,,,
3319,31766.1,,,,,,,FALSE,,,-,,,,,
3320,31775.7,,,,,,,FALSE,,,-,,,,,
3321,31785.3,,,,,,,FALSE,,,-,,,,,
3322,31794.9,,,,,,,FALSE,,,-,,,,,
3323,31804.4,,,,,,,FALSE,,,-,,,,,
3324,31814,,,,,,,FALSE,,,-,,,,,
3325,31823.6,,,,,,,FALSE,,,-,,,,,
3326,31833.1,,,,,,,FALSE,,,-,,,,,
3327,31842.7,,,,,,,FALSE,,,-,,,,,
3328,31852.3,,,,,,,FALSE,,,-,,,,,
3329,31861.9,,,,,,,FALSE,,,-,,,,,
3330,31871.4,,,,,,,FALSE,,,-,,,,,
3331,31881,,,,,,,FALSE,,,-,,,,,
3332,31890.6,,,,,,,FALSE,,,-,,,,,
3333,31900.1,,,,,,,FALSE,,,-,,,,,
3334,31909.7,,,,,,,FALSE,,,-,,,,,
3335,31919.3,,,,,,,FALSE,,,-,,,,,
3336,31928.9,,,,,,,FALSE,,,-,,,,,
3337,31938.4,,,,,,,FALSE,,,-,,,,,
3338,31948,,,,,,,FALSE,,,-,,,,,
3339,31957.6,,,,,,,FALSE,,,-,,,,,
3340,31967.1,,,,,,,FALSE,,,-,,,,,
3341,31976.7,,,,,,,FALSE,,,-,,,,,
3342,31986.3,,,,,,,FALSE,,,-,,,,,
3343,31995.9,,,,,,,FALSE,,,-,,,,,
3344,32005.4,,,,,,,FALSE,,,-,,,,,
3345,32015,,,,,,,FALSE,,,-,,,,,
3346,32024.6,,,,,,,FALSE,,,-,,,,,
3347,32034.1,,,,,,,FALSE,,,-,,,,,
3348,32043.7,,,,,,,FALSE,,,-,,,,,
3349,32053.3,,,,,,,FALSE,,,-,,,,,
3350,32062.8,,,,,,,FALSE,,,-,,,,,
3351,32072.4,,,,,,,FALSE,,,-,,,,,
3352,32082,,,,,,,FALSE,,,-,,,,,
3353,32091.6,,,,,,,FALSE,,,-,,,,,
3354,32101.1,,,,,,,FALSE,,,-,,,,,
3355,32110.7,,,,,,,FALSE,,,-,,,,,
3356,32120.3,,,,,,,FALSE,,,-,,,,,
3357,32129.8,,,,,,,FALSE,,,-,,,,,
3358,32139.4,,,,,,,FALSE,,,-,,,,,
3359,32149,,,,,,,FALSE,,,-,,,,,
3360,32158.6,,,,,,,FALSE,,,-,,,,,
3361,32168.1,,,,,,,FALSE,,,-,,,,,
3362,32177.7,,,,,,,FALSE,,,-,,,,,
3363,32187.3,,,,,,,FALSE,,,-,,,,,
3364,32196.8,,,,,,,FALSE,,,-,,,,,
3365,32206.4,,,,,,,FALSE,,,-,,,,,
3366,32216,,,,,,,FALSE,,,-,,,,,
3367,32225.6,,,,,,,FALSE,,,-,,,,,
3368,32235.1,,,,,,,FALSE,,,-,,,,,
3369,32244.7,,,,,,,FALSE,,,-,,,,,
3370,32254.3,,,,,,,FALSE,,,-,,,,,
3371,32263.8,,,,,,,FALSE,,,-,,,,,
3372,32273.4,,,,,,,FALSE,,,-,,,,,
3373,32283,,,,,,,FALSE,,,-,,,,,
3374,32292.6,,,,,,,FALSE,,,-,,,,,
3375,32302.1,,,,,,,FALSE,,,-,,,,,
3376,32311.7,,,,,,,FALSE,,,-,,,,,
3377,32321.3,,,,,,,FALSE,,,-,,,,,
3378,32330.8,,,,,,,FALSE,,,-,,,,,
3379,32340.4,,,,,,,FALSE,,,-,,,,,
3380,32350,,,,,,,FALSE,,,-,,,,,
3381,32359.6,,,,,,,FALSE,,,-,,,,,
3382,32369.1,,,,,,,FALSE,,,-,,,,,
3383,32378.7,,,,,,,FALSE,,,-,,,,,
3384,32388.3,,,,,,,FALSE,,,-,,,,,
3385,32397.8,,,,,,,FALSE,,,-,,,,,
3386,32407.4,,,,,,,FALSE,,,-,,,,,
3387,32417,,,,,,,FALSE,,,-,,,,,
3388,32426.5,,,,,,,FALSE,,,-,,,,,
3389,32436.1,,,,,,,FALSE,,,-,,,,,
3390,32445.7,,,,,,,FALSE,,,-,,,,,
3391,32455.3,,,,,,,FALSE,,,-,,,,,
3392,32464.8,,,,,,,FALSE,,,-,,,,,
3393,32474.4,,,,,,,FALSE,,,-,,,,,
3394,32484,,,,,,,FALSE,,,-,,,,,
3395,32493.5,,,,,,,FALSE,,,-,,,,,
3396,32503.1,,,,,,,FALSE,,,-,,,,,
3397,32512.7,,,,,,,FALSE,,,-,,,,,
3398,32522.3,,,,,,,FALSE,,,-,,,,,
3399,32531.8,,,,,,,FALSE,,,-,,,,,
3400,32541.4,,,,,,,FALSE,,,-,,,,,
3401,32551,,,,,,,FALSE,,,-,,,,,
3402,32560.5,,,,,,,FALSE,,,-,,,,,
3403,32570.1,,,,,,,FALSE,,,-,,,,,
3404,32579.7,,,,,,,FALSE,,,-,,,,,
3405,32589.3,,,,,,,FALSE,,,-,,,,,
3406,32598.8,,,,,,,FALSE,,,-,,,,,
3407,32608.4,,,,,,,FALSE,,,-,,,,,
3408,32618,,,,,,,FALSE,,,-,,,,,
3409,32627.5,,,,,,,FALSE,,,-,,,,,
3410,32637.1,,,,,,,FALSE,,,-,,,,,
3411,32646.7,,,,,,,FALSE,,,-,,,,,
3412,32656.3,,,,,,,FALSE,,,-,,,,,
3413,32665.8,,,,,,,FALSE,,,-,,,,,
3414,32675.4,,,,,,,FALSE,,,-,,,,,
3415,32685,,,,,,,FALSE,,,-,,,,,
3416,32694.5,,,,,,,FALSE,,,-,,,,,
3417,32704.1,,,,,,,FALSE,,,-,,,,,
3418,32713.7,,,,,,,FALSE,,,-,,,,,
3419,32723.2,,,,,,,FALSE,,,-,,,,,
3420,32732.8,,,,,,,FALSE,,,-,,,,,
3421,32742.4,,,,,,,FALSE,,,-,,,,,
3422,32752,,,,,,,FALSE,,,-,,,,,
3423,32761.5,,,,,,,FALSE,,,-,,,,,
3424,32771.1,,,,,,,FALSE,,,-,,,,,
3425,32780.7,,,,,,,FALSE,,,-,,,,,
3426,32790.2,,,,,,,FALSE,,,-,,,,,
3427,32799.8,,,,,,,FALSE,,,-,,,,,
3428,32809.4,,,,,,,FALSE,,,-,,,,,
3429,32819,,,,,,,FALSE,,,-,,,,,
3430,32828.5,,,,,,,FALSE,,,-,,,,,
3431,32838.1,,,,,,,FALSE,,,-,,,,,
3432,32847.7,,,,,,,FALSE,,,-,,,,,
3433,32857.2,,,,,,,FALSE,,,-,,,,,
3434,32866.8,,,,,,,FALSE,,,-,,,,,
3435,32876.4,,,,,,,FALSE,,,-,,,,,
3436,32886,,,,,,,FALSE,,,-,,,,,
3437,32895.5,,,,,,,FALSE,,,-,,,,,
3438,32905.1,,,,,,,FALSE,,,-,,,,,
3439,32914.7,,,,,,,FALSE,,,-,,,,,
3440,32924.2,,,,,,,FALSE,,,-,,,,,
3441,32933.8,,,,,,,FALSE,,,-,,,,,
3442,32943.4,,,,,,,FALSE,,,-,,,,,
3443,32953,,,,,,,FALSE,,,-,,,,,
3444,32962.5,,,,,,,FALSE,,,-,,,,,
3445,32972.1,,,,,,,FALSE,,,-,,,,,
3446,32981.7,,,,,,,FALSE,,,-,,,,,
3447,32991.2,,,,,,,FALSE,,,-,,,,,
3448,33000.8,,,,,,,FALSE,,,-,,,,,
3449,33010.4,,,,,,,FALSE,,,-,,,,,
3450,33019.9,,,,,,,FALSE,,,-,,,,,
3451,33029.5,,,,,,,FALSE,,,-,,,,,
3452,33039.1,,,,,,,FALSE,,,-,,,,,
3453,33048.7,,,,,,,FALSE,,,-,,,,,
3454,33058.2,,,,,,,FALSE,,,-,,,,,
3455,33067.8,,,,,,,FALSE,,,-,,,,,
3456,33077.4,,,,,,,FALSE,,,-,,,,,
3457,33086.9,,,,,,,FALSE,,,-,,,,,
3458,33096.5,,,,,,,FALSE,,,-,,,,,
3459,33106.1,,,,,,,FALSE,,,-,,,,,
3460,33115.7,,,,,,,FALSE,,,-,,,,,
3461,33125.2,,,,,,,FALSE,,,-,,,,,
3462,33134.8,,,,,,,FALSE,,,-,,,,,
3463,33144.4,,,,,,,FALSE,,,-,,,,,
3464,33153.9,,,,,,,FALSE,,,-,,,,,
3465,33163.5,,,,,,,FALSE,,,-,,,,,
3466,33173.1,,,,,,,FALSE,,,-,,,,,
3467,33182.7,,,,,,,FALSE,,,-,,,,,
3468,33192.2,,,,,,,FALSE,,,-,,,,,
3469,33201.8,,,,,,,FALSE,,,-,,,,,
3470,33211.4,,,,,,,FALSE,,,-,,,,,
3471,33220.9,,,,,,,FALSE,,,-,,,,,
3472,33230.5,,,,,,,FALSE,,,-,,,,,
3473,33240.1,,,,,,,FALSE,,,-,,,,,
3474,33249.7,,,,,,,FALSE,,,-,,,,,
3475,33259.2,,,,,,,FALSE,,,-,,,,,
3476,33268.8,,,,,,,FALSE,,,-,,,,,
3477,33278.4,,,,,,,FALSE,,,-,,,,,
3478,33287.9,,,,,,,FALSE,,,-,,,,,
3479,33297.5,,,,,,,FALSE,,,-,,,,,
