Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology,slope_deg
2821,26999.8,46.73775,-121.87791,690.0,15.4,24719.4,334.0,True,-10743.15634,-5349.142513,NNW,NW,True,,W,Qs,0.7944815754890442
2822,27009.4,46.73781,-121.87795,690.0,12.1,24726.3,336.0,False,-10746.19262,-5342.470819,NNW,NW,True,,W,Qs,1.1352676153182983
2823,27018.9,46.73786,-121.87798,690.0,10.4,24733.1,337.0,True,-10748.46883,-5336.911075,NNW,NW,True,,W,Qs,1.9434680938720703
2824,27028.5,46.73792,-121.87802,689.0,13.7,24739.9,337.0,True,-10751.5051,-5330.239382,NNW,NW,True,,W,Qs,1.6997038125991821
2825,27038.1,46.73798,-121.87805,689.0,13.7,24746.7,337.0,True,-10753.7793,-5323.567689,NNW,NW,True,,W,Qs,5.2282795906066895
2826,27047.6,46.73803,-121.87808,689.0,13.7,24753.5,339.0,True,-10756.0555,-5318.007944,NNW,NW,True,,W,Qs,0.15510152280330658
2827,27057.2,46.73812,-121.87813,689.0,12.2,24763.4,340.0,True,-10759.84781,-5308.000404,NNW,NW,True,,W,Qs,0.7968308925628662
2828,27066.8,46.7382,-121.87817,689.0,10.6,24773.3,342.0,True,-10762.88006,-5299.104813,NNW,NW,True,,W,Qs,0.05213103070855141
2829,27076.4,46.73829,-121.87821,688.0,10.1,24783.2,342.0,True,-10765.91031,-5289.097273,NNW,NW,True,,W,Qs,5.706647872924805
2830,27085.9,46.73837,-121.87825,688.0,10.1,24793.1,342.0,True,-10768.94254,-5280.201682,NNW,NW,True,,W,Qs,24.729703903198242
2831,27095.5,46.73846,-121.87829,688.0,10.1,24803.0,338.0,True,-10771.97276,-5270.194142,NNW,NW,True,,W,Qs,4.915282726287842
2832,27105.1,46.73854,-121.87837,688.0,10.8,24814.3,334.0,True,-10778.05316,-5261.298551,NNW,NW,True,,W,Qs,12.792197227478027
2833,27114.6,46.73863,-121.87844,687.0,11.5,24825.6,330.0,False,-10783.3695,-5251.291011,NNW,NW,True,,W,Qs,5.613649845123291
2834,27124.2,46.73872,-121.87852,687.0,12.2,24836.9,322.0,True,-10789.44787,-5241.283471,NW,NW,True,,W,Qs,4.797105312347412
2835,27133.8,46.73875,-121.87858,687.0,9.7,24843.3,315.0,True,-10794.01414,-5237.947624,NW,NW,True,,W,Qs,6.030939102172852
2836,27143.4,46.73879,-121.87865,687.0,11.9,24849.7,307.0,True,-10799.34045,-5233.499829,NW,NW,True,,W,Qs,3.2977349758148193
2837,27152.9,46.73882,-121.87872,687.0,14.3,24856.1,307.0,True,-10804.66875,-5230.163982,NW,NW,True,,W,Qs,7.965035915374756
2838,27162.5,46.73886,-121.87879,687.0,14.3,24862.5,307.0,True,-10809.99504,-5225.716187,NW,NW,True,,W,Qs,6.843387126922607
2839,27172.1,46.73889,-121.87885,687.0,14.3,24868.9,302.0,True,-10814.56129,-5222.38034,WNW,NW,True,,W,Qs,4.966151714324951
2840,27181.6,46.73895,-121.87905,687.0,9.8,24885.3,297.0,True,-10829.7901,-5215.708647,WNW,NW,True,,W,Qs,7.497589588165283
2841,27191.2,46.739,-121.87925,686.0,14.8,24901.7,291.0,True,-10845.0209,-5210.148902,WNW,NW,True,,W,Qs,4.322248935699463
2842,27200.8,46.73905,-121.87945,686.0,19.8,24918.1,292.0,True,-10860.25167,-5204.589158,WNW,NW,True,,W,Qs,0.7727877497673035
2843,27210.4,46.73908,-121.87954,686.0,15.0,24924.8,292.0,True,-10867.10399,-5201.253311,WNW,NW,True,,W,Qs,0.5674057006835938
2844,27219.9,46.7391,-121.87962,686.0,10.2,24931.6,292.0,True,-10873.19628,-5199.029413,WNW,NW,True,,W,Qs,1.8503726720809937
2845,27229.5,46.73912,-121.8797,686.0,13.8,24938.3,292.0,True,-10879.28857,-5196.805515,WNW,NW,True,,W,Qs,2.1281497478485107
2846,27239.1,46.73915,-121.87978,686.0,13.8,24945.1,292.0,True,-10885.37883,-5193.469669,WNW,NW,True,,W,Qs,3.036978244781494
2847,27248.6,46.73917,-121.87986,686.0,13.8,24951.9,293.0,True,-10891.47111,-5191.245771,WNW,NW,True,,W,Qs,2.4322259426116943
2848,27258.2,46.73921,-121.88001,686.0,11.1,24964.0,294.0,False,-10902.89361,-5186.797975,WNW,NW,True,,W,Qs,0.17020556330680847
2849,27267.8,46.73926,-121.88015,686.0,10.7,24976.2,294.0,False,-10913.55204,-5181.238231,WNW,NW,True,,W,Qs,0.5801309943199158
2850,27277.3,46.7393,-121.8803,685.0,13.4,24988.3,294.0,False,-10924.97451,-5176.790435,WNW,NW,True,,W,Qs,3.128999948501587
2851,27286.9,46.73935,-121.88045,685.0,13.4,25000.5,296.0,True,-10936.39493,-5171.230691,WNW,NW,True,,W,Qs,3.7138426303863525
2852,27296.5,46.7394,-121.88057,685.0,12.8,25011.3,297.0,True,-10945.52922,-5165.670946,WNW,NW,True,,W,Qs,1.4016789197921753
2853,27306.1,46.73944,-121.88069,684.0,12.1,25022.1,299.0,True,-10954.66553,-5161.223151,WNW,NW,True,,W,Qs,8.26008415222168
2854,27315.6,46.73949,-121.88082,684.0,11.4,25032.9,301.0,True,-10964.56182,-5155.663406,WNW,NW,True,,W,Qs,1.6548540592193604
2855,27325.2,46.73952,-121.88087,684.0,10.5,25038.1,304.0,True,-10968.36589,-5152.327559,NW,NW,True,,W,Qs,4.546278476715088
2856,27334.8,46.73954,-121.88093,684.0,13.3,25043.4,306.0,True,-10972.93403,-5150.103662,NW,NW,True,,W,Qs,4.737041473388672
2857,27344.3,46.73957,-121.88099,684.0,16.1,25048.6,306.0,True,-10977.50013,-5146.767815,NW,NW,True,,W,Qs,6.328558921813965
2858,27353.9,46.7396,-121.88104,683.0,16.1,25053.9,306.0,True,-10981.30419,-5143.431968,NW,NW,True,,W,Qs,4.539924144744873
2859,27363.5,46.73963,-121.8811,683.0,16.1,25059.1,306.0,True,-10985.87027,-5140.096121,NW,NW,True,,W,Qs,1.8650163412094116
2860,27373.1,46.73966,-121.88115,683.0,16.1,25064.4,309.0,True,-10989.67432,-5136.760275,NW,NW,True,,W,Qs,0.6445283889770508
2861,27382.6,46.73971,-121.88123,683.0,14.7,25072.3,311.0,True,-10995.76039,-5131.20053,NW,NW,True,,W,Qs,12.517072677612305
2862,27392.2,46.73975,-121.88131,683.0,13.3,25080.3,313.0,True,-11001.84848,-5126.752735,NW,NW,True,,W,Qs,4.145373344421387
2863,27401.8,46.7398,-121.88138,683.0,12.0,25088.2,313.0,True,-11007.17249,-5121.19299,NW,NW,True,,W,Qs,7.736216068267822
2864,27411.3,46.73985,-121.88146,683.0,12.0,25096.2,315.0,True,-11013.25852,-5115.633246,NW,NW,True,,W,Qs,28.528278350830078
2865,27420.9,46.73989,-121.88151,683.0,13.3,25101.5,316.0,True,-11017.0605,-5111.18545,NW,NW,True,,W,Qs,20.72153663635254
2866,27430.5,46.73992,-121.88155,682.0,14.6,25106.9,318.0,True,-11020.10248,-5107.849603,NW,NW,True,,W,Qs,5.006563186645508
2867,27440.1,46.73996,-121.8816,682.0,15.9,25112.2,318.0,True,-11023.90445,-5103.401808,NW,NW,True,,W,Qs,10.830917358398438
2868,27449.6,46.73999,-121.88165,682.0,15.9,25117.5,318.0,True,-11027.70845,-5100.065961,NW,NW,True,,W,Qs,2.5586156845092773
2869,27459.2,46.74003,-121.88169,681.0,15.9,25122.8,318.0,True,-11030.74838,-5095.618165,NW,NW,True,,W,Qs,4.532111644744873
2870,27468.8,46.74006,-121.88174,681.0,15.9,25128.2,312.0,True,-11034.55237,-5092.282318,NW,NW,True,,W,Qs,4.668359279632568
2871,27478.3,46.7401,-121.88184,681.0,14.4,25136.5,307.0,True,-11042.16445,-5087.834523,NW,NW,True,,W,Qs,31.166311264038086
2872,27487.9,46.74014,-121.88193,681.0,12.9,25144.8,302.0,True,-11049.01449,-5083.386727,WNW,NW,True,,W,Qs,35.18989944458008
2873,27497.5,46.74018,-121.88202,681.0,11.4,25153.2,302.0,True,-11055.86452,-5078.938931,WNW,NW,True,,W,Qs,33.27918243408203
2874,27507.1,46.74022,-121.88211,681.0,11.4,25161.5,302.0,True,-11062.71454,-5074.491136,WNW,NW,True,,W,Qs,35.37677764892578
2875,27516.6,46.74026,-121.88221,681.0,11.4,25169.8,302.0,True,-11070.32657,-5070.04334,WNW,NW,True,,W,Qs,33.50928497314453
2876,27526.2,46.7403,-121.8823,681.0,11.4,25178.2,296.0,True,-11077.17657,-5065.595544,WNW,NW,True,,W,Qs,17.001483917236328
2877,27535.8,46.74034,-121.88252,680.0,12.3,25195.7,290.0,True,-11093.93285,-5061.147749,WNW,NW,True,,W,Qs,13.682525634765625
2878,27545.3,46.74038,-121.88275,680.0,16.9,25213.2,282.0,True,-11111.45113,-5056.699953,WNW,NW,True,,W,Qs,4.2245192527771
2879,27554.9,46.74039,-121.88286,680.0,17.1,25221.8,280.0,False,-11119.83131,-5055.588004,W,NW,True,,W,Qs,9.357331275939941
2880,27564.5,46.7404,-121.88297,680.0,12.6,25230.4,278.0,True,-11128.21149,-5054.476055,W,NW,True,,W,Qs,16.776832580566406
2881,27574.1,46.74041,-121.88308,679.0,11.0,25239.0,278.0,True,-11136.59167,-5053.364106,W,NW,True,,W,Qs,11.105144500732422
2882,27583.6,46.74042,-121.8832,679.0,11.0,25247.6,277.0,True,-11145.73386,-5052.252157,W,NW,True,,W,Qs,29.055742263793945
2883,27593.2,46.74042,-121.88323,679.0,14.1,25250.0,277.0,False,-11148.01993,-5052.252157,W,NW,True,,W,Qs,24.69243049621582
2884,27602.8,46.74042,-121.88326,679.0,17.2,25252.5,277.0,False,-11150.30599,-5052.252157,W,NW,True,,W,Qs,16.770355224609375
2885,27612.3,46.74043,-121.88329,679.0,20.3,25254.9,277.0,False,-11152.58999,-5051.140209,W,NW,True,,W,Qs,18.010051727294922
2886,27621.9,46.74043,-121.88332,679.0,20.3,25257.3,277.0,False,-11154.87605,-5051.140209,W,NW,True,,W,Qs,17.85637855529785
2887,27631.5,46.74043,-121.88335,679.0,20.3,25259.7,277.0,False,-11157.16212,-5051.140209,W,NW,True,,W,Qs,24.189075469970703
2888,27641.0,46.74043,-121.88338,679.0,20.3,25262.2,277.0,False,-11159.44818,-5051.140209,W,NW,True,,W,Qs,22.88732147216797
2889,27650.6,46.74044,-121.88342,679.0,20.3,25264.6,277.0,False,-11162.4942,-5050.02826,W,NW,True,,W,Qs,16.737390518188477
2890,27660.2,46.74044,-121.88345,679.0,20.3,25267.0,277.0,False,-11164.78026,-5050.02826,W,NW,True,,W,Qs,15.023384094238281
2891,27669.8,46.74044,-121.88348,679.0,20.3,25269.4,277.0,False,-11167.06633,-5050.02826,W,NW,True,,W,Qs,16.026025772094727
2892,27679.3,46.74044,-121.88351,679.0,20.3,25271.8,277.0,True,-11169.35239,-5050.02826,W,NW,True,,W,Qs,18.461708068847656
2893,27688.9,46.74045,-121.88354,679.0,20.3,25274.3,277.0,True,-11171.63638,-5048.916311,W,NW,True,,W,Qs,17.31511116027832
2894,27698.5,46.74045,-121.88357,679.0,20.3,25276.7,277.0,True,-11173.92245,-5048.916311,W,NW,True,,W,Qs,14.00376033782959
2895,27708.0,46.74045,-121.88361,679.0,20.3,25279.1,277.0,True,-11176.97053,-5048.916311,W,NW,True,,W,Qs,13.129104614257812
2896,27717.6,46.74045,-121.88364,679.0,20.3,25281.5,277.0,True,-11179.25659,-5048.916311,W,NW,True,,W,Qs,11.066570281982422
2897,27727.2,46.74047,-121.8838,679.0,15.3,25294.0,277.0,True,-11191.44478,-5046.692413,W,NW,True,,W,Qs,1.322295904159546
2898,27736.8,46.74048,-121.88396,678.0,10.2,25306.5,276.0,True,-11203.63504,-5045.580464,W,NW,True,,W,Qs,3.17826509475708
2899,27746.3,46.74049,-121.88413,678.0,14.0,25319.0,276.0,True,-11216.58731,-5044.468515,W,NW,True,,W,Qs,2.08988094329834
2900,27755.9,46.7405,-121.88429,678.0,14.0,25331.5,277.0,True,-11228.77756,-5043.356566,W,NW,True,,W,Qs,7.436458587646484
2901,27765.5,46.74051,-121.8844,678.0,11.9,25339.9,277.0,True,-11237.1577,-5042.244617,W,NW,True,,W,Qs,18.843381881713867
2902,27775.0,46.74052,-121.88451,678.0,9.9,25348.4,277.0,True,-11245.53784,-5041.132668,W,NW,True,,W,Qs,25.81661033630371
2903,27784.6,46.74053,-121.88462,677.0,11.3,25356.8,277.0,False,-11253.91797,-5040.020719,W,NW,True,,W,Qs,26.5365047454834
2904,27794.2,46.74054,-121.88473,677.0,11.3,25365.2,278.0,True,-11262.2981,-5038.90877,W,NW,True,,W,Qs,22.970470428466797
2905,27803.8,46.74055,-121.88481,677.0,12.2,25371.8,280.0,True,-11268.39217,-5037.796822,W,NW,True,,W,Qs,29.407835006713867
2906,27813.3,46.74056,-121.8849,677.0,13.1,25378.5,281.0,True,-11275.24826,-5036.684873,W,NW,True,,W,Qs,24.05596160888672
2907,27822.9,46.74058,-121.88498,676.0,14.0,25385.1,281.0,True,-11281.34023,-5034.460975,W,NW,True,,W,Qs,23.98024559020996
2908,27832.5,46.74059,-121.88507,676.0,14.0,25391.8,281.0,True,-11288.19631,-5033.349026,W,NW,True,,W,Qs,21.545291900634766
2909,27842.0,46.7406,-121.88515,676.0,14.0,25398.4,285.0,True,-11294.29037,-5032.237077,WNW,NW,True,,W,Qs,24.412368774414062
2910,27851.6,46.74064,-121.88529,676.0,11.7,25409.5,288.0,True,-11304.95025,-5027.789281,WNW,NW,True,,W,Qs,20.03348159790039
2911,27861.2,46.74067,-121.88543,675.0,9.6,25420.6,291.0,False,-11315.61221,-5024.453435,WNW,NW,True,,W,Qs,18.72452163696289
2912,27870.8,46.74071,-121.88556,675.0,11.8,25431.7,295.0,True,-11325.51005,-5020.005639,WNW,NW,True,,W,Qs,17.283388137817383
2913,27880.3,46.74078,-121.88573,674.0,14.0,25447.0,299.0,False,-11338.44962,-5012.221996,WNW,NW,True,,W,Qs,16.69382667541504
2914,27889.9,46.74086,-121.8859,674.0,16.1,25462.4,303.0,False,-11351.38706,-5003.326405,WNW,NW,True,,W,Qs,20.56596565246582
2915,27899.5,46.74093,-121.88607,673.0,18.3,25477.8,306.0,True,-11364.32656,-4995.542763,NW,NW,True,,W,Qs,18.31775665283203
2916,27909.0,46.74098,-121.88614,673.0,14.0,25484.7,309.0,True,-11369.65012,-4989.983018,NW,NW,True,,W,Qs,24.915266036987305
2917,27918.6,46.74102,-121.88621,673.0,9.8,25491.6,312.0,False,-11374.97578,-4985.535222,NW,NW,True,,W,Qs,26.432113647460938
2918,27928.2,46.74106,-121.88627,673.0,13.6,25498.5,312.0,True,-11379.53941,-4981.087427,NW,NW,True,,W,Qs,12.870379447937012
2919,27937.7,46.7411,-121.88634,673.0,13.6,25505.4,316.0,True,-11384.86505,-4976.639631,NW,NW,True,,W,Qs,11.307540893554688
2920,27947.3,46.74115,-121.88639,673.0,13.6,25512.2,321.0,True,-11388.66455,-4971.079886,NW,NW,True,,W,Qs,8.203104972839355
2921,27956.9,46.7412,-121.88644,672.0,13.7,25518.9,326.0,True,-11392.46404,-4965.520142,NW,NW,True,,W,Qs,3.5549092292785645
