Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],x [m],y [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,Direction []
672,6431.7,46.77710,-121.75791,1399,-1597.38465,-973.10386,15.6,5716.8,333,True,NNW
673,6441.3,46.77718,-121.75796,1398,-1601.24069,-964.69011,12.4,5726.1,335,True,NNW
674,6450.9,46.77726,-121.75801,1398,-1605.09674,-956.27637,10.0,5735.3,226,True,SW
675,6460.4,46.77735,-121.75799,1398,-1603.68522,-946.01863,9.6,5745.7,117,True,ESE
676,6470.0,46.77744,-121.75798,1398,-1602.27370,-935.76090,10.2,5756.0,8,True,N
677,6479.6,46.77753,-121.75796,1397,-1600.86218,-925.50317,10.7,5766.4,8,True,N
678,6489.1,46.77763,-121.75794,1397,-1599.45065,-915.24544,10.7,5776.8,11,True,N
679,6498.7,46.77772,-121.75790,1397,-1596.35116,-904.94137,10.9,5787.5,14,True,NNE
680,6508.3,46.77781,-121.75786,1398,-1593.25166,-894.63731,11.2,5798.3,17,True,NNE
681,6517.9,46.77790,-121.75782,1398,-1590.15217,-884.33325,11.4,5809.0,125,True,SE
682,6527.4,46.77796,-121.75785,1398,-1592.28264,-877.95066,9.8,5815.8,233,True,SW
683,6537.0,46.77802,-121.75787,1398,-1594.41312,-871.56807,11.8,5822.5,342,True,NNW
684,6546.6,46.77808,-121.75790,1397,-1596.54360,-865.18548,13.8,5829.2,342,True,NNW
685,6556.1,46.77813,-121.75793,1397,-1598.67408,-858.80289,13.8,5835.9,342,True,NNW
686,6565.7,46.77819,-121.75796,1397,-1600.80455,-852.42031,13.8,5842.7,327,True,NNW
687,6575.3,46.77825,-121.75812,1397,-1613.06276,-845.94320,10.3,5856.5,312,True,NW
688,6584.8,46.77831,-121.75828,1396,-1625.32096,-839.46610,12.4,5870.4,298,True,WNW
689,6594.4,46.77836,-121.75844,1396,-1637.57917,-832.98899,16.0,5884.3,298,True,WNW
690,6604.0,46.77842,-121.75860,1396,-1649.83738,-826.51189,16.0,5898.1,290,True,WNW
691,6613.6,46.77842,-121.75865,1396,-1653.43708,-826.31982,10.9,5901.7,281,False,WNW
692,6623.1,46.77843,-121.75870,1396,-1657.03678,-826.12776,13.4,5905.3,273,False,W
693,6632.7,46.77843,-121.75874,1396,-1660.63648,-825.93570,18.5,5908.9,273,False,W
694,6642.3,46.77843,-121.75879,1396,-1664.23618,-825.74363,18.5,5912.6,273,False,W
695,6651.8,46.77843,-121.75884,1396,-1667.83588,-825.55157,18.5,5916.2,273,False,W
696,6661.4,46.77843,-121.75888,1395,-1671.43559,-825.35950,18.5,5919.8,273,False,W
697,6671.0,46.77844,-121.75893,1395,-1675.03529,-825.16744,18.5,5923.4,273,False,W
698,6680.6,46.77844,-121.75898,1395,-1678.63499,-824.97538,18.5,5927.0,273,False,W
699,6690.1,46.77844,-121.75903,1395,-1682.23469,-824.78331,18.5,5930.6,273,True,W
700,6699.7,46.77844,-121.75907,1395,-1685.83439,-824.59125,18.5,5934.2,273,True,W
701,6709.3,46.77844,-121.75912,1395,-1689.43409,-824.39918,18.5,5937.8,267,True,W
702,6718.8,46.77841,-121.75927,1395,-1700.65935,-827.64608,14.5,5949.5,260,True,W
703,6728.4,46.77838,-121.75942,1395,-1711.88461,-830.89297,10.4,5961.2,254,True,WSW
704,6738.0,46.77835,-121.75956,1394,-1723.10987,-834.13986,12.7,5972.8,254,True,WSW
705,6747.6,46.77833,-121.75971,1394,-1734.33513,-837.38675,12.7,5984.5,254,True,WSW
706,6757.1,46.77830,-121.75986,1394,-1745.56038,-840.63364,12.7,5996.2,251,True,WSW
707,6766.7,46.77826,-121.75997,1394,-1754.45204,-844.91465,11.8,6006.1,247,True,WSW
708,6776.3,46.77822,-121.76009,1394,-1763.34369,-849.19565,10.9,6015.9,244,True,WSW
709,6785.8,46.77818,-121.76021,1393,-1772.23534,-853.47666,10.0,6025.8,244,True,WSW
710,6795.4,46.77814,-121.76032,1393,-1781.12699,-857.75766,10.0,6035.7,242,True,WSW
711,6805.0,46.77809,-121.76044,1393,-1789.69538,-863.06722,10.1,6045.8,240,True,WSW
712,6814.6,46.77805,-121.76055,1393,-1798.26376,-868.37678,10.2,6055.8,238,True,WSW
713,6824.1,46.77800,-121.76066,1393,-1806.83214,-873.68633,10.3,6065.9,238,True,WSW
714,6833.7,46.77795,-121.76077,1393,-1815.40052,-878.99589,10.3,6076.0,234,True,SW
715,6843.3,46.77791,-121.76084,1393,-1819.99629,-883.64755,10.6,6082.5,229,True,SW
716,6852.8,46.77787,-121.76090,1393,-1824.59207,-888.29920,12.3,6089.1,225,True,SW
717,6862.4,46.77783,-121.76096,1393,-1829.18785,-892.95086,14.1,6095.6,225,True,SW
718,6872.0,46.77778,-121.76102,1393,-1833.78362,-897.60251,14.1,6102.2,225,True,SW
719,6881.5,46.77774,-121.76108,1393,-1838.37940,-902.25416,14.1,6108.7,225,True,SW
720,6891.1,46.77770,-121.76114,1393,-1842.97517,-906.90582,14.1,6115.2,223,True,SW
721,6900.7,46.77762,-121.76123,1392,-1850.44068,-915.93485,11.5,6127.0,221,True,SW
722,6910.3,46.77754,-121.76133,1392,-1857.90618,-924.96387,10.2,6138.7,220,True,SW
723,6919.8,46.77746,-121.76143,1391,-1865.37169,-933.99290,12.8,6150.4,220,True,SW
724,6929.4,46.77738,-121.76153,1391,-1872.83720,-943.02193,12.8,6162.1,220,True,SW
725,6939.0,46.77729,-121.76163,1390,-1880.30270,-952.05096,12.8,6173.8,219,True,SW
726,6948.5,46.77723,-121.76171,1390,-1886.39715,-959.66781,11.8,6183.6,219,True,SW
727,6958.1,46.77716,-121.76179,1389,-1892.49159,-967.28466,10.8,6193.3,219,True,SW
728,6967.7,46.77709,-121.76187,1388,-1898.58604,-974.90152,9.8,6203.1,219,True,SW
729,6977.3,46.77702,-121.76195,1388,-1904.68048,-982.51837,9.8,6212.8,219,True,SW
730,6986.8,46.77695,-121.76203,1388,-1910.87017,-990.10742,9.9,6222.6,219,False,SW
731,6996.4,46.77688,-121.76211,1387,-1917.05986,-997.69648,9.9,6232.4,219,True,SW
732,7006.0,46.77682,-121.76219,1386,-1923.24954,-1005.28553,9.9,6242.2,219,True,SW
733,7015.5,46.77675,-121.76227,1386,-1929.43923,-1012.87458,9.9,6252.0,218,True,SW
734,7025.1,46.77670,-121.76232,1386,-1933.43891,-1018.24900,10.8,6258.7,218,True,SW
735,7034.7,46.77665,-121.76238,1386,-1937.43860,-1023.62343,12.3,6265.4,217,True,SW
736,7044.3,46.77660,-121.76243,1386,-1941.43828,-1028.99785,13.9,6272.1,217,True,SW
737,7053.8,46.77655,-121.76248,1385,-1945.43796,-1034.37227,13.9,6278.8,217,True,SW
738,7063.4,46.77651,-121.76253,1385,-1949.43765,-1039.74669,13.9,6285.5,217,True,SW
739,7073.0,46.77646,-121.76259,1385,-1953.43733,-1045.12111,13.9,6292.2,211,True,SSW
740,7082.5,46.77636,-121.76264,1385,-1957.70552,-1056.37404,11.2,6304.2,206,True,SSW
741,7092.1,46.77625,-121.76270,1384,-1961.97372,-1067.62696,10.6,6316.3,201,True,SSW
742,7101.7,46.77615,-121.76275,1384,-1966.24191,-1078.87989,13.3,6328.3,201,True,SSW
743,7111.3,46.77605,-121.76281,1383,-1970.51010,-1090.13282,13.3,6340.3,201,True,SSW
744,7120.8,46.77595,-121.76287,1383,-1974.77829,-1101.38574,13.3,6352.4,197,True,SSW
745,7130.4,46.77586,-121.76289,1382,-1976.43790,-1111.33769,12.3,6362.5,193,True,SSW
746,7140.0,46.77577,-121.76291,1382,-1978.09750,-1121.28963,11.3,6372.6,189,True,S
747,7149.5,46.77568,-121.76293,1382,-1979.75710,-1131.24158,10.3,6382.7,189,True,S
748,7159.1,46.77559,-121.76295,1381,-1981.41671,-1141.19353,10.3,6392.7,189,True,S
749,7168.7,46.77552,-121.76297,1381,-1982.53113,-1148.99941,9.9,6400.6,189,True,S
750,7178.2,46.77545,-121.76298,1380,-1983.64555,-1156.80529,11.0,6408.5,188,True,S
751,7187.8,46.77538,-121.76300,1380,-1984.75996,-1164.61118,12.1,6416.4,188,True,S
752,7197.4,46.77531,-121.76301,1379,-1985.87438,-1172.41706,12.1,6424.3,188,True,S
753,7207.0,46.77524,-121.76303,1379,-1986.98880,-1180.22294,12.1,6432.2,188,True,S
754,7216.5,46.77516,-121.76305,1378,-1988.45789,-1189.64671,11.3,6441.7,189,True,S
755,7226.1,46.77507,-121.76307,1378,-1989.92697,-1199.07048,10.4,6451.2,189,True,S
756,7235.7,46.77499,-121.76308,1377,-1991.39606,-1208.49425,9.6,6460.8,189,True,S
757,7245.2,46.77490,-121.76310,1376,-1992.86514,-1217.91802,9.6,6470.3,189,True,S
758,7254.8,46.77473,-121.76314,1376,-1995.87947,-1236.65437,14.2,6489.3,189,True,S
759,7264.4,46.77457,-121.76318,1375,-1998.89379,-1255.39071,19.0,6508.3,192,True,SSW
760,7274.0,46.77452,-121.76320,1375,-2000.43923,-1260.11144,16.7,6513.2,195,False,SSW
761,7283.5,46.77448,-121.76322,1374,-2001.98467,-1264.83217,9.7,6518.2,198,False,SSW
762,7293.1,46.77444,-121.76324,1374,-2003.53011,-1269.55290,16.5,6523.2,198,False,SSW
763,7302.7,46.77440,-121.76326,1374,-2005.07556,-1274.27363,16.5,6528.1,198,False,SSW
764,7312.2,46.77435,-121.76328,1374,-2006.62100,-1278.99436,16.5,6533.1,198,False,SSW
765,7321.8,46.77431,-121.76330,1373,-2008.16644,-1283.71509,16.5,6538.1,198,False,SSW
766,7331.4,46.77427,-121.76332,1373,-2009.71188,-1288.43582,16.5,6543.0,198,False,SSW
767,7341.0,46.77423,-121.76335,1373,-2011.25732,-1293.15655,16.5,6548.0,198,True,SSW
768,7350.5,46.77418,-121.76337,1373,-2012.80276,-1297.87728,16.5,6553.0,198,False,SSW
769,7360.1,46.77414,-121.76339,1372,-2014.34820,-1302.59801,16.5,6557.9,198,True,SSW
770,7369.7,46.77410,-121.76341,1372,-2015.89364,-1307.31874,16.5,6562.9,206,True,SSW
771,7379.2,46.77405,-121.76347,1372,-2020.49520,-1312.63386,15.4,6569.9,213,True,SSW
772,7388.8,46.77400,-121.76353,1372,-2025.09676,-1317.94898,14.4,6577.0,221,True,SW
773,7398.4,46.77396,-121.76359,1371,-2029.69832,-1323.26410,13.4,6584.0,221,True,SW
774,7408.0,46.77391,-121.76365,1371,-2034.29988,-1328.57921,13.4,6591.0,221,True,SW
775,7417.5,46.77386,-121.76371,1371,-2038.90144,-1333.89433,13.4,6598.1,225,True,SW
776,7427.1,46.77380,-121.76383,1371,-2047.96615,-1340.36587,11.3,6609.2,230,True,SW
777,7436.7,46.77374,-121.76395,1370,-2057.03087,-1346.83742,9.9,6620.3,234,True,SW
778,7446.2,46.77369,-121.76407,1370,-2066.09558,-1353.30896,11.9,6631.5,234,True,SW
779,7455.8,46.77363,-121.76418,1369,-2075.16029,-1359.78051,11.9,6642.6,234,True,SW
780,7465.4,46.77357,-121.76430,1369,-2084.22500,-1366.25205,11.9,6653.8,235,True,SW
781,7475.0,46.77352,-121.76441,1368,-2092.43276,-1371.89520,11.3,6663.7,235,True,SW
782,7484.5,46.77347,-121.76452,1368,-2100.64051,-1377.53834,10.7,6673.7,235,True,SW
783,7494.1,46.77342,-121.76463,1368,-2108.84827,-1383.18148,10.2,6683.6,235,True,SW
784,7503.7,46.77337,-121.76473,1367,-2117.05602,-1388.82462,10.2,6693.6,235,True,SW
785,7513.2,46.77333,-121.76481,1367,-2122.52790,-1392.58672,10.6,6700.2,235,True,SW
786,7522.8,46.77330,-121.76488,1366,-2127.99978,-1396.34881,12.3,6706.9,235,True,SW
787,7532.4,46.77326,-121.76495,1366,-2133.47165,-1400.11091,14.0,6713.5,235,True,SW
788,7541.9,46.77323,-121.76502,1366,-2138.94353,-1403.87300,14.0,6720.2,235,True,SW
789,7551.5,46.77320,-121.76509,1365,-2144.41541,-1407.63510,14.0,6726.8,235,True,SW
790,7561.1,46.77316,-121.76516,1365,-2149.88729,-1411.39719,14.0,6733.4,235,True,SW
791,7570.7,46.77308,-121.76531,1364,-2161.21869,-1420.07040,10.2,6747.7,234,True,SW
792,7580.2,46.77301,-121.76546,1364,-2172.55009,-1428.74360,12.8,6762.0,233,True,SW
793,7589.8,46.77293,-121.76561,1364,-2183.88149,-1437.41680,16.6,6776.2,233,True,SW
794,7599.4,46.77285,-121.76576,1363,-2195.21289,-1446.09001,16.6,6790.5,228,True,SW
795,7608.9,46.77279,-121.76584,1363,-2201.13674,-1453.31768,14.2,6799.9,224,True,SW
796,7618.5,46.77272,-121.76592,1362,-2207.06059,-1460.54535,11.7,6809.2,219,True,SW
797,7628.1,46.77266,-121.76599,1362,-2212.98444,-1467.77302,9.9,6818.6,219,True,SW
798,7637.7,46.77259,-121.76607,1362,-2218.90829,-1475.00069,9.9,6827.9,214,True,SW
799,7647.2,46.77253,-121.76611,1362,-2221.66763,-1481.58343,11.0,6835.0,208,True,SSW
800,7656.8,46.77247,-121.76614,1361,-2224.42696,-1488.16617,12.1,6842.2,203,True,SSW
801,7666.4,46.77241,-121.76618,1361,-2227.18630,-1494.74891,13.2,6849.3,203,True,SSW
802,7675.9,46.77235,-121.76622,1360,-2229.94563,-1501.33165,13.2,6856.4,203,True,SSW
803,7685.5,46.77229,-121.76625,1360,-2232.70497,-1507.91439,13.2,6863.6,201,True,SSW
804,7695.1,46.77219,-121.76630,1359,-2236.00941,-1519.36746,10.8,6875.5,198,True,SSW
805,7704.7,46.77209,-121.76634,1359,-2239.31385,-1530.82054,10.7,6887.4,196,True,SSW
806,7714.2,46.77199,-121.76638,1358,-2242.61829,-1542.27362,13.1,6899.3,200,True,SSW
807,7723.8,46.77192,-121.76643,1358,-2246.61951,-1550.05726,11.5,6908.1,204,True,SSW
808,7733.4,46.77185,-121.76649,1358,-2250.62073,-1557.84091,9.9,6916.8,207,True,SSW
809,7742.9,46.77178,-121.76654,1357,-2254.62195,-1565.62455,10.8,6925.6,207,True,SSW
810,7752.5,46.77171,-121.76659,1357,-2258.62316,-1573.40820,10.8,6934.4,215,True,SW
811,7762.1,46.77166,-121.76667,1357,-2264.92451,-1578.55493,11.1,6942.5,223,True,SW
812,7771.7,46.77161,-121.76676,1356,-2271.22586,-1583.70167,11.4,6950.6,231,True,SW
813,7781.2,46.77157,-121.76684,1356,-2277.52721,-1588.84841,11.7,6958.8,231,True,SW
814,7790.8,46.77152,-121.76692,1355,-2283.82856,-1593.99514,11.7,6966.9,231,True,SW
815,7800.4,46.77147,-121.76701,1355,-2290.12990,-1599.14188,11.7,6975.0,231,True,SW
816,7809.9,46.77143,-121.76709,1354,-2296.43125,-1604.28861,11.7,6983.2,231,True,SW
817,7819.5,46.77138,-121.76717,1354,-2302.73260,-1609.43535,11.7,6991.3,235,True,SW
818,7829.1,46.77133,-121.76734,1353,-2315.64398,-1615.77346,10.5,7005.7,239,True,WSW
819,7838.6,46.77127,-121.76751,1352,-2328.55536,-1622.11157,13.7,7020.1,244,True,WSW
820,7848.2,46.77121,-121.76768,1351,-2341.46674,-1628.44968,16.8,7034.5,244,True,WSW
821,7857.8,46.77115,-121.76785,1350,-2354.37812,-1634.78779,16.8,7048.8,245,True,WSW
822,7867.4,46.77112,-121.76796,1350,-2363.09969,-1638.23484,14.3,7058.2,247,True,WSW
823,7876.9,46.77109,-121.76808,1349,-2371.82127,-1641.68188,11.8,7067.6,248,True,WSW
824,7886.5,46.77106,-121.76819,1348,-2380.54285,-1645.12892,9.9,7077.0,248,True,WSW
825,7896.1,46.77103,-121.76831,1348,-2389.26442,-1648.57596,9.9,7086.4,247,True,WSW
826,7905.6,46.77101,-121.76838,1348,-2394.93936,-1651.26317,11.4,7092.6,246,True,WSW
827,7915.2,46.77098,-121.76846,1347,-2400.61431,-1653.95039,13.0,7098.9,245,True,WSW
828,7924.8,46.77096,-121.76853,1347,-2406.28925,-1656.63760,14.5,7105.2,245,True,WSW
829,7934.4,46.77093,-121.76860,1347,-2411.96419,-1659.32481,14.5,7111.5,245,True,WSW
830,7943.9,46.77091,-121.76868,1346,-2417.63913,-1662.01202,14.5,7117.7,245,True,WSW
831,7953.5,46.77088,-121.76875,1346,-2423.31408,-1664.69923,14.5,7124.0,242,True,WSW
832,7963.1,46.77085,-121.76882,1346,-2428.45199,-1668.07214,14.6,7130.2,239,False,WSW
833,7972.6,46.77082,-121.76889,1345,-2433.58990,-1671.44505,14.6,7136.3,237,False,WSW
834,7982.2,46.77079,-121.76896,1345,-2438.72782,-1674.81797,14.7,7142.5,237,False,WSW
835,7991.8,46.77076,-121.76902,1345,-2443.86573,-1678.19088,14.7,7148.6,237,False,WSW
836,8001.4,46.77073,-121.76909,1344,-2449.00365,-1681.56379,14.7,7154.8,237,True,WSW
837,8010.9,46.77070,-121.76916,1344,-2454.14156,-1684.93670,14.7,7160.9,237,False,WSW
838,8020.5,46.77067,-121.76923,1344,-2459.27948,-1688.30962,14.7,7167.0,237,False,WSW
839,8030.1,46.77064,-121.76929,1343,-2464.41739,-1691.68253,14.7,7173.2,237,False,WSW
840,8039.6,46.77061,-121.76936,1343,-2469.55531,-1695.05544,14.7,7179.3,236,True,SW
841,8049.2,46.77058,-121.76941,1343,-2473.59304,-1698.08947,15.3,7184.4,234,False,SW
842,8058.8,46.77056,-121.76947,1342,-2477.63077,-1701.12351,15.8,7189.4,233,True,SW
843,8068.4,46.77053,-121.76952,1342,-2481.66850,-1704.15754,16.4,7194.5,233,True,SW
844,8077.9,46.77050,-121.76957,1342,-2485.70623,-1707.19157,16.4,7199.5,233,False,SW
845,8087.5,46.77048,-121.76963,1342,-2489.74396,-1710.22561,16.4,7204.6,233,True,SW
846,8097.1,46.77045,-121.76968,1341,-2493.78169,-1713.25964,16.4,7209.6,233,True,SW
847,8106.6,46.77042,-121.76973,1341,-2497.81942,-1716.29367,16.4,7214.7,235,True,SW
848,8116.2,46.77036,-121.76988,1340,-2509.17018,-1723.15996,12.2,7228.0,237,False,WSW
849,8125.8,46.77030,-121.77003,1339,-2520.52093,-1730.02624,11.0,7241.2,239,True,WSW
850,8135.3,46.77024,-121.77018,1338,-2531.87168,-1736.89253,15.1,7254.5,239,True,WSW
851,8144.9,46.77017,-121.77033,1337,-2543.22244,-1743.75882,15.1,7267.8,240,True,WSW
852,8154.5,46.77013,-121.77045,1336,-2552.80556,-1748.74035,13.9,7278.6,241,True,WSW
853,8164.1,46.77008,-121.77058,1335,-2562.38869,-1753.72188,12.6,7289.4,243,True,WSW
854,8173.6,46.77004,-121.77071,1335,-2571.97181,-1758.70342,11.4,7300.2,243,False,WSW
855,8183.2,46.76999,-121.77083,1334,-2581.55494,-1763.68495,11.4,7311.0,243,True,WSW
856,8192.8,46.76995,-121.77096,1333,-2591.13807,-1768.66648,11.4,7321.8,248,True,WSW
857,8202.3,46.76994,-121.77107,1332,-2599.80200,-1770.16761,10.4,7330.6,254,True,WSW
858,8211.9,46.76992,-121.77118,1332,-2608.46593,-1771.66874,9.7,7339.3,260,True,W
859,8221.5,46.76991,-121.77130,1332,-2617.12986,-1773.16987,10.7,7348.1,260,True,W
860,8231.1,46.76990,-121.77141,1331,-2625.79380,-1774.67101,10.7,7356.9,260,True,W
861,8240.6,46.76987,-121.77164,1330,-2643.41384,-1778.08098,13.0,7374.9,259,True,W
862,8250.2,46.76983,-121.77187,1328,-2661.03388,-1781.49096,17.6,7392.8,259,True,W
863,8259.8,46.76980,-121.77211,1327,-2678.65392,-1784.90094,22.1,7410.8,256,True,WSW
864,8269.3,46.76979,-121.77218,1327,-2684.27799,-1786.80979,16.1,7416.7,254,False,WSW
865,8278.9,46.76977,-121.77225,1326,-2689.90207,-1788.71863,10.1,7422.7,251,False,WSW
866,8288.5,46.76975,-121.77233,1326,-2695.52614,-1790.62748,15.0,7428.6,251,False,WSW
867,8298.1,46.76974,-121.77240,1326,-2701.15022,-1792.53632,15.0,7434.5,251,True,WSW
868,8307.6,46.76972,-121.77248,1325,-2706.77429,-1794.44517,15.0,7440.5,251,True,WSW
869,8317.2,46.76970,-121.77255,1325,-2712.39836,-1796.35402,15.0,7446.4,252,True,WSW
870,8326.8,46.76964,-121.77288,1324,-2737.80121,-1803.19250,14.3,7472.7,254,True,WSW
871,8336.3,46.76958,-121.77322,1322,-2763.20406,-1810.03099,24.5,7499.0,259,True,W
872,8345.9,46.76958,-121.77331,1322,-2770.01298,-1810.25338,24.9,7505.8,264,False,W
873,8355.5,46.76957,-121.77339,1321,-2776.82189,-1810.47577,15.2,7512.6,268,False,W
874,8365.1,46.76957,-121.77348,1321,-2783.63080,-1810.69816,13.7,7519.5,268,True,W
875,8374.6,46.76957,-121.77357,1320,-2790.43972,-1810.92055,13.7,7526.3,268,True,W
876,8384.2,46.76957,-121.77366,1320,-2797.24863,-1811.14294,13.7,7533.1,277,True,W
877,8393.8,46.76961,-121.77380,1319,-2807.42671,-1806.62101,11.5,7544.2,285,True,WNW
878,8403.3,46.76965,-121.77393,1319,-2817.60479,-1802.09909,9.8,7555.4,294,True,WNW
879,8412.9,46.76969,-121.77406,1318,-2827.78286,-1797.57716,11.9,7566.5,298,True,WNW
880,8422.5,46.76972,-121.77412,1318,-2832.33817,-1794.09305,9.9,7572.2,303,False,WNW
881,8432.1,46.76975,-121.77418,1317,-2836.89348,-1790.60895,12.6,7578.0,307,True,NW
882,8441.6,46.76978,-121.77424,1316,-2841.44878,-1787.12484,15.3,7583.7,307,True,NW
883,8451.2,46.76982,-121.77430,1316,-2846.00409,-1783.64073,15.3,7589.4,307,True,NW
884,8460.8,46.76985,-121.77436,1316,-2850.55940,-1780.15662,15.3,7595.2,307,False,NW
885,8470.3,46.76988,-121.77442,1315,-2855.11470,-1776.67251,15.3,7600.9,308,True,NW
886,8479.9,46.76995,-121.77456,1314,-2865.33537,-1768.58308,11.7,7613.9,308,False,NW
887,8489.5,46.77002,-121.77469,1314,-2875.55604,-1760.49365,11.1,7627.0,308,False,NW
888,8499.0,46.77010,-121.77483,1313,-2885.77671,-1752.40422,14.8,7640.0,308,True,NW
889,8508.6,46.77017,-121.77496,1312,-2895.99738,-1744.31479,14.8,7653.0,306,True,NW
890,8518.2,46.77025,-121.77516,1311,-2911.25038,-1735.23387,17.1,7670.8,303,True,WNW
891,8527.8,46.77033,-121.77536,1310,-2926.50337,-1726.15296,19.5,7688.5,301,True,WNW
892,8537.3,46.77041,-121.77556,1309,-2941.75636,-1717.07204,21.8,7706.3,304,True,NW
893,8546.9,46.77046,-121.77565,1308,-2948.32242,-1711.54009,17.3,7714.9,307,True,NW
894,8556.5,46.77051,-121.77573,1308,-2954.88848,-1706.00814,12.7,7723.5,310,True,NW
895,8566.0,46.77056,-121.77582,1307,-2961.45454,-1700.47619,11.0,7732.1,310,True,NW
896,8575.6,46.77061,-121.77591,1306,-2968.02060,-1694.94425,11.0,7740.6,314,True,NW
897,8585.2,46.77067,-121.77597,1305,-2973.13908,-1688.41155,11.2,7748.9,318,True,NW
898,8594.8,46.77073,-121.77604,1304,-2978.25756,-1681.87884,11.3,7757.2,322,True,NW
899,8604.3,46.77079,-121.77611,1304,-2983.37604,-1675.34614,11.5,7765.5,322,True,NW
900,8613.9,46.77085,-121.77617,1303,-2988.49452,-1668.81344,11.5,7773.8,326,True,NW
901,8623.5,46.77093,-121.77623,1302,-2992.92268,-1660.22919,10.8,7783.5,329,True,NNW
902,8633.0,46.77100,-121.77629,1302,-2997.35084,-1651.64494,10.1,7793.2,333,True,NNW
903,8642.6,46.77108,-121.77635,1301,-3001.77900,-1643.06070,9.7,7802.8,333,True,NNW
904,8652.2,46.77116,-121.77641,1301,-3006.20716,-1634.47645,9.7,7812.5,333,True,NNW
905,8661.8,46.77123,-121.77647,1300,-3010.63532,-1625.89220,9.7,7822.1,337,True,NNW
906,8671.3,46.77137,-121.77652,1299,-3014.74026,-1610.76969,12.7,7837.8,341,True,NNW
907,8680.9,46.77151,-121.77657,1299,-3018.84521,-1595.64718,15.7,7853.5,345,True,NNW
908,8690.5,46.77164,-121.77663,1298,-3022.95015,-1580.52467,18.7,7869.1,230,True,SW
909,8700.0,46.77170,-121.77663,1298,-3022.85153,-1573.74178,14.3,7875.9,115,False,ESE
910,8709.6,46.77176,-121.77663,1297,-3022.75291,-1566.95889,9.8,7882.7,1,True,N
911,8719.2,46.77182,-121.77662,1296,-3022.65429,-1560.17600,13.8,7889.5,1,True,N
912,8728.8,46.77189,-121.77662,1296,-3022.55567,-1553.39311,13.8,7896.3,12,True,NNE
913,8738.3,46.77207,-121.77644,1294,-3008.76069,-1532.71085,14.4,7921.1,30,True,NNE
914,8747.9,46.77210,-121.77638,1294,-3004.03737,-1529.59740,13.9,7926.8,49,False,NE
915,8757.5,46.77213,-121.77632,1294,-2999.31404,-1526.48394,13.3,7932.5,57,True,ENE
916,8767.0,46.77216,-121.77626,1294,-2994.59072,-1523.37048,15.4,7938.1,57,True,ENE
917,8776.6,46.77218,-121.77619,1294,-2989.86739,-1520.25702,15.4,7943.8,57,True,ENE
918,8786.2,46.77221,-121.77613,1294,-2985.14406,-1517.14356,15.4,7949.4,55,True,NE
919,8795.7,46.77230,-121.77596,1293,-2972.42097,-1507.39548,10.3,7965.5,54,True,NE
920,8805.3,46.77239,-121.77580,1293,-2959.69788,-1497.64739,14.1,7981.5,53,True,NE
921,8814.9,46.77248,-121.77563,1292,-2946.97479,-1487.89930,19.3,7997.5,56,True,NE
922,8824.5,46.77250,-121.77556,1292,-2941.23109,-1484.91928,14.5,8004.0,59,True,ENE
923,8834.0,46.77253,-121.77548,1291,-2935.48740,-1481.93925,9.7,8010.5,63,True,ENE
924,8843.6,46.77256,-121.77540,1291,-2929.74370,-1478.95923,14.2,8016.9,63,True,ENE
925,8853.2,46.77258,-121.77533,1290,-2924.00000,-1475.97920,14.2,8023.4,63,True,ENE
926,8862.7,46.77261,-121.77525,1290,-2918.25631,-1472.99918,14.2,8029.9,67,True,ENE
927,8872.3,46.77264,-121.77509,1290,-2905.95536,-1469.63553,11.1,8042.6,71,True,ENE
928,8881.9,46.77267,-121.77493,1289,-2893.65441,-1466.27189,11.2,8055.4,75,True,ENE
929,8891.5,46.77270,-121.77477,1288,-2881.35346,-1462.90824,14.3,8068.1,75,True,ENE
930,8901.0,46.77273,-121.77461,1288,-2869.05251,-1459.54459,14.3,8080.9,71,True,ENE
931,8910.6,46.77280,-121.77439,1287,-2852.33229,-1451.48296,17.2,8099.4,68,True,ENE
932,8920.2,46.77287,-121.77417,1286,-2835.61208,-1443.42133,20.2,8118.0,63,True,ENE
933,8929.7,46.77291,-121.77408,1286,-2828.92368,-1439.46279,17.7,8125.8,61,True,ENE
934,8939.3,46.77295,-121.77399,1286,-2822.23529,-1435.50425,12.3,8133.5,59,True,ENE
935,8948.9,46.77298,-121.77391,1285,-2815.54689,-1431.54571,12.3,8141.3,59,True,ENE
936,8958.5,46.77302,-121.77382,1285,-2808.85850,-1427.58717,12.3,8149.1,59,True,ENE
937,8968.0,46.77305,-121.77373,1285,-2802.17011,-1423.62863,12.3,8156.9,60,True,ENE
938,8977.6,46.77309,-121.77364,1285,-2795.19243,-1419.82577,12.2,8164.8,61,True,ENE
939,8987.2,46.77312,-121.77355,1285,-2788.21476,-1416.02290,12.1,8172.8,61,True,ENE
940,8996.7,46.77316,-121.77346,1284,-2781.23709,-1412.22003,12.0,8180.7,61,True,ENE
941,9006.3,46.77319,-121.77336,1284,-2774.25942,-1408.41717,12.0,8188.6,61,True,ENE
942,9015.9,46.77322,-121.77327,1284,-2767.28175,-1404.61430,12.0,8196.6,62,True,ENE
943,9025.5,46.77327,-121.77313,1283,-2756.31277,-1399.07679,9.8,8208.9,63,True,ENE
