Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],x [m],y [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,Direction []
944,9035.0,46.77332,-121.77298,1282,-2745.34380,-1393.53929,11.5,8221.2,63,True,ENE
945,9044.6,46.77337,-121.77284,1282,-2734.37482,-1388.00178,13.6,8233.5,63,True,ENE
946,9054.2,46.77342,-121.77270,1281,-2723.40585,-1382.46427,13.6,8245.7,63,True,ENE
947,9063.7,46.77347,-121.77255,1280,-2712.43687,-1376.92677,13.6,8258.0,64,True,ENE
948,9073.3,46.77352,-121.77240,1279,-2700.95035,-1371.85628,13.8,8270.6,65,True,ENE
949,9082.9,46.77356,-121.77225,1279,-2689.46383,-1366.78579,13.9,8283.1,66,True,ENE
950,9092.4,46.77361,-121.77210,1278,-2677.97730,-1361.71530,14.0,8295.7,66,True,ENE
951,9102.0,46.77366,-121.77195,1278,-2666.49078,-1356.64481,14.0,8308.3,66,True,ENE
952,9111.6,46.77370,-121.77180,1277,-2655.00426,-1351.57432,14.0,8320.8,66,True,ENE
953,9121.2,46.77373,-121.77171,1277,-2648.65680,-1348.88711,11.2,8327.7,67,True,ENE
954,9130.7,46.77375,-121.77163,1276,-2642.30935,-1346.19990,10.8,8334.6,67,True,ENE
955,9140.3,46.77377,-121.77155,1276,-2635.96190,-1343.51269,13.6,8341.5,67,True,ENE
956,9149.9,46.77380,-121.77146,1276,-2629.61444,-1340.82548,13.6,8348.4,67,True,ENE
957,9159.4,46.77382,-121.77138,1275,-2623.26699,-1338.13827,13.6,8355.3,67,True,ENE
958,9169.0,46.77385,-121.77130,1275,-2616.91954,-1335.45106,13.6,8362.2,67,True,ENE
959,9178.6,46.77388,-121.77117,1275,-2607.48718,-1331.22565,11.9,8372.5,66,True,ENE
960,9188.2,46.77392,-121.77105,1274,-2598.05483,-1327.00024,10.1,8382.8,66,True,ENE
961,9197.7,46.77396,-121.77093,1274,-2588.62248,-1322.77484,10.7,8393.2,66,True,ENE
962,9207.3,46.77400,-121.77080,1274,-2579.19013,-1318.54943,10.7,8403.5,66,True,ENE
963,9216.9,46.77404,-121.77068,1273,-2569.75778,-1314.32402,10.7,8413.8,66,True,ENE
964,9226.4,46.77407,-121.77056,1273,-2560.32542,-1310.09862,10.7,8424.2,64,True,ENE
965,9236.0,46.77412,-121.77044,1273,-2551.29889,-1304.90025,10.8,8434.6,62,True,ENE
966,9245.6,46.77417,-121.77032,1272,-2542.27235,-1299.70189,10.8,8445.0,60,True,ENE
967,9255.2,46.77421,-121.77020,1272,-2533.24581,-1294.50353,10.8,8455.4,60,True,ENE
968,9264.7,46.77426,-121.77008,1272,-2524.21927,-1289.30517,10.8,8465.8,58,True,ENE
969,9274.3,46.77431,-121.76997,1272,-2515.87786,-1283.32844,10.8,8476.1,56,True,ENE
970,9283.9,46.77437,-121.76986,1271,-2507.53645,-1277.35171,10.7,8486.4,54,True,NE
971,9293.4,46.77442,-121.76975,1270,-2499.19504,-1271.37498,10.6,8496.6,54,True,NE
972,9303.0,46.77448,-121.76964,1270,-2490.85363,-1265.39826,10.6,8506.9,53,True,NE
973,9312.6,46.77452,-121.76957,1270,-2485.44479,-1260.80220,10.1,8514.0,51,True,NE
974,9322.2,46.77456,-121.76950,1269,-2480.03595,-1256.20614,11.7,8521.1,50,True,NE
975,9331.7,46.77460,-121.76943,1269,-2474.62711,-1251.61009,13.3,8528.2,50,True,NE
976,9341.3,46.77464,-121.76936,1269,-2469.21828,-1247.01403,13.3,8535.3,50,True,NE
977,9350.9,46.77468,-121.76929,1268,-2463.80944,-1242.41797,13.3,8542.4,50,False,NE
978,9360.4,46.77472,-121.76922,1268,-2458.40060,-1237.82192,13.3,8549.5,48,True,NE
979,9370.0,46.77481,-121.76909,1268,-2448.39514,-1228.18502,9.9,8563.4,47,True,NE
980,9379.6,46.77490,-121.76895,1267,-2438.38969,-1218.54813,12.7,8577.3,46,True,NE
981,9389.2,46.77498,-121.76882,1267,-2428.38423,-1208.91124,16.1,8591.2,45,True,NE
982,9398.7,46.77505,-121.76873,1266,-2421.01325,-1201.09979,14.5,8601.9,44,True,NE
983,9408.3,46.77512,-121.76863,1266,-2413.64227,-1193.28835,12.9,8612.6,43,True,NE
984,9417.9,46.77519,-121.76853,1266,-2406.27128,-1185.47690,11.3,8623.4,43,True,NE
985,9427.4,46.77526,-121.76844,1265,-2398.90030,-1177.66546,11.3,8634.1,43,True,NE
986,9437.0,46.77532,-121.76836,1265,-2393.32335,-1171.26063,10.2,8642.6,42,True,NE
987,9446.6,46.77538,-121.76829,1264,-2387.74641,-1164.85581,10.1,8651.1,41,True,NE
988,9456.1,46.77544,-121.76822,1264,-2382.16946,-1158.45098,11.2,8659.6,41,True,NE
989,9465.7,46.77550,-121.76814,1263,-2376.59251,-1152.04615,11.2,8668.1,41,True,NE
990,9475.3,46.77555,-121.76807,1263,-2371.01557,-1145.64132,11.2,8676.6,41,True,NE
991,9484.9,46.77562,-121.76798,1263,-2363.81603,-1137.65382,10.1,8687.3,42,True,NE
992,9494.4,46.77570,-121.76788,1262,-2356.61649,-1129.66632,10.2,8698.1,42,True,NE
993,9504.0,46.77577,-121.76779,1262,-2349.41695,-1121.67882,11.3,8708.8,42,True,NE
994,9513.6,46.77584,-121.76769,1262,-2342.21741,-1113.69131,11.3,8719.6,42,True,NE
995,9523.1,46.77591,-121.76760,1261,-2335.01788,-1105.70381,11.3,8730.3,42,True,NE
996,9532.7,46.77598,-121.76750,1261,-2327.81834,-1097.71631,11.3,8741.1,43,True,NE
997,9542.3,46.77607,-121.76738,1260,-2318.37195,-1088.46489,12.6,8754.3,44,True,NE
998,9551.9,46.77615,-121.76726,1260,-2308.92556,-1079.21347,13.8,8767.5,46,True,NE
999,9561.4,46.77623,-121.76713,1259,-2299.47918,-1069.96206,15.0,8780.8,46,True,NE
1000,9571.0,46.77632,-121.76701,1259,-2290.03279,-1060.71064,15.0,8794.0,46,True,NE
1001,9580.6,46.77640,-121.76688,1258,-2280.58640,-1051.45922,15.0,8807.2,46,True,NE
1002,9590.1,46.77645,-121.76681,1258,-2275.34275,-1046.43692,12.1,8814.5,46,True,NE
1003,9599.7,46.77649,-121.76675,1257,-2270.09910,-1041.41461,10.1,8821.7,46,True,NE
1004,9609.3,46.77654,-121.76668,1257,-2264.85545,-1036.39231,13.0,8829.0,46,True,NE
1005,9618.9,46.77658,-121.76661,1257,-2259.61180,-1031.37001,13.0,8836.2,46,False,NE
1006,9628.4,46.77663,-121.76654,1256,-2254.36815,-1026.34770,13.0,8843.5,46,True,NE
1007,9638.0,46.77667,-121.76647,1256,-2249.12450,-1021.32540,13.0,8850.8,45,True,NE
1008,9647.6,46.77673,-121.76639,1256,-2242.68183,-1014.63782,12.0,8860.1,45,True,NE
1009,9657.1,46.77679,-121.76630,1255,-2236.23915,-1007.95024,11.0,8869.3,44,True,NE
1010,9666.7,46.77685,-121.76622,1255,-2229.79648,-1001.26266,10.0,8878.6,44,True,NE
1011,9676.3,46.77691,-121.76613,1255,-2223.35380,-994.57507,10.0,8887.9,44,True,NE
1012,9685.9,46.77697,-121.76605,1255,-2216.91113,-987.88749,10.0,8897.2,44,True,NE
1013,9695.4,46.77703,-121.76596,1254,-2210.46846,-981.19991,10.0,8906.5,44,True,NE
1014,9705.0,46.77709,-121.76588,1254,-2204.02578,-974.51233,10.0,8915.8,43,True,NE
1015,9714.6,46.77716,-121.76579,1254,-2196.97901,-966.61749,9.8,8926.4,42,True,NE
1016,9724.1,46.77723,-121.76569,1253,-2189.93223,-958.72265,10.4,8936.9,42,True,NE
1017,9733.7,46.77730,-121.76560,1252,-2182.88545,-950.82781,11.1,8947.5,42,True,NE
1018,9743.3,46.77738,-121.76551,1252,-2175.83868,-942.93297,11.1,8958.1,42,True,NE
1019,9752.8,46.77745,-121.76542,1252,-2168.79190,-935.03813,11.1,8968.7,42,True,NE
1020,9762.4,46.77752,-121.76532,1251,-2161.74512,-927.14330,11.1,8979.3,43,True,NE
1021,9772.0,46.77758,-121.76524,1250,-2155.11776,-920.59868,10.5,8988.6,44,True,NE
1022,9781.6,46.77764,-121.76515,1250,-2148.49041,-914.05406,9.8,8997.9,45,True,NE
1023,9791.1,46.77769,-121.76506,1249,-2141.86305,-907.50945,10.0,9007.2,45,True,NE
1024,9800.7,46.77775,-121.76497,1249,-2135.23569,-900.96483,10.0,9016.5,45,True,NE
1025,9810.3,46.77781,-121.76489,1248,-2128.60833,-894.42022,10.0,9025.8,45,True,NE
1026,9819.8,46.77787,-121.76480,1248,-2121.98097,-887.87560,10.0,9035.2,45,True,NE
1027,9829.4,46.77793,-121.76471,1247,-2115.35361,-881.33099,10.0,9044.5,47,True,NE
1028,9839.0,46.77799,-121.76461,1246,-2107.11435,-874.27011,10.0,9055.3,48,True,NE
1029,9848.6,46.77806,-121.76450,1246,-2098.87509,-867.20923,10.7,9066.2,49,True,NE
1030,9858.1,46.77812,-121.76439,1246,-2090.63583,-860.14835,11.5,9077.0,49,True,NE
1031,9867.7,46.77818,-121.76428,1245,-2082.39657,-853.08747,11.5,9087.9,49,True,NE
1032,9877.3,46.77825,-121.76417,1244,-2074.15731,-846.02660,11.5,9098.7,49,True,NE
1033,9886.8,46.77831,-121.76407,1244,-2065.91805,-838.96572,11.5,9109.6,47,True,NE
1034,9896.4,46.77840,-121.76395,1244,-2057.24912,-829.51415,12.5,9122.4,45,True,NE
1035,9906.0,46.77848,-121.76384,1244,-2048.58019,-820.06258,13.5,9135.2,43,True,NE
1036,9915.6,46.77857,-121.76372,1243,-2039.91126,-810.61101,14.5,9148.0,43,True,NE
1037,9925.1,46.77865,-121.76361,1243,-2031.24233,-801.15944,14.5,9160.9,43,True,NE
1038,9934.7,46.77874,-121.76350,1243,-2022.57340,-791.70788,14.5,9173.7,41,True,NE
1039,9944.3,46.77880,-121.76343,1243,-2017.57584,-784.99170,12.2,9182.1,39,True,NE
1040,9953.8,46.77886,-121.76336,1242,-2012.57827,-778.27553,10.0,9190.4,37,True,NE
1041,9963.4,46.77892,-121.76330,1242,-2007.58071,-771.55936,11.4,9198.8,37,True,NE
1042,9973.0,46.77898,-121.76323,1241,-2002.58314,-764.84318,11.4,9207.2,37,True,NE
1043,9982.6,46.77904,-121.76317,1241,-1997.58558,-758.12701,11.4,9215.6,36,True,NE
1044,9992.1,46.77913,-121.76307,1240,-1990.34822,-748.00827,9.8,9228.0,36,True,NE
1045,10001.7,46.77922,-121.76298,1239,-1983.11086,-737.88953,11.8,9240.4,36,True,NE
1046,10011.3,46.77931,-121.76288,1239,-1975.87351,-727.77079,13.9,9252.9,36,True,NE
1047,10020.8,46.77940,-121.76279,1238,-1968.63615,-717.65206,13.9,9265.3,36,True,NE
1048,10030.4,46.77949,-121.76269,1237,-1961.39879,-707.53332,13.9,9277.8,36,True,NE
1049,10040.0,46.77956,-121.76262,1236,-1955.74229,-699.58288,12.5,9287.5,35,False,NE
1050,10049.5,46.77964,-121.76254,1236,-1950.08579,-691.63244,11.2,9297.3,35,True,NE
1051,10059.1,46.77971,-121.76247,1236,-1944.42929,-683.68201,9.9,9307.0,35,True,NE
1052,10068.7,46.77978,-121.76240,1235,-1938.77279,-675.73157,9.9,9316.8,35,True,NE
1053,10078.3,46.77987,-121.76231,1234,-1931.89111,-666.09467,10.9,9328.6,35,True,NE
1054,10087.8,46.77995,-121.76222,1234,-1925.00943,-656.45778,11.9,9340.5,36,True,NE
1055,10097.4,46.78004,-121.76212,1233,-1918.12775,-646.82089,13.0,9352.3,35,True,NE
1056,10107.0,46.78009,-121.76207,1233,-1914.28824,-641.37234,10.4,9359.0,35,True,NE
1057,10116.5,46.78014,-121.76202,1232,-1910.44874,-635.92378,11.3,9365.6,35,True,NE
1058,10126.1,46.78019,-121.76197,1232,-1906.60923,-630.47523,13.9,9372.3,35,True,NE
1059,10135.7,46.78024,-121.76192,1231,-1902.76973,-625.02668,13.9,9379.0,35,True,NE
1060,10145.3,46.78028,-121.76187,1231,-1898.93022,-619.57813,13.9,9385.6,35,True,NE
1061,10154.8,46.78039,-121.76176,1230,-1890.58843,-607.51348,9.9,9400.3,35,True,NE
1062,10164.4,46.78050,-121.76165,1229,-1882.24665,-595.44883,13.2,9415.0,30,True,NNE
1063,10174.0,46.78057,-121.76162,1229,-1879.60976,-588.24340,13.7,9422.6,25,True,NNE
1064,10183.5,46.78063,-121.76158,1229,-1876.97286,-581.03797,10.2,9430.3,20,True,NNE
1065,10193.1,46.78070,-121.76155,1228,-1874.33597,-573.83254,12.4,9438.0,20,False,NNE
1066,10202.7,46.78076,-121.76152,1228,-1871.69908,-566.62711,12.4,9445.7,20,True,NNE
1067,10212.3,46.78083,-121.76148,1228,-1869.06219,-559.42168,12.4,9453.3,14,True,NNE
1068,10221.8,46.78087,-121.76148,1228,-1869.01499,-554.59582,13.8,9458.2,7,False,N
1069,10231.4,46.78091,-121.76148,1227,-1868.96780,-549.76996,15.3,9463.0,1,False,N
1070,10241.0,46.78096,-121.76148,1227,-1868.92061,-544.94410,16.7,9467.8,1,True,N
1071,10250.5,46.78100,-121.76148,1226,-1868.87341,-540.11824,16.7,9472.6,1,True,N
1072,10260.1,46.78104,-121.76148,1226,-1868.82622,-535.29238,16.7,9477.5,115,True,ESE
1073,10269.7,46.78111,-121.76151,1226,-1870.93055,-527.80525,15.2,9485.2,230,False,SW
1074,10279.3,46.78118,-121.76153,1225,-1873.03489,-520.31813,13.7,9493.0,344,False,NNW
1075,10288.8,46.78124,-121.76156,1225,-1875.13922,-512.83100,12.3,9500.8,339,True,NNW
1076,10298.4,46.78130,-121.76161,1225,-1878.85326,-507.09334,12.7,9507.6,333,False,NNW
1077,10308.0,46.78135,-121.76166,1224,-1882.56731,-501.35568,13.2,9514.5,327,True,NNW
1078,10317.5,46.78140,-121.76171,1224,-1886.28136,-495.61803,13.7,9521.3,327,True,NNW
1079,10327.1,46.78145,-121.76176,1223,-1889.99540,-489.88037,13.7,9528.1,327,True,NNW
1080,10336.7,46.78150,-121.76180,1223,-1893.70945,-484.14271,13.7,9535.0,325,True,NW
1081,10346.3,46.78158,-121.76189,1222,-1900.44549,-475.58070,11.6,9545.9,324,True,NW
1082,10355.8,46.78166,-121.76198,1221,-1907.18154,-467.01869,9.6,9556.8,322,True,NW
1083,10365.4,46.78169,-121.76203,1221,-1910.51147,-462.73769,10.3,9562.2,322,False,NW
1084,10375.0,46.78173,-121.76207,1220,-1913.84140,-458.45668,13.1,9567.6,322,False,NW
1085,10384.5,46.78177,-121.76211,1220,-1917.17133,-454.17568,15.8,9573.0,322,False,NW
1086,10394.1,46.78181,-121.76216,1220,-1920.50126,-449.89467,15.8,9578.5,322,False,NW
1087,10403.7,46.78186,-121.76222,1220,-1925.12510,-444.02914,14.8,9585.9,322,False,NW
1088,10413.2,46.78192,-121.76228,1220,-1929.74895,-438.16361,13.7,9593.4,322,False,NW
1089,10422.8,46.78197,-121.76234,1220,-1934.37279,-432.29808,12.7,9600.9,322,False,NW
1090,10432.4,46.78202,-121.76240,1220,-1938.99663,-426.43254,12.7,9608.3,322,False,NW
1091,10442.0,46.78208,-121.76246,1220,-1943.75358,-420.26122,12.6,9616.1,322,False,NW
1092,10451.5,46.78213,-121.76252,1219,-1948.51054,-414.08991,12.4,9623.9,322,False,NW
1093,10461.1,46.78219,-121.76259,1218,-1953.26750,-407.91859,12.2,9631.7,322,False,NW
1094,10470.7,46.78224,-121.76265,1218,-1958.02445,-401.74727,12.2,9639.5,321,False,NW
1095,10480.2,46.78231,-121.76274,1217,-1965.23647,-394.04702,10.9,9650.1,319,False,NW
1096,10489.8,46.78238,-121.76284,1216,-1972.44849,-386.34677,9.7,9660.6,317,False,NW
1097,10499.4,46.78245,-121.76293,1216,-1979.66051,-378.64652,11.0,9671.2,317,False,NW
1098,10509.0,46.78252,-121.76303,1215,-1986.87253,-370.94628,11.0,9681.7,311,False,NW
1099,10518.5,46.78255,-121.76312,1215,-1993.95252,-367.08225,9.8,9689.8,305,False,NW
1100,10528.1,46.78259,-121.76322,1214,-2001.03250,-363.21823,10.6,9697.8,299,False,WNW
1101,10537.7,46.78262,-121.76331,1214,-2008.11249,-359.35420,11.8,9705.9,299,False,WNW
1102,10547.2,46.78266,-121.76340,1214,-2015.19248,-355.49018,11.8,9714.0,291,False,WNW
1103,10556.8,46.78267,-121.76352,1214,-2023.89153,-354.76741,11.5,9722.7,283,False,WNW
1104,10566.4,46.78267,-121.76363,1213,-2032.59059,-354.04465,11.2,9731.4,275,False,W
1105,10576.0,46.78268,-121.76374,1212,-2041.28964,-353.32188,10.8,9740.2,275,False,W
1106,10585.5,46.78269,-121.76386,1212,-2049.98870,-352.59911,10.8,9748.9,268,False,W
1107,10595.1,46.78266,-121.76398,1212,-2059.20280,-355.01760,10.4,9758.4,262,False,W
1108,10604.7,46.78264,-121.76410,1212,-2068.41690,-357.43609,10.0,9767.9,255,False,WSW
1109,10614.2,46.78262,-121.76422,1211,-2077.63101,-359.85458,9.6,9777.5,255,False,WSW
1110,10623.8,46.78260,-121.76434,1211,-2086.84511,-362.27307,9.6,9787.0,252,False,WSW
1111,10633.4,46.78256,-121.76446,1210,-2096.02175,-366.30389,9.8,9797.0,249,False,WSW
1112,10643.0,46.78253,-121.76458,1210,-2105.19838,-370.33470,10.0,9807.0,246,False,WSW
1113,10652.5,46.78249,-121.76470,1209,-2114.37501,-374.36552,10.2,9817.1,246,False,WSW
1114,10662.1,46.78245,-121.76482,1208,-2123.55165,-378.39634,10.2,9827.1,246,False,WSW
1115,10671.7,46.78241,-121.76495,1207,-2133.26149,-382.87193,10.6,9837.8,246,False,WSW
1116,10681.2,46.78237,-121.76508,1206,-2142.97134,-387.34753,10.9,9848.5,245,False,WSW
1117,10690.8,46.78233,-121.76521,1206,-2152.68119,-391.82312,11.3,9859.2,245,False,WSW
1118,10700.4,46.78229,-121.76533,1205,-2162.39103,-396.29872,11.3,9869.8,245,False,WSW
1119,10709.9,46.78225,-121.76546,1204,-2172.10096,-400.82991,11.3,9880.6,245,False,WSW
1120,10719.5,46.78221,-121.76559,1204,-2181.81088,-405.36110,11.3,9891.3,245,True,WSW
1121,10729.1,46.78217,-121.76572,1203,-2191.52081,-409.89230,11.3,9902.0,245,False,WSW
1122,10738.7,46.78213,-121.76584,1202,-2201.23073,-414.42349,11.3,9912.7,245,True,WSW
1123,10748.2,46.78208,-121.76600,1201,-2212.91321,-419.93876,12.4,9925.6,245,True,WSW
1124,10757.8,46.78203,-121.76615,1200,-2224.59570,-425.45403,13.5,9938.5,245,True,WSW
1125,10767.4,46.78198,-121.76630,1200,-2236.27818,-430.96930,14.6,9951.5,245,True,WSW
1126,10776.9,46.78193,-121.76646,1199,-2247.96067,-436.48456,14.6,9964.4,245,True,WSW
1127,10786.5,46.78188,-121.76661,1198,-2259.64315,-441.99983,14.6,9977.3,245,True,WSW
1128,10796.1,46.78180,-121.76686,1196,-2278.91109,-451.28461,18.8,9998.7,244,True,WSW
1129,10805.7,46.78171,-121.76712,1195,-2298.17904,-460.56939,23.1,10020.1,243,True,WSW
1130,10815.2,46.78168,-121.76722,1195,-2305.91689,-464.72808,21.0,10028.9,243,True,WSW
1131,10824.8,46.78164,-121.76732,1194,-2313.65475,-468.88677,14.7,10037.6,242,True,WSW
1132,10834.4,46.78160,-121.76742,1194,-2321.39260,-473.04546,10.8,10046.4,242,True,WSW
1133,10843.9,46.78156,-121.76752,1193,-2329.13046,-477.20415,10.8,10055.2,242,True,WSW
1134,10853.5,46.78153,-121.76762,1193,-2336.86832,-481.36284,10.8,10064.0,241,True,WSW
1135,10863.1,46.78148,-121.76773,1192,-2344.96330,-486.19187,10.4,10073.4,240,True,WSW
1136,10872.7,46.78144,-121.76784,1192,-2353.05828,-491.02091,10.1,10082.9,239,True,WSW
1137,10882.2,46.78140,-121.76794,1191,-2361.15326,-495.84995,9.8,10092.3,239,True,WSW
1138,10891.8,46.78135,-121.76805,1191,-2369.24824,-500.67898,9.8,10101.7,239,True,WSW
1139,10901.4,46.78131,-121.76816,1190,-2377.34322,-505.50802,9.8,10111.1,239,True,WSW
1140,10910.9,46.78127,-121.76826,1190,-2385.43820,-510.33706,9.8,10120.6,239,True,WSW
1141,10920.5,46.78122,-121.76837,1189,-2393.53318,-515.16609,9.8,10130.0,239,True,WSW
1142,10930.1,46.78114,-121.76855,1188,-2407.62356,-523.97829,12.9,10146.6,238,True,WSW
1143,10939.7,46.78106,-121.76874,1187,-2421.71393,-532.79049,16.5,10163.2,238,True,WSW
1144,10949.2,46.78099,-121.76892,1186,-2435.80431,-541.60269,20.1,10179.8,238,True,WSW
1145,10958.8,46.78091,-121.76911,1185,-2449.89469,-550.41489,20.1,10196.5,238,True,WSW
1146,10968.4,46.78088,-121.76918,1185,-2455.23712,-553.76662,15.0,10202.8,238,True,WSW
1147,10977.9,46.78085,-121.76925,1184,-2460.57955,-557.11835,9.8,10209.1,238,True,WSW
1148,10987.5,46.78082,-121.76932,1184,-2465.92199,-560.47008,14.5,10215.4,238,True,WSW
1149,10997.1,46.78079,-121.76939,1184,-2471.26442,-563.82182,14.5,10221.7,238,True,WSW
1150,11006.6,46.78076,-121.76946,1184,-2476.60685,-567.17355,14.5,10228.0,238,True,WSW
1151,11016.2,46.78073,-121.76953,1183,-2481.94928,-570.52528,14.5,10234.3,238,True,WSW
1152,11025.8,46.78070,-121.76960,1183,-2487.29171,-573.87702,14.5,10240.6,238,True,WSW
1153,11035.4,46.78064,-121.76972,1182,-2496.52672,-579.49236,12.2,10251.4,238,True,WSW
1154,11044.9,46.78059,-121.76984,1182,-2505.76172,-585.10770,10.0,10262.2,239,False,WSW
1155,11054.5,46.78054,-121.76996,1181,-2514.99673,-590.72305,11.4,10273.0,239,False,WSW
1156,11064.1,46.78049,-121.77008,1180,-2524.23173,-596.33839,11.4,10283.8,240,True,WSW
1157,11073.6,46.78045,-121.77019,1179,-2532.34857,-600.70676,10.6,10293.1,241,True,WSW
1158,11083.2,46.78041,-121.77030,1179,-2540.46542,-605.07513,9.8,10302.3,242,True,WSW
1159,11092.8,46.78038,-121.77040,1178,-2548.58226,-609.44351,10.1,10311.5,242,True,WSW
1160,11102.4,46.78034,-121.77051,1178,-2556.69911,-613.81188,10.1,10320.7,242,True,WSW
1161,11111.9,46.78030,-121.77062,1177,-2564.81595,-618.18025,10.1,10329.9,242,True,WSW
1162,11121.5,46.78026,-121.77072,1177,-2572.93279,-622.54862,10.1,10339.1,242,True,WSW
1163,11131.1,46.78022,-121.77083,1176,-2581.04964,-626.91700,10.1,10348.4,243,True,WSW
1164,11140.6,46.78019,-121.77093,1175,-2588.81806,-630.38628,10.5,10356.9,245,True,WSW
1165,11150.2,46.78016,-121.77103,1175,-2596.58649,-633.85556,10.8,10365.4,246,True,WSW
1166,11159.8,46.78012,-121.77114,1174,-2604.35491,-637.32484,11.2,10373.9,246,True,WSW
1167,11169.4,46.78009,-121.77124,1174,-2612.12333,-640.79412,11.2,10382.4,246,True,WSW
1168,11178.9,46.78006,-121.77134,1173,-2619.89176,-644.26340,11.2,10390.9,247,True,WSW
1169,11188.5,46.78004,-121.77144,1172,-2627.69042,-647.13223,11.3,10399.2,249,True,WSW
1170,11198.1,46.78001,-121.77155,1172,-2635.48908,-650.00106,11.4,10407.5,250,True,WSW
1171,11207.6,46.77998,-121.77165,1171,-2643.28774,-652.86989,11.5,10415.8,250,True,WSW
1172,11217.2,46.77996,-121.77175,1171,-2651.08640,-655.73872,11.5,10424.1,250,True,WSW
1173,11226.8,46.77993,-121.77185,1170,-2658.88506,-658.60755,11.5,10432.4,252,True,WSW
1174,11236.4,46.77991,-121.77198,1170,-2668.78525,-661.10944,10.5,10442.7,254,True,WSW
1175,11245.9,46.77989,-121.77211,1169,-2678.68543,-663.61132,9.6,10452.9,256,True,WSW
1176,11255.5,46.77987,-121.77224,1169,-2688.58562,-666.11321,10.5,10463.1,256,True,WSW
1177,11265.1,46.77984,-121.77237,1169,-2698.48580,-668.61509,10.5,10473.3,256,True,WSW
1178,11274.6,46.77982,-121.77250,1168,-2708.38599,-671.11698,10.5,10483.5,256,True,WSW
1179,11284.2,46.77980,-121.77263,1168,-2718.28617,-673.61886,10.5,10493.7,257,True,WSW
1180,11293.8,46.77978,-121.77273,1168,-2726.00818,-675.19783,9.8,10501.6,258,True,WSW
1181,11303.4,46.77977,-121.77284,1167,-2733.73018,-676.77680,10.9,10509.5,258,True,WSW
1182,11312.9,46.77976,-121.77294,1167,-2741.45219,-678.35577,12.1,10517.4,258,True,WSW
1183,11322.5,46.77974,-121.77304,1166,-2749.17419,-679.93474,12.1,10525.2,258,True,WSW
1184,11332.1,46.77973,-121.77314,1166,-2756.89620,-681.51370,12.1,10533.1,258,True,WSW
1185,11341.6,46.77971,-121.77324,1166,-2764.57254,-683.09267,12.1,10541.0,258,True,WSW
1186,11351.2,46.77970,-121.77334,1165,-2772.24887,-684.67164,12.1,10548.8,258,True,WSW
1187,11360.8,46.77968,-121.77344,1165,-2779.92521,-686.25061,12.2,10556.6,258,True,WSW
1188,11370.3,46.77967,-121.77354,1164,-2787.60155,-687.82958,12.2,10564.5,258,True,WSW
1189,11379.9,46.77966,-121.77364,1164,-2795.27789,-689.40854,12.2,10572.3,259,True,WSW
1190,11389.5,46.77964,-121.77379,1163,-2806.41155,-691.47677,10.4,10583.6,259,True,W
1191,11399.1,46.77962,-121.77394,1162,-2817.54522,-693.54500,10.5,10595.0,259,True,W
1192,11408.6,46.77960,-121.77408,1162,-2828.67888,-695.61322,12.2,10606.3,259,True,W
1193,11418.2,46.77958,-121.77423,1161,-2839.81255,-697.68145,12.2,10617.6,259,True,W
1194,11427.8,46.77956,-121.77438,1160,-2850.94621,-699.74967,12.2,10628.9,260,True,W
1195,11437.3,46.77955,-121.77447,1160,-2858.33297,-700.77267,10.3,10636.4,261,True,W
1196,11446.9,46.77954,-121.77457,1160,-2865.71973,-701.79566,10.8,10643.8,262,True,W
1197,11456.5,46.77954,-121.77467,1160,-2873.10649,-702.81865,12.7,10651.3,262,True,W
1198,11466.1,46.77953,-121.77476,1160,-2880.49324,-703.84165,12.7,10658.8,262,True,W
1199,11475.6,46.77952,-121.77486,1160,-2887.88000,-704.86464,12.7,10666.2,264,True,W
1200,11485.2,46.77951,-121.77498,1160,-2897.05588,-705.17042,11.9,10675.4,266,True,W
1201,11494.8,46.77951,-121.77510,1159,-2906.23176,-705.47621,11.0,10684.6,268,True,W
1202,11504.3,46.77951,-121.77522,1158,-2915.40763,-705.78200,10.2,10693.8,268,True,W
1203,11513.9,46.77951,-121.77534,1158,-2924.58351,-706.08778,10.2,10702.9,271,True,W
1204,11523.5,46.77951,-121.77544,1158,-2931.71051,-705.33166,11.2,10710.1,273,True,W
